GeoId, GeoName, landsqmi, GeoID, DataTypeID, GeoTypeID, c_popul, c_urbn, c_nurbn, c_rtotal, c_white, c_black, c_other, c_rtotal2, c_white2, c_black2, c_ameri2, c_aspac2, c_other2, c_hnhtotal, c_nhtot, c_nhwhit, c_nhblac, c_nhamer, c_nhaspa, c_nhothr, c_htot, c_hwhit, c_hblac, c_hamer, c_haspa, c_hothr, c_stotal, c_male, c_fema, c_atotal, c_under5, c_5to9, c_10to14, c_15to17, c_18to19, c_20, c_21, c_22to24, c_25to34, c_35to44, c_45to54, c_55to59, c_60to61, c_62to64, c_65to74, c_over75, c_house, c_fhouse, c_nfhouse, c_family
"15","Hawaii","7.063000000000000e+003","15","5","4","1360301.00000000","1250489.00000000","109812.00000000","1360301.00000000","336599.00000000","21424.00000000","1002278.00000000","1360301.00000000","336599.00000000","21424.00000000","4164.00000000","660500.00000000","337614.00000000","1360301.00000000","1239459.00000000","309343.00000000","19904.00000000","2823.00000000","641516.00000000","265873.00000000","120842.00000000","27256.00000000","1520.00000000","1341.00000000","18984.00000000","71741.00000000","1360301.00000000","681243.00000000","679058.00000000","1360301.00000000","87407.00000000","83361.00000000","81539.00000000","51511.00000000","34483.00000000","18488.00000000","18853.00000000","58488.00000000","185333.00000000","176373.00000000","193765.00000000","93340.00000000","35376.00000000","46846.00000000","100523.00000000","94615.00000000","455338.00000000","313907.00000000","141431.00000000","313907.00000000"
"15","Hawaii","7.063000000000000e+003","15","5","4","1211537.00000000","1109179.00000000","102358.00000000","1211537.00000000","292457.00000000","20945.00000000","898135.00000000","1211537.00000000","292457.00000000","20945.00000000","3216.00000000","616511.00000000","278408.00000000","1211537.00000000","1123955.00000000","276191.00000000","20082.00000000","2378.00000000","601753.00000000","223551.00000000","87582.00000000","16266.00000000","863.00000000","838.00000000","14758.00000000","54857.00000000","1211537.00000000","608269.00000000","603268.00000000","1211537.00000000","77186.00000000","85160.00000000","83316.00000000","48663.00000000","31500.00000000","17133.00000000","16810.00000000","49292.00000000","168085.00000000","196344.00000000","170940.00000000","59719.00000000","19262.00000000","26986.00000000","86206.00000000","74935.00000000","403572.00000000","289012.00000000"
"15","Hawaii","7.063000000000000e+003","15","5","4","1108229.00000000","985819.00000000","122410.00000000","1108229.00000000","370270.00000000","26669.00000000","711290.00000000","1108229.00000000","370270.00000000","26669.00000000","5596.00000000","686391.00000000","19303.00000000","1108229.00000000","1029487.00000000","347804.00000000","25475.00000000","4574.00000000","648706.00000000","2928.00000000","78742.00000000","22466.00000000","1194.00000000","1022.00000000","37685.00000000","16375.00000000","1108229.00000000","564338.00000000","543891.00000000","1108229.00000000","82020.00000000","82158.00000000","74679.00000000","41368.00000000","29670.00000000","17604.00000000","18122.00000000","52788.00000000","203466.00000000","178406.00000000","109493.00000000","44934.00000000","18590.00000000","30254.00000000","79260.00000000","45417.00000000","1071484.00000000","951091.00000000","120393.00000000","155470.00000000"
"15","Hawaii","7.063000000000000e+003","15","5","4","964691.00000000","834723.00000000","129968.00000000","964691.00000000","331925.00000000","17687.00000000","615079.00000000","964691.00000000","331925.00000000","17687.00000000","2976.00000000","583519.00000000","28584.00000000","964691.00000000","893292.00000000","71399.00000000","964426.00000000","494776.00000000","469650.00000000","964691.00000000","76982.00000000","73304.00000000","74729.00000000","50109.00000000","35945.00000000","21885.00000000","21633.00000000","62441.00000000","180189.00000000","112008.00000000","93086.00000000","48104.00000000","16104.00000000","21956.00000000","49172.00000000","26779.00000000","227926.00000000"
"15","Hawaii","7.063000000000000e+003","15","5","4","768561.00000000","637750.00000000","130811.00000000","768561.00000000","300254.00000000","7590.00000000","460716.00000000","768561.00000000","399242.00000000","369319.00000000","768561.00000000","70701.00000000","79575.00000000","80942.00000000","44382.00000000","27285.00000000","16404.00000000","17771.00000000","46648.00000000","107562.00000000","94970.00000000","84292.00000000","30681.00000000","10391.00000000","12630.00000000","29559.00000000","14741.00000000","170699.00000000"
