rgn_id,sector,weight
1,Marine Construction,1
1,Living Resources,1
1,Ship and Boat Building,1
1,Tourism and Recreation,1
1,Marine Transportation,1
2,Marine Construction,1
2,Living Resources,1
2,Ship and Boat Building,1
2,Tourism and Recreation,1
2,Marine Transportation,1
3,Marine Construction,1
3,Living Resources,1
3,Ship and Boat Building,1
3,Tourism and Recreation,1
3,Marine Transportation,1
4,Marine Construction,1
4,Living Resources,1
4,Ship and Boat Building,1
4,Tourism and Recreation,1
4,Marine Transportation,1
