rgn_id,condist,km2
1,P,24.56637269
2,P,44.66613216
3,P,2.233306608
4,P,4.466613216
1,L,17.86645287
2,L,66.99919824
3,L,22.33306608
4,L,15.63314626
1,R,125.0651701
2,R,73.69911807
3,R,13.39983965
4,R,13.39983965
1,G,20.09975947
2,G,24.56637269
3,G,20.09975947
4,G,6.699919824
1,SS,0
2,SS,0
3,SS,0
4,SS,2.233306608
