rgn_id,mean,licenses,total,prop
1,2284123.03125,144.48958333333334,4467304.141975903,51.129785630394196
2,625027.0677966102,51.95762711864407,4467304.141975903,13.991146515494659
3,913029.5277777778,131,4467304.141975903,20.43804269332649
4,645124.5151515151,61.78787878787879,4467304.141975903,14.441025160784655
