GeoID, GeoName, Year, OceanSectorId, OceanSector, Establishments, Employment, Wages, GDP,wage_per_employ
15000,Hawaii,2013,1,Marine Construction,37,560,51170000,104298000,91375
15000,Hawaii,2013,2,Living Resources,122,807,26484000,76322000,32817.84387
15000,Hawaii,2013,3,Offshore Mineral Extraction,9,107,12103000,39169000,113112.1495
15000,Hawaii,2013,4,Ship and Boat Building,29,5039,413254000,90000000,82011.11332
15000,Hawaii,2013,5,Tourism and Recreation,3746,99105,2911044000,6202863000,29373.33132
15000,Hawaii,2013,6,Marine Transportation,101,3660,245091000,520980000,66964.7541
15000,Hawaii,2013,9,All Ocean Sectors,4044,109279,3659147000,7033632000,33484.44806
15000,Hawaii,2012,1,Marine Construction,36,633,59950000,123841000,94707.74092
15000,Hawaii,2012,2,Living Resources,131,792,25342000,70711000,31997.47475
15000,Hawaii,2012,3,Offshore Mineral Extraction,11,114,11828000,41688000,103754.386
15000,Hawaii,2012,4,Ship and Boat Building,28,5189,442263000,60989000,85230.873
15000,Hawaii,2012,5,Tourism and Recreation,3723,95705,2758442000,5797280000,28822.33948
15000,Hawaii,2012,6,Marine Transportation,100,3573,233031000,485221000,65219.98321
15000,Hawaii,2012,9,All Ocean Sectors,4029,106008,3530856000,6579729000,33307.44849
15000,Hawaii,2011,1,Marine Construction,34,636,55933000,114617000,87944.96855
15000,Hawaii,2011,2,Living Resources,139,778,24443000,66864000,31417.73779
15000,Hawaii,2011,3,Offshore Mineral Extraction,10,126,10851000,30441000,86119.04762
15000,Hawaii,2011,4,Ship and Boat Building,29,5298,446264000,77999000,84232.54058
15000,Hawaii,2011,5,Tourism and Recreation,3653,92419,2570000000,5320728000,27808.13469
15000,Hawaii,2011,6,Marine Transportation,97,3664,225436000,470324000,61527.29258
15000,Hawaii,2011,9,All Ocean Sectors,3962,102925,3332928000,6080973000,32382.10347
15000,Hawaii,2010,1,Marine Construction,35,623,54551000,112564000,87561.79775
15000,Hawaii,2010,2,Living Resources,147,770,23862000,63031000,30989.61039
15000,Hawaii,2010,3,Offshore Mineral Extraction,10,135,11471000,37460000,84970.37037
15000,Hawaii,2010,4,Ship and Boat Building,25,5082,412490000,66000000,81166.86344
15000,Hawaii,2010,5,Tourism and Recreation,3682,90007,2415465000,4868642000,26836.41272
15000,Hawaii,2010,6,Marine Transportation,101,3595,223652000,476217000,62211.96106
15000,Hawaii,2010,9,All Ocean Sectors,4000,100215,3141491000,5623915000,31347.51285
15000,Hawaii,2009,1,Marine Construction,33,498,45477000,93164000,91319.27711
15000,Hawaii,2009,2,Living Resources,150,771,22591000,53331000,29300.90791
15000,Hawaii,2009,3,Offshore Mineral Extraction,27,142,11641000,43932000,81978.87324
15000,Hawaii,2009,4,Ship and Boat Building,22,5112,400866000,70995000,78416.66667
15000,Hawaii,2009,5,Tourism and Recreation,3624,90239,2330627000,4631195000,25827.26981
15000,Hawaii,2009,6,Marine Transportation,108,3808,232262000,492993000,60993.17227
15000,Hawaii,2009,9,All Ocean Sectors,3964,100572,3043465000,5385611000,30261.55391
15000,Hawaii,2008,1,Marine Construction,35,589,49574000,94772000,84166.3837
15000,Hawaii,2008,2,Living Resources,153,800,24236000,53950000,30295
15000,Hawaii,2008,3,Offshore Mineral Extraction,9,129,11294000,38535000,87550.3876
15000,Hawaii,2008,4,Ship and Boat Building,23,4897,377281000,58000000,77043.29181
15000,Hawaii,2008,5,Tourism and Recreation,3623,95736,2519115000,5173616000,26313.14239
15000,Hawaii,2008,6,Marine Transportation,116,4930,277387000,587234000,56265.11156
15000,Hawaii,2008,9,All Ocean Sectors,3959,107084,3258887000,6006107000,30432.99653
15000,Hawaii,2007,1,Marine Construction,28,517,41267000,83288000,79820.11605
15000,Hawaii,2007,2,Living Resources,151,779,24049000,58483000,30871.6303
15000,Hawaii,2007,3,Offshore Mineral Extraction,9,125,9909000,896000,79272
15000,Hawaii,2007,4,Ship and Boat Building,22,4643,363033000,52071000,78189.31725
15000,Hawaii,2007,5,Tourism and Recreation,3592,98165,2576556000,5444962000,26247.19605
15000,Hawaii,2007,6,Marine Transportation,117,6722,322814000,661287000,48023.50491
15000,Hawaii,2007,9,All Ocean Sectors,3919,110954,3337628000,6300986000,30081.1868
15000,Hawaii,2006,1,Marine Construction,28,503,38217000,79148000,75978.13121
15000,Hawaii,2006,2,Living Resources,149,789,23633000,57548000,29953.1052
15000,Hawaii,2006,3,Offshore Mineral Extraction,7,129,10759000,693000,83403.10078
15000,Hawaii,2006,4,Ship and Boat Building,20,4672,354410000,33000000,75858.30479
15000,Hawaii,2006,5,Tourism and Recreation,3499,96348,2434314000,5271967000,25265.8488
15000,Hawaii,2006,6,Marine Transportation,104,7034,296591000,657298000,42165.33978
15000,Hawaii,2006,9,All Ocean Sectors,3807,109476,3157924000,6099654000,28845.81095
15000,Hawaii,2005,1,Marine Construction,26,468,33972000,72133000,72589.74359
15000,Hawaii,2005,2,Living Resources,160,864,24330000,55522000,28159.72222
15000,Hawaii,2005,3,Offshore Mineral Extraction,7,132,11562000,352000,87590.90909
15000,Hawaii,2005,4,Ship and Boat Building,22,4667,343942000,32000000,73696.5931
15000,Hawaii,2005,5,Tourism and Recreation,3435,94500,2269117000,4933672000,24011.82011
15000,Hawaii,2005,6,Marine Transportation,109,5266,239378000,471974000,45457.27307
15000,Hawaii,2005,9,All Ocean Sectors,3759,105901,2922302000,5565654000,27594.65916
