rgn_id,year,species,category,type,Family,stock,score,ref
4,2014,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
4,2015,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
4,2016,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
1,2012,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
1,2013,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
1,2014,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
1,2015,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
1,2016,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
2,2012,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
2,2013,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
2,2014,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
2,2015,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
2,2016,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
3,2012,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
3,2013,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
3,2014,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
3,2015,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
3,2016,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
4,2012,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
4,2013,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
4,2014,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
4,2015,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
4,2016,Munu,Reef,Reef,Mullidae,Parupeneus insularis,1.9,
1,2012,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
1,2013,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
1,2014,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
1,2015,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
1,2016,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
2,2012,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
2,2013,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
2,2014,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
2,2015,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
2,2016,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
3,2012,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
3,2013,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
3,2014,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
3,2015,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
3,2016,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
4,2012,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
4,2013,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
4,2014,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
4,2015,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
4,2016,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,1.33,
1,2010,Onaga,bottom,bottom,bottom,deep7,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2011,Onaga,bottom,bottom,bottom,deep7,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2012,Onaga,bottom,bottom,bottom,deep7,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2013,Onaga,bottom,bottom,bottom,deep7,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2014,Onaga,bottom,bottom,bottom,deep7,0.83,ten year average
1,2015,Onaga,bottom,bottom,bottom,deep7,0.83,ten year average
1,2016,Onaga,bottom,bottom,bottom,deep7,0.83,ten year average
2,2010,Onaga,bottom,bottom,bottom,deep7,0.84,
2,2011,Onaga,bottom,bottom,bottom,deep7,0.85,
2,2012,Onaga,bottom,bottom,bottom,deep7,0.85,
2,2013,Onaga,bottom,bottom,bottom,deep7,0.86,
2,2014,Onaga,bottom,bottom,bottom,deep7,0.83,
2,2015,Onaga,bottom,bottom,bottom,deep7,0.83,
2,2016,Onaga,bottom,bottom,bottom,deep7,0.83,
3,2010,Onaga,bottom,bottom,bottom,deep7,0.84,
3,2011,Onaga,bottom,bottom,bottom,deep7,0.85,
3,2012,Onaga,bottom,bottom,bottom,deep7,0.85,
3,2013,Onaga,bottom,bottom,bottom,deep7,0.86,
3,2014,Onaga,bottom,bottom,bottom,deep7,0.83,
3,2015,Onaga,bottom,bottom,bottom,deep7,0.83,
3,2016,Onaga,bottom,bottom,bottom,deep7,0.83,
4,2010,Onaga,bottom,bottom,bottom,deep7,0.84,
4,2011,Onaga,bottom,bottom,bottom,deep7,0.85,
4,2012,Onaga,bottom,bottom,bottom,deep7,0.85,
4,2013,Onaga,bottom,bottom,bottom,deep7,0.86,
4,2014,Onaga,bottom,bottom,bottom,deep7,0.83,
4,2015,Onaga,bottom,bottom,bottom,deep7,0.83,
4,2016,Onaga,bottom,bottom,bottom,deep7,0.83,
1,2010,Opakapaka,bottom,bottom,bottom,deep7,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2011,Opakapaka,bottom,bottom,bottom,deep7,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2012,Opakapaka,bottom,bottom,bottom,deep7,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2013,Opakapaka,bottom,bottom,bottom,deep7,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2014,Opakapaka,bottom,bottom,bottom,deep7,0.83,ten year average
1,2015,Opakapaka,bottom,bottom,bottom,deep7,0.83,ten year average
1,2016,Opakapaka,bottom,bottom,bottom,deep7,0.83,ten year average
2,2010,Opakapaka,bottom,bottom,bottom,deep7,0.84,
2,2011,Opakapaka,bottom,bottom,bottom,deep7,0.85,
2,2012,Opakapaka,bottom,bottom,bottom,deep7,0.85,
2,2013,Opakapaka,bottom,bottom,bottom,deep7,0.86,
2,2014,Opakapaka,bottom,bottom,bottom,deep7,0.83,
2,2015,Opakapaka,bottom,bottom,bottom,deep7,0.83,
2,2016,Opakapaka,bottom,bottom,bottom,deep7,0.83,
3,2010,Opakapaka,bottom,bottom,bottom,deep7,0.84,
3,2011,Opakapaka,bottom,bottom,bottom,deep7,0.85,
3,2012,Opakapaka,bottom,bottom,bottom,deep7,0.85,
3,2013,Opakapaka,bottom,bottom,bottom,deep7,0.86,
3,2014,Opakapaka,bottom,bottom,bottom,deep7,0.83,
3,2015,Opakapaka,bottom,bottom,bottom,deep7,0.83,
3,2016,Opakapaka,bottom,bottom,bottom,deep7,0.83,
4,2010,Opakapaka,bottom,bottom,bottom,deep7,0.84,
4,2011,Opakapaka,bottom,bottom,bottom,deep7,0.85,
4,2012,Opakapaka,bottom,bottom,bottom,deep7,0.85,
4,2013,Opakapaka,bottom,bottom,bottom,deep7,0.86,
4,2014,Opakapaka,bottom,bottom,bottom,deep7,0.83,
4,2015,Opakapaka,bottom,bottom,bottom,deep7,0.83,
4,2016,Opakapaka,bottom,bottom,bottom,deep7,0.83,
1,2012,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
1,2013,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
1,2014,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
1,2015,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
1,2016,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
2,2012,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
2,2013,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
2,2014,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
2,2015,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
2,2016,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
3,2012,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
3,2013,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
3,2014,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
3,2015,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
3,2016,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
4,2012,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
4,2013,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
4,2014,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
4,2015,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
4,2016,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,0.43,
1,2012,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
1,2013,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
1,2014,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
1,2015,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
1,2016,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
2,2012,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
2,2013,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
2,2014,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
2,2015,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
2,2016,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
3,2012,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
3,2013,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
3,2014,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
3,2015,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
3,2016,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
4,2012,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
4,2013,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
4,2014,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
4,2015,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
4,2016,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,1.2,
1,2012,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
1,2013,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
1,2014,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
1,2015,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
1,2016,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
2,2012,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
2,2013,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
2,2014,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
2,2015,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
2,2016,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
3,2012,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
3,2013,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
3,2014,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
3,2015,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
3,2016,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
4,2012,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
4,2013,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
4,2014,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
4,2015,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
4,2016,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,0.43,
1,2012,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
1,2013,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
1,2014,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
1,2015,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
1,2016,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
2,2012,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
2,2013,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
2,2014,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
2,2015,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
2,2016,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
3,2012,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
3,2013,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
3,2014,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
3,2015,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
3,2016,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
4,2012,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
4,2013,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
4,2014,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
4,2015,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
4,2016,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,0.77,
1,2012,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
1,2013,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
1,2014,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
1,2015,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
1,2016,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
2,2012,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
2,2013,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
2,2014,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
2,2015,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
2,2016,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
3,2012,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
3,2013,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
3,2014,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
3,2015,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
3,2016,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
4,2012,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
4,2013,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
4,2014,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
4,2015,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
4,2016,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,1.37,
1,2012,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
1,2013,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
1,2014,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
1,2015,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
1,2016,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
2,2012,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
2,2013,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
2,2014,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
2,2015,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
2,2016,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
3,2012,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
3,2013,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
3,2014,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
3,2015,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
3,2016,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
4,2012,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
4,2013,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
4,2014,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
4,2015,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
4,2016,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,0.4,
1,2012,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
1,2013,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
1,2014,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
1,2015,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
1,2016,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
2,2012,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
2,2013,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
2,2014,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
2,2015,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
2,2016,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
3,2012,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
3,2013,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
3,2014,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
3,2015,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
3,2016,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
4,2012,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
4,2013,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
4,2014,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
4,2015,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
4,2016,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2.67,
1,2010,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.35,ISC
1,2011,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.31,ISC
1,2012,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,ISC
1,2013,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.39,ISC
1,2014,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,regression gap fill
1,2015,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,regression gap fill
1,2016,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,regression gap fill
2,2010,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.35,
2,2011,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.31,
2,2012,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,
2,2013,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.39,
2,2014,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,
2,2015,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,
2,2016,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,
3,2010,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.35,
3,2011,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.31,
3,2012,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,
3,2013,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.39,
3,2014,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,
3,2015,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,
3,2016,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,
4,2010,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.35,
4,2011,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.31,
4,2012,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,
4,2013,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.39,
4,2014,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,
4,2015,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,
4,2016,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,0.36,
1,2010,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.14,2014 stock assessment ISCT for West and Central North Pacific
1,2011,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.13,2014 stock assessment ISCT for West and Central North Pacific
1,2012,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.2,2014 stock assessment ISCT for West and Central North Pacific
1,2013,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.3,regression gap fill
1,2014,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.14,regression gap fill
1,2015,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,0.99,regression gap fill
1,2016,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.173,regression gap fill
2,2010,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.14,
2,2011,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.13,
2,2012,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.2,
2,2013,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.3,
2,2014,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.14,
2,2015,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,0.99,
2,2016,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.173,
3,2010,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.14,
3,2011,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.13,
3,2012,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.2,
3,2013,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.3,
3,2014,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.14,
3,2015,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,0.99,
3,2016,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.173,
4,2010,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.14,
4,2011,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.13,
4,2012,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.2,
4,2013,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.3,
4,2014,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.14,
4,2015,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,0.99,
4,2016,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,1.173,
1,2012,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
1,2013,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
1,2014,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
1,2015,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
1,2016,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
2,2012,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
2,2013,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
2,2014,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
2,2015,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
2,2016,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
3,2012,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
3,2013,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
3,2014,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
3,2015,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
3,2016,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
4,2012,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
4,2013,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
4,2014,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
4,2015,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
4,2016,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2.07,
1,2012,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,1.1,
1,2013,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,1.1,
1,2014,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,1.1,
1,2015,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,1.1,
1,2016,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,1.1,
2,2012,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,1.1,
2,2013,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,1.1,
2,2014,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,1.1,
2,2015,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,1.1,
2,2016,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,1.1,
3,2012,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,1.1,
