Labr_Aawa,Aawa," 25,894 ",0.81
Belo_Ahaaha,Ahaaha," 2,562 ",0.81
Kuhl_Aholehole,Aholehole," 14,351 ",0.81
Holo_Alaihe,Alaihe," 3,002 ",1.00
Holo_Alaihe mama,Alaihe mama, 389 ,1.00
Mugi_Amaama,Amaama," 17,175 ",0.81
Acan_Api,Api, 532 ,0.54
Chan_Awa,Awa," 4,590 ",0.81
Elop_Awaawa,Awaawa," 2,732 ",0.81
Pria_Aweoweo,Aweoweo," 41,588 ",0.81
Pria_Aweoweo (deepsea),Aweoweo (deepsea)," 1,537 ",0.81
Acan_Black kole,Black kole," 1,103 ",0.53
Labr_Ea (wrasse),Ea (wrasse)," 1,043 ",0.81
Emme_Golden kali,Golden kali," 2,033 ",0.81
Gemp_Hauliuli,Hauliuli, 116 ,0.81
Labr_Hinalea,Hinalea, 85 ,0.81
Scor_Hogo,Hogo," 11,572 ",0.81
Bali_Humuhumu,Humuhumu," 2,659 ",0.81
Hemi_Iheihe,Iheihe, 378 ,0.82
Sphy_Kaku,Kaku," 13,695 ",0.81
Acan_Kala,Kala," 239,064 ",0.29
Sphy_Kawelea,Kawelea," 18,403 ",0.81
Acan_Kole,Kole," 21,143 ",0.53
Mull_Kumu,Kumu," 25,769 ",0.50
Poma_Kupipi,Kupipi, 657 ,0.81
Labr_Kupoupou,Kupoupou, 37 ,0.81
Labr_Laenihi,Laenihi," 24,306 ",0.81
Acan_Maiko,Maiko," 6,591 ",0.53
Mull_Malu,Malu, 673 ,0.87
Acan_Manini,Manini," 61,199 ",0.53
Poma_Maomao,Maomao," 7,215 ",0.81
Holo_Menpachi,Menpachi," 381,403 ",1.00
Mull_Moana,Moana," 29,994 ",0.87
Mull_Moana kale,Moana kale," 14,826 ",0.80
Poly_Moi,Moi," 1,239 ",0.81
Leth_Mu,Mu," 19,864 ",1.00
Mull_Munu,Munu," 2,870 ",1.00
Acan_Naenae,Naenae," 21,934 ",0.53
Kyph_Nenue,Nenue," 97,275 ",0.81
Scor_Nohu,Nohu," 8,368 ",0.81
Aulo_Nunu,Nunu, 872 ,0.81
Albu_Oio,Oio," 33,402 ",0.81
Mona_Olililepa,Olililepa," 3,893 ",0.81
Diod_Oopuhue,Oopuhue," 3,478 ",0.82
Acan_Opelu kala,Opelu kala," 26,052 ",0.43
Both_Pakii,Pakii, 46 ,0.81
Acan_Pakuikui (tang),Pakuikui (tang)," 2,282 ",0.53
Acan_Palani,Palani," 117,499 ",1.00
Scar_Panuhunuhu,Panuhunuhu, 638 ,0.43
Scar_Panunu,Panunu," 1,071 ",0.77
Cirr_Poopaa,Poopaa," 3,232 ",0.81
Labr_Poou,Poou, 190 ,0.82
Acan_Pualu,Pualu," 33,252 ",0.40
Mura_Puhi black,Puhi black," 2,229 ",0.81
Mura_Puhi eel-misc.,Puhi eel-misc.," 1,645 ",0.81
Cong_Puhi white,Puhi white, 872 ,0.81
Lutj_Randall's snapper,Randall's snapper, 646 ,0.90
Serr_Roi,Roi," 11,528 ",0.84
Mugi_Summer mullet,Summer mullet," 1,574 ",0.82
Cich_Tilapia,Tilapia," 5,917 ",0.82
Lutj_Toau,Toau," 20,811 ",1.00
Scar_Uhu parrot-misc.,Uhu parrot-misc.," 1,077,847 ",0.97
Acan_Umaumalei,Umaumalei," 21,173 ",0.83
Mugi_Uouoa,Uouoa," 3,229 ",0.81
Lutj_Wahanui,Wahanui, 329 ,0.89
Mull_Weke,Weke," 2,185 ",0.87
Mull_Weke a'a,Weke a'a," 20,509 ",1.00
Mull_Weke nono,Weke nono," 38,174 ",1.00
Mull_Weke pueo,Weke pueo," 2,083 ",0.87
Mull_Weke ula,Weke ula," 142,784 ",1.00
key_sp,, mean_catch ,mean_score
