key_sp,mean_catch,mean_score
Alop_Thresher,20118.2,0.80402
Bram_Monchong,1168013.8,0.80402
Carc_Blue,17780,0.925
Carc_Oceanic,461.8,0.925
Cory_Mahimahi,1661440.8,0.80402
Isti_Blue marlin,1489631.2,1
Isti_misc,2234.2,0.6829999999999999
Isti_Sailfish,46248.2,0.6829999999999999
Isti_Striped marlin,1005381.8,0.366
Lamn_Mako,119500.6,0.80402
Scom_Bigeye tuna,16523198.8,0.81616
Scom_Bluefin,1077,0.386
Scom_Kawakawa,18179,0.80054
Scom_Ono,1075297,0.80054
Scom_Tombo,925796.4,1
Scom_Yellowfin tuna,4070706.8,1
Xiph_Swordfish,2084987.4,1
