year,rgn_id,stock_key,licenses,catch,island,mus,family,species
2013,3,Aweoweo (deepsea)_CHCR,4,55,Oahu,CHCR,Priacanthidae,Aweoweo (deepsea)
2014,3,Aweoweo (deepsea)_CHCR,3,117,Oahu,CHCR,Priacanthidae,Aweoweo (deepsea)
2015,3,Aweoweo (deepsea)_CHCR,6,131,Oahu,CHCR,Priacanthidae,Aweoweo (deepsea)
2016,3,Aweoweo (deepsea)_CHCR,7,78,Oahu,CHCR,Priacanthidae,Aweoweo (deepsea)
2013,3,Barred jack_CHCR,4,32,Oahu,CHCR,Carangidae,Barred jack
2016,3,Barred jack_CHCR,3,67,Oahu,CHCR,Carangidae,Barred jack
2012,3,Dobe ulua_CHCR,8,6709,Oahu,CHCR,Carangidae,Dobe ulua
2013,3,Dobe ulua_CHCR,10,1130,Oahu,CHCR,Carangidae,Dobe ulua
2014,3,Dobe ulua_CHCR,11,3519,Oahu,CHCR,Carangidae,Dobe ulua
2015,3,Dobe ulua_CHCR,7,814,Oahu,CHCR,Carangidae,Dobe ulua
2016,3,Dobe ulua_CHCR,3,312,Oahu,CHCR,Carangidae,Dobe ulua
2012,3,Ea (wrasse)_CHCR,8,142,Oahu,CHCR,Labridae,Ea (wrasse)
2013,3,Ea (wrasse)_CHCR,4,18,Oahu,CHCR,Labridae,Ea (wrasse)
2015,3,Ea (wrasse)_CHCR,5,42,Oahu,CHCR,Labridae,Ea (wrasse)
2016,3,Ea (wrasse)_CHCR,3,3,Oahu,CHCR,Labridae,Ea (wrasse)
2012,3,Golden kali_CHCR,5,16,Oahu,CHCR,Emmelichthyidae,Golden kali
2013,3,Golden kali_CHCR,9,39,Oahu,CHCR,Emmelichthyidae,Golden kali
2014,3,Golden kali_CHCR,6,27,Oahu,CHCR,Emmelichthyidae,Golden kali
2015,3,Golden kali_CHCR,9,48,Oahu,CHCR,Emmelichthyidae,Golden kali
2016,3,Golden kali_CHCR,4,18,Oahu,CHCR,Emmelichthyidae,Golden kali
2012,3,Hinalea_CHCR,9,36,Oahu,CHCR,Labridae,Hinalea
2013,3,Hinalea_CHCR,13,46,Oahu,CHCR,Labridae,Hinalea
2014,3,Hinalea_CHCR,6,25,Oahu,CHCR,Labridae,Hinalea
2015,3,Hinalea_CHCR,4,21,Oahu,CHCR,Labridae,Hinalea
2016,3,Hinalea_CHCR,3,1,Oahu,CHCR,Labridae,Hinalea
2012,3,Hogo_CHCR,30,510,Oahu,CHCR,Scorpaenidae,Hogo
2013,3,Hogo_CHCR,21,214,Oahu,CHCR,Scorpaenidae,Hogo
2014,3,Hogo_CHCR,22,193,Oahu,CHCR,Scorpaenidae,Hogo
2015,3,Hogo_CHCR,20,347,Oahu,CHCR,Scorpaenidae,Hogo
2016,3,Hogo_CHCR,17,361,Oahu,CHCR,Scorpaenidae,Hogo
2012,3,Iheihe_CHCR,3,87,Oahu,CHCR,Hemiramphidae,Iheihe
2014,3,Iheihe_CHCR,3,142,Oahu,CHCR,Hemiramphidae,Iheihe
2012,3,Kamanu_CHCR,7,201,Oahu,CHCR,Carangidae,Kamanu
2013,3,Kamanu_CHCR,9,110,Oahu,CHCR,Carangidae,Kamanu
2014,3,Kamanu_CHCR,14,159,Oahu,CHCR,Carangidae,Kamanu
2015,3,Kamanu_CHCR,11,125,Oahu,CHCR,Carangidae,Kamanu
2016,3,Kamanu_CHCR,19,167,Oahu,CHCR,Carangidae,Kamanu
2013,3,Kupipi_CHCR,3,5,Oahu,CHCR,Pomacentridae,Kupipi
2012,3,Lae_CHCR,20,429,Oahu,CHCR,Carangidae,Lae
2013,3,Lae_CHCR,23,358,Oahu,CHCR,Carangidae,Lae
2014,3,Lae_CHCR,28,235,Oahu,CHCR,Carangidae,Lae
2015,3,Lae_CHCR,16,118,Oahu,CHCR,Carangidae,Lae
2016,3,Lae_CHCR,5,80,Oahu,CHCR,Carangidae,Lae
2012,3,Maomao_CHCR,22,1110,Oahu,CHCR,Pomacentridae,Maomao
2013,3,Maomao_CHCR,20,1465,Oahu,CHCR,Pomacentridae,Maomao
2014,3,Maomao_CHCR,18,645,Oahu,CHCR,Pomacentridae,Maomao
2015,3,Maomao_CHCR,16,367,Oahu,CHCR,Pomacentridae,Maomao
2016,3,Maomao_CHCR,14,259,Oahu,CHCR,Pomacentridae,Maomao
2012,3,Mu_CHCR,20,3539,Oahu,CHCR,Lethrinidae,Mu
2013,3,Mu_CHCR,30,3699,Oahu,CHCR,Lethrinidae,Mu
2014,3,Mu_CHCR,28,3101,Oahu,CHCR,Lethrinidae,Mu
2015,3,Mu_CHCR,27,1497,Oahu,CHCR,Lethrinidae,Mu
2016,3,Mu_CHCR,22,1356,Oahu,CHCR,Lethrinidae,Mu
2012,3,Nohu_CHCR,12,378,Oahu,CHCR,Scorpaenidae,Nohu
2013,3,Nohu_CHCR,16,423,Oahu,CHCR,Scorpaenidae,Nohu
2014,3,Nohu_CHCR,13,185,Oahu,CHCR,Scorpaenidae,Nohu
2015,3,Nohu_CHCR,6,71,Oahu,CHCR,Scorpaenidae,Nohu
2016,3,Nohu_CHCR,3,126,Oahu,CHCR,Scorpaenidae,Nohu
2012,3,Nunu_CHCR,15,130,Oahu,CHCR,Aulostamidae,Nunu
2013,3,Nunu_CHCR,13,138,Oahu,CHCR,Aulostamidae,Nunu
2014,3,Nunu_CHCR,14,211,Oahu,CHCR,Aulostamidae,Nunu
2015,3,Nunu_CHCR,9,121,Oahu,CHCR,Aulostamidae,Nunu
2016,3,Nunu_CHCR,8,60,Oahu,CHCR,Aulostamidae,Nunu
2012,3,Oio_CHCR,32,10160,Oahu,CHCR,Albulidae,Oio
2013,3,Oio_CHCR,28,9901,Oahu,CHCR,Albulidae,Oio
2014,3,Oio_CHCR,25,5480,Oahu,CHCR,Albulidae,Oio
2015,3,Oio_CHCR,25,6729,Oahu,CHCR,Albulidae,Oio
2016,3,Oio_CHCR,16,4322,Oahu,CHCR,Albulidae,Oio
2012,3,Olililepa_CHCR,9,2601,Oahu,CHCR,Monacanthidae,Olililepa
2013,3,Olililepa_CHCR,13,755,Oahu,CHCR,Monacanthidae,Olililepa
2014,3,Olililepa_CHCR,9,1340,Oahu,CHCR,Monacanthidae,Olililepa
2015,3,Olililepa_CHCR,6,594,Oahu,CHCR,Monacanthidae,Olililepa
2016,3,Olililepa_CHCR,3,217,Oahu,CHCR,Monacanthidae,Olililepa
2012,3,Omaka_CHCR,5,28,Oahu,CHCR,Carangidae,Omaka
2012,3,Omilu_CHCR,57,2113,Oahu,CHCR,Carangidae,Omilu
2013,3,Omilu_CHCR,41,1611,Oahu,CHCR,Carangidae,Omilu
2014,3,Omilu_CHCR,50,3573,Oahu,CHCR,Carangidae,Omilu
2015,3,Omilu_CHCR,44,1601,Oahu,CHCR,Carangidae,Omilu
2016,3,Omilu_CHCR,36,1172,Oahu,CHCR,Carangidae,Omilu
2012,3,Oopuhue_CHCR,5,1054,Oahu,CHCR,Diodontidae,Oopuhue
2012,3,Pakii_CHCR,4,10,Oahu,CHCR,Bothidae,Pakii
2013,3,Pakii_CHCR,3,14,Oahu,CHCR,Bothidae,Pakii
2014,3,Pakii_CHCR,3,18,Oahu,CHCR,Bothidae,Pakii
2012,3,Paopao ulua_CHCR,5,864,Oahu,CHCR,Carangidae,Paopao ulua
2013,3,Paopao ulua_CHCR,6,941,Oahu,CHCR,Carangidae,Paopao ulua
2014,3,Paopao ulua_CHCR,5,187,Oahu,CHCR,Carangidae,Paopao ulua
2016,3,Paopao ulua_CHCR,4,108,Oahu,CHCR,Carangidae,Paopao ulua
2012,3,Papa ulua_CHCR,26,441,Oahu,CHCR,Carangidae,Papa ulua
2013,3,Papa ulua_CHCR,24,452,Oahu,CHCR,Carangidae,Papa ulua
2014,3,Papa ulua_CHCR,37,976,Oahu,CHCR,Carangidae,Papa ulua
2015,3,Papa ulua_CHCR,26,493,Oahu,CHCR,Carangidae,Papa ulua
2016,3,Papa ulua_CHCR,22,427,Oahu,CHCR,Carangidae,Papa ulua
2012,3,Poopaa_CHCR,26,430,Oahu,CHCR,Cirrhitidae,Poopaa
2013,3,Poopaa_CHCR,33,1377,Oahu,CHCR,Cirrhitidae,Poopaa
2014,3,Poopaa_CHCR,15,614,Oahu,CHCR,Cirrhitidae,Poopaa
2015,3,Poopaa_CHCR,13,68,Oahu,CHCR,Cirrhitidae,Poopaa
2016,3,Poopaa_CHCR,11,578,Oahu,CHCR,Cirrhitidae,Poopaa
2012,3,Puhi white_CHCR,5,242,Oahu,CHCR,Congridae,Puhi white
2013,3,Puhi white_CHCR,3,293,Oahu,CHCR,Congridae,Puhi white
2014,3,Puhi white_CHCR,3,367,Oahu,CHCR,Congridae,Puhi white
2015,3,Puhi white_CHCR,4,155,Oahu,CHCR,Congridae,Puhi white
2012,3,Roi_CHCR,24,2930,Oahu,CHCR,Serranidae,Roi
2013,3,Roi_CHCR,23,2015,Oahu,CHCR,Serranidae,Roi
2014,3,Roi_CHCR,16,782,Oahu,CHCR,Serranidae,Roi
2015,3,Roi_CHCR,20,572,Oahu,CHCR,Serranidae,Roi
2016,3,Roi_CHCR,13,436,Oahu,CHCR,Serranidae,Roi
2012,3,Sasa ulua_CHCR,11,387,Oahu,CHCR,Carangidae,Sasa ulua
2013,3,Sasa ulua_CHCR,8,191,Oahu,CHCR,Carangidae,Sasa ulua
2014,3,Sasa ulua_CHCR,4,70,Oahu,CHCR,Carangidae,Sasa ulua
2015,3,Sasa ulua_CHCR,6,40,Oahu,CHCR,Carangidae,Sasa ulua
2016,3,Sasa ulua_CHCR,4,34,Oahu,CHCR,Carangidae,Sasa ulua
2012,3,Tilapia_CHCR,3,1793,Oahu,CHCR,Cichlidae,Tilapia
2012,3,Toau_CHCR,49,3315,Oahu,CHCR,Lutjanidae,Toau
2013,3,Toau_CHCR,67,3392,Oahu,CHCR,Lutjanidae,Toau
2014,3,Toau_CHCR,60,4588,Oahu,CHCR,Lutjanidae,Toau
2015,3,Toau_CHCR,51,1601,Oahu,CHCR,Lutjanidae,Toau
2016,3,Toau_CHCR,44,1670,Oahu,CHCR,Lutjanidae,Toau
2014,3,Ulua-misc._CHCR,24,682,Oahu,CHCR,Carangidae,Ulua-misc.
2015,3,Ulua-misc._CHCR,24,699,Oahu,CHCR,Carangidae,Ulua-misc.
2016,3,Ulua-misc._CHCR,4,21,Oahu,CHCR,Carangidae,Ulua-misc.
2014,3,Wahanui_CHCR,4,10,Oahu,CHCR,Lutjanidae,Wahanui
2016,3,Wahanui_CHCR,3,4,Oahu,CHCR,Lutjanidae,Wahanui
2012,3,Aku_PMUS,349,182213,Oahu,PMUS,Scombridae,Aku
2013,3,Aku_PMUS,351,406388,Oahu,PMUS,Scombridae,Aku
2014,3,Aku_PMUS,293,117906,Oahu,PMUS,Scombridae,Aku
2015,3,Aku_PMUS,322,146397,Oahu,PMUS,Scombridae,Aku
2016,3,Aku_PMUS,274,155173,Oahu,PMUS,Scombridae,Aku
2012,3,Bigeye tuna_PMUS,109,38200,Oahu,PMUS,Scombridae,Bigeye tuna
2013,3,Bigeye tuna_PMUS,51,34939,Oahu,PMUS,Scombridae,Bigeye tuna
2014,3,Bigeye tuna_PMUS,54,51573,Oahu,PMUS,Scombridae,Bigeye tuna
2015,3,Bigeye tuna_PMUS,36,18667,Oahu,PMUS,Scombridae,Bigeye tuna
2016,3,Bigeye tuna_PMUS,25,3823,Oahu,PMUS,Scombridae,Bigeye tuna
2012,3,Black marlin_PMUS,6,1999,Oahu,PMUS,Istiophoridae,Black marlin
2013,3,Black marlin_PMUS,8,2218,Oahu,PMUS,Istiophoridae,Black marlin
2014,3,Black marlin_PMUS,7,2026,Oahu,PMUS,Istiophoridae,Black marlin
2015,3,Black marlin_PMUS,10,2772,Oahu,PMUS,Istiophoridae,Black marlin
2016,3,Black marlin_PMUS,6,2888,Oahu,PMUS,Istiophoridae,Black marlin
2012,3,Blue marlin_PMUS,142,78412,Oahu,PMUS,Istiophoridae,Blue marlin
2013,3,Blue marlin_PMUS,180,103683,Oahu,PMUS,Istiophoridae,Blue marlin
2014,3,Blue marlin_PMUS,181,110833,Oahu,PMUS,Istiophoridae,Blue marlin
2015,3,Blue marlin_PMUS,222,161250,Oahu,PMUS,Istiophoridae,Blue marlin
2016,3,Blue marlin_PMUS,174,135713,Oahu,PMUS,Istiophoridae,Blue marlin
2012,3,Kawakawa_PMUS,88,2678,Oahu,PMUS,Scombridae,Kawakawa
2013,3,Kawakawa_PMUS,91,3935,Oahu,PMUS,Scombridae,Kawakawa
2014,3,Kawakawa_PMUS,119,13133,Oahu,PMUS,Scombridae,Kawakawa
2015,3,Kawakawa_PMUS,127,14764,Oahu,PMUS,Scombridae,Kawakawa
2016,3,Kawakawa_PMUS,70,2620,Oahu,PMUS,Scombridae,Kawakawa
2014,3,Keokeo_PMUS,5,28,Oahu,PMUS,Scombridae,Keokeo
2015,3,Keokeo_PMUS,3,9,Oahu,PMUS,Scombridae,Keokeo
2016,3,Keokeo_PMUS,4,40,Oahu,PMUS,Scombridae,Keokeo
2012,3,Mahimahi_PMUS,479,331620,Oahu,PMUS,Coryphaenidae,Mahimahi
2013,3,Mahimahi_PMUS,402,187942,Oahu,PMUS,Coryphaenidae,Mahimahi
2014,3,Mahimahi_PMUS,365,238172,Oahu,PMUS,Coryphaenidae,Mahimahi
2015,3,Mahimahi_PMUS,351,152765,Oahu,PMUS,Coryphaenidae,Mahimahi
2016,3,Mahimahi_PMUS,308,134586,Oahu,PMUS,Coryphaenidae,Mahimahi
2013,3,Mako_PMUS,3,48,Oahu,PMUS,Lamnidae,Mako
2012,3,Monchong_PMUS,3,207,Oahu,PMUS,Bramidae,Monchong
2013,3,Monchong_PMUS,10,777,Oahu,PMUS,Bramidae,Monchong
2014,3,Monchong_PMUS,6,1828,Oahu,PMUS,Bramidae,Monchong
2015,3,Monchong_PMUS,5,406,Oahu,PMUS,Bramidae,Monchong
2016,3,Monchong_PMUS,4,210,Oahu,PMUS,Bramidae,Monchong
2012,3,Ono_PMUS,344,40215,Oahu,PMUS,Scombridae,Ono
2013,3,Ono_PMUS,313,35448,Oahu,PMUS,Scombridae,Ono
2014,3,Ono_PMUS,325,48105,Oahu,PMUS,Scombridae,Ono
2015,3,Ono_PMUS,303,45066,Oahu,PMUS,Scombridae,Ono
2016,3,Ono_PMUS,238,22764,Oahu,PMUS,Scombridae,Ono
2012,3,S.N. spearfish_PMUS,104,7043,Oahu,PMUS,Istiophoridae,S.N. spearfish
2013,3,S.N. spearfish_PMUS,83,4995,Oahu,PMUS,Istiophoridae,S.N. spearfish
2014,3,S.N. spearfish_PMUS,78,5418,Oahu,PMUS,Istiophoridae,S.N. spearfish
2015,3,S.N. spearfish_PMUS,78,7140,Oahu,PMUS,Istiophoridae,S.N. spearfish
2016,3,S.N. spearfish_PMUS,100,7054,Oahu,PMUS,Istiophoridae,S.N. spearfish
2012,3,Sailfish_PMUS,13,839,Oahu,PMUS,Istiophoridae,Sailfish
2013,3,Sailfish_PMUS,14,1054,Oahu,PMUS,Istiophoridae,Sailfish
2014,3,Sailfish_PMUS,7,398,Oahu,PMUS,Istiophoridae,Sailfish
2015,3,Sailfish_PMUS,16,1488,Oahu,PMUS,Istiophoridae,Sailfish
2016,3,Sailfish_PMUS,11,2180,Oahu,PMUS,Istiophoridae,Sailfish
2012,3,Striped marlin_PMUS,70,10972,Oahu,PMUS,Istiophoridae,Striped marlin
2013,3,Striped marlin_PMUS,55,8492,Oahu,PMUS,Istiophoridae,Striped marlin
2014,3,Striped marlin_PMUS,85,13882,Oahu,PMUS,Istiophoridae,Striped marlin
2015,3,Striped marlin_PMUS,72,10256,Oahu,PMUS,Istiophoridae,Striped marlin
2016,3,Striped marlin_PMUS,68,13452,Oahu,PMUS,Istiophoridae,Striped marlin
2012,3,Tombo_PMUS,3,255,Oahu,PMUS,Scombridae,Tombo
2013,3,Tombo_PMUS,4,27,Oahu,PMUS,Scombridae,Tombo
2014,3,Tombo_PMUS,3,587,Oahu,PMUS,Scombridae,Tombo
2012,3,Tuna-misc._PMUS,11,338,Oahu,PMUS,Scombridae,Tuna-misc.
2013,3,Tuna-misc._PMUS,7,98,Oahu,PMUS,Scombridae,Tuna-misc.
2014,3,Tuna-misc._PMUS,14,786,Oahu,PMUS,Scombridae,Tuna-misc.
2015,3,Tuna-misc._PMUS,18,625,Oahu,PMUS,Scombridae,Tuna-misc.
2016,3,Tuna-misc._PMUS,13,359,Oahu,PMUS,Scombridae,Tuna-misc.
2012,3,Yellowfin tuna_PMUS,405,402342,Oahu,PMUS,Scombridae,Yellowfin tuna
2013,3,Yellowfin tuna_PMUS,371,275461,Oahu,PMUS,Scombridae,Yellowfin tuna
2014,3,Yellowfin tuna_PMUS,345,246370,Oahu,PMUS,Scombridae,Yellowfin tuna
2015,3,Yellowfin tuna_PMUS,329,256765,Oahu,PMUS,Scombridae,Yellowfin tuna
2016,3,Yellowfin tuna_PMUS,289,245569,Oahu,PMUS,Scombridae,Yellowfin tuna
2012,4,Butaguchi ulua_BMUS,8,485,Kauai County,BMUS,Carangidae,Butaguchi ulua
2013,4,Butaguchi ulua_BMUS,3,388,Kauai County,BMUS,Carangidae,Butaguchi ulua
2015,4,Butaguchi ulua_BMUS,4,144,Kauai County,BMUS,Carangidae,Butaguchi ulua
2012,4,Ehu_BMUS,51,4873,Kauai County,BMUS,Lutjanidae,Ehu
2013,4,Ehu_BMUS,40,3195,Kauai County,BMUS,Lutjanidae,Ehu
2014,4,Ehu_BMUS,39,3567,Kauai County,BMUS,Lutjanidae,Ehu
2015,4,Ehu_BMUS,34,3476,Kauai County,BMUS,Lutjanidae,Ehu
2016,4,Ehu_BMUS,33,4182,Kauai County,BMUS,Lutjanidae,Ehu
2012,4,Gindai_BMUS,47,1330,Kauai County,BMUS,Lutjanidae,Gindai
2013,4,Gindai_BMUS,30,882,Kauai County,BMUS,Lutjanidae,Gindai
2014,4,Gindai_BMUS,30,926,Kauai County,BMUS,Lutjanidae,Gindai
2015,4,Gindai_BMUS,24,502,Kauai County,BMUS,Lutjanidae,Gindai
2016,4,Gindai_BMUS,22,761,Kauai County,BMUS,Lutjanidae,Gindai
2012,4,Gunkan ulua_BMUS,5,140,Kauai County,BMUS,Carangidae,Gunkan ulua
2013,4,Gunkan ulua_BMUS,6,486,Kauai County,BMUS,Carangidae,Gunkan ulua
2014,4,Gunkan ulua_BMUS,5,216,Kauai County,BMUS,Carangidae,Gunkan ulua
2015,4,Gunkan ulua_BMUS,5,143,Kauai County,BMUS,Carangidae,Gunkan ulua
2016,4,Gunkan ulua_BMUS,3,130,Kauai County,BMUS,Carangidae,Gunkan ulua
2012,4,Hapuupuu_BMUS,30,1822,Kauai County,BMUS,Serranidae,Hapuupuu
2013,4,Hapuupuu_BMUS,23,2265,Kauai County,BMUS,Serranidae,Hapuupuu
2014,4,Hapuupuu_BMUS,21,3178,Kauai County,BMUS,Serranidae,Hapuupuu
2015,4,Hapuupuu_BMUS,24,1654,Kauai County,BMUS,Serranidae,Hapuupuu
2016,4,Hapuupuu_BMUS,17,2602,Kauai County,BMUS,Serranidae,Hapuupuu
2012,4,Kahala_BMUS,41,8687,Kauai County,BMUS,Carangidae,Kahala
2013,4,Kahala_BMUS,29,6019,Kauai County,BMUS,Carangidae,Kahala
2014,4,Kahala_BMUS,34,4844,Kauai County,BMUS,Carangidae,Kahala
2015,4,Kahala_BMUS,35,7125,Kauai County,BMUS,Carangidae,Kahala
2016,4,Kahala_BMUS,23,4623,Kauai County,BMUS,Carangidae,Kahala
2012,4,Kalekale_BMUS,35,2311,Kauai County,BMUS,Lutjanidae,Kalekale
2013,4,Kalekale_BMUS,27,1122,Kauai County,BMUS,Lutjanidae,Kalekale
2014,4,Kalekale_BMUS,30,1881,Kauai County,BMUS,Lutjanidae,Kalekale
2015,4,Kalekale_BMUS,22,1336,Kauai County,BMUS,Lutjanidae,Kalekale
2016,4,Kalekale_BMUS,22,1527,Kauai County,BMUS,Lutjanidae,Kalekale
2012,4,Lehi_BMUS,6,469,Kauai County,BMUS,Lutjanidae,Lehi
2013,4,Lehi_BMUS,4,133,Kauai County,BMUS,Lutjanidae,Lehi
2014,4,Lehi_BMUS,6,198,Kauai County,BMUS,Lutjanidae,Lehi
2015,4,Lehi_BMUS,4,119,Kauai County,BMUS,Lutjanidae,Lehi
2016,4,Lehi_BMUS,4,201,Kauai County,BMUS,Lutjanidae,Lehi
2012,4,Onaga_BMUS,31,4473,Kauai County,BMUS,Lutjanidae,Onaga
2013,4,Onaga_BMUS,27,4336,Kauai County,BMUS,Lutjanidae,Onaga
2014,4,Onaga_BMUS,28,6738,Kauai County,BMUS,Lutjanidae,Onaga
2015,4,Onaga_BMUS,23,3762,Kauai County,BMUS,Lutjanidae,Onaga
2016,4,Onaga_BMUS,16,3571,Kauai County,BMUS,Lutjanidae,Onaga
2012,4,Opakapaka_BMUS,34,2535,Kauai County,BMUS,Lutjanidae,Opakapaka
2013,4,Opakapaka_BMUS,27,1729,Kauai County,BMUS,Lutjanidae,Opakapaka
2014,4,Opakapaka_BMUS,28,3756,Kauai County,BMUS,Lutjanidae,Opakapaka
2015,4,Opakapaka_BMUS,22,6862,Kauai County,BMUS,Lutjanidae,Opakapaka
2016,4,Opakapaka_BMUS,19,5576,Kauai County,BMUS,Lutjanidae,Opakapaka
2012,4,Taape_BMUS,44,2627,Kauai County,BMUS,Lutjanidae,Taape
2013,4,Taape_BMUS,38,3272,Kauai County,BMUS,Lutjanidae,Taape
2014,4,Taape_BMUS,30,3166,Kauai County,BMUS,Lutjanidae,Taape
2015,4,Taape_BMUS,30,1560,Kauai County,BMUS,Lutjanidae,Taape
2016,4,Taape_BMUS,32,2919,Kauai County,BMUS,Lutjanidae,Taape
2012,4,Uku_BMUS,68,30512,Kauai County,BMUS,Lutjanidae,Uku
2013,4,Uku_BMUS,68,28709,Kauai County,BMUS,Lutjanidae,Uku
2014,4,Uku_BMUS,57,28979,Kauai County,BMUS,Lutjanidae,Uku
2015,4,Uku_BMUS,57,21202,Kauai County,BMUS,Lutjanidae,Uku
2016,4,Uku_BMUS,52,16516,Kauai County,BMUS,Lutjanidae,Uku
2012,4,White ulua_BMUS,26,4230,Kauai County,BMUS,Carangidae,White ulua
2013,4,White ulua_BMUS,26,2778,Kauai County,BMUS,Carangidae,White ulua
2014,4,White ulua_BMUS,26,3053,Kauai County,BMUS,Carangidae,White ulua
2015,4,White ulua_BMUS,18,2739,Kauai County,BMUS,Carangidae,White ulua
2016,4,White ulua_BMUS,16,1685,Kauai County,BMUS,Carangidae,White ulua
2012,4,Aawa_CHCR,13,435,Kauai County,CHCR,Labridae,Aawa
2013,4,Aawa_CHCR,12,140,Kauai County,CHCR,Labridae,Aawa
2014,4,Aawa_CHCR,9,409,Kauai County,CHCR,Labridae,Aawa
2015,4,Aawa_CHCR,5,247,Kauai County,CHCR,Labridae,Aawa
2016,4,Aawa_CHCR,10,44,Kauai County,CHCR,Labridae,Aawa
2012,4,Aholehole_CHCR,5,217,Kauai County,CHCR,Kuhliidae,Aholehole
2013,4,Aholehole_CHCR,3,271,Kauai County,CHCR,Kuhliidae,Aholehole
2014,4,Aholehole_CHCR,3,229,Kauai County,CHCR,Kuhliidae,Aholehole
2015,4,Aholehole_CHCR,4,273,Kauai County,CHCR,Kuhliidae,Aholehole
2012,4,Akule_CHCR,33,40054,Kauai County,CHCR,Carangidae,Akule
2013,4,Akule_CHCR,34,37280,Kauai County,CHCR,Carangidae,Akule
2014,4,Akule_CHCR,39,38603,Kauai County,CHCR,Carangidae,Akule
2015,4,Akule_CHCR,43,52506,Kauai County,CHCR,Carangidae,Akule
2016,4,Akule_CHCR,46,36583,Kauai County,CHCR,Carangidae,Akule
2012,4,Amaama_CHCR,3,1380,Kauai County,CHCR,Mugilidae,Amaama
2012,4,Aweoweo_CHCR,15,244,Kauai County,CHCR,Priacanthidae,Aweoweo
2013,4,Aweoweo_CHCR,13,438,Kauai County,CHCR,Priacanthidae,Aweoweo
2014,4,Aweoweo_CHCR,18,999,Kauai County,CHCR,Priacanthidae,Aweoweo
2015,4,Aweoweo_CHCR,19,540,Kauai County,CHCR,Priacanthidae,Aweoweo
2016,4,Aweoweo_CHCR,17,546,Kauai County,CHCR,Priacanthidae,Aweoweo
2012,4,Hahalalu_CHCR,5,278,Kauai County,CHCR,Carangidae,Hahalalu
2013,4,Hahalalu_CHCR,4,104,Kauai County,CHCR,Carangidae,Hahalalu
2014,4,Hahalalu_CHCR,5,192,Kauai County,CHCR,Carangidae,Hahalalu
2015,4,Hahalalu_CHCR,5,144,Kauai County,CHCR,Carangidae,Hahalalu
2015,4,Humuhumu_CHCR,3,19,Kauai County,CHCR,Balistidae,Humuhumu
2012,4,Kagami ulua_CHCR,6,174,Kauai County,CHCR,Carangidae,Kagami ulua
2016,4,Kagami ulua_CHCR,6,205,Kauai County,CHCR,Carangidae,Kagami ulua
2012,4,Kaku_CHCR,16,747,Kauai County,CHCR,Sphyraenidae,Kaku
2013,4,Kaku_CHCR,16,496,Kauai County,CHCR,Sphyraenidae,Kaku
2014,4,Kaku_CHCR,19,433,Kauai County,CHCR,Sphyraenidae,Kaku
2015,4,Kaku_CHCR,14,465,Kauai County,CHCR,Sphyraenidae,Kaku
2016,4,Kaku_CHCR,7,111,Kauai County,CHCR,Sphyraenidae,Kaku
2015,4,Kala_CHCR,3,217,Kauai County,CHCR,Acanthuridae,Kala
2012,4,Kawelea_CHCR,11,143,Kauai County,CHCR,Sphyraenidae,Kawelea
2013,4,Kawelea_CHCR,3,12,Kauai County,CHCR,Sphyraenidae,Kawelea
2014,4,Kawelea_CHCR,7,93,Kauai County,CHCR,Sphyraenidae,Kawelea
2015,4,Kawelea_CHCR,6,77,Kauai County,CHCR,Sphyraenidae,Kawelea
2016,4,Kawelea_CHCR,3,20,Kauai County,CHCR,Sphyraenidae,Kawelea
2012,4,Kumu_CHCR,9,618,Kauai County,CHCR,Mullidae,Kumu
2013,4,Kumu_CHCR,6,311,Kauai County,CHCR,Mullidae,Kumu
2014,4,Kumu_CHCR,3,451,Kauai County,CHCR,Mullidae,Kumu
2015,4,Kumu_CHCR,5,151,Kauai County,CHCR,Mullidae,Kumu
2016,4,Kumu_CHCR,6,218,Kauai County,CHCR,Mullidae,Kumu
2012,4,Laenihi_CHCR,5,35,Kauai County,CHCR,Labridae,Laenihi
2013,4,Laenihi_CHCR,4,10,Kauai County,CHCR,Labridae,Laenihi
2012,4,Malu_CHCR,3,22,Kauai County,CHCR,Mullidae,Malu
2015,4,Manini_CHCR,4,29,Kauai County,CHCR,Acanthuridae,Manini
2012,4,Menpachi_CHCR,38,9984,Kauai County,CHCR,Holocentridae,Menpachi
2013,4,Menpachi_CHCR,38,13895,Kauai County,CHCR,Holocentridae,Menpachi
2014,4,Menpachi_CHCR,27,19804,Kauai County,CHCR,Holocentridae,Menpachi
2015,4,Menpachi_CHCR,32,11872,Kauai County,CHCR,Holocentridae,Menpachi
2016,4,Menpachi_CHCR,30,14140,Kauai County,CHCR,Holocentridae,Menpachi
2012,4,Moana_CHCR,16,288,Kauai County,CHCR,Mullidae,Moana
2013,4,Moana_CHCR,11,155,Kauai County,CHCR,Mullidae,Moana
2014,4,Moana_CHCR,14,160,Kauai County,CHCR,Mullidae,Moana
2015,4,Moana_CHCR,8,109,Kauai County,CHCR,Mullidae,Moana
2016,4,Moana_CHCR,10,112,Kauai County,CHCR,Mullidae,Moana
2012,4,Moana kale_CHCR,14,212,Kauai County,CHCR,Mullidae,Moana kale
2013,4,Moana kale_CHCR,10,153,Kauai County,CHCR,Mullidae,Moana kale
2014,4,Moana kale_CHCR,7,286,Kauai County,CHCR,Mullidae,Moana kale
