rgn_id,species,category,type,Family,stock,year,value,ref
1,Kalekale,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Kalekale,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Kalekale,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Kalekale,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Kalekale,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Kalekale,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Kalekale,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Kalekale,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Kalekale,bottom,bottom,,deep7,2014,0.83,ten year average
2,Kalekale,bottom,bottom,,deep7,2014,0.83,ten year average
3,Kalekale,bottom,bottom,,deep7,2014,0.83,ten year average
4,Kalekale,bottom,bottom,,deep7,2014,0.83,ten year average
1,Kalekale,bottom,bottom,,deep7,2015,0.83,ten year average
2,Kalekale,bottom,bottom,,deep7,2015,0.83,ten year average
3,Kalekale,bottom,bottom,,deep7,2015,0.83,ten year average
4,Kalekale,bottom,bottom,,deep7,2015,0.83,ten year average
1,Kalekale,bottom,bottom,,deep7,2016,0.83,ten year average
2,Kalekale,bottom,bottom,,deep7,2016,0.83,ten year average
3,Kalekale,bottom,bottom,,deep7,2016,0.83,ten year average
4,Kalekale,bottom,bottom,,deep7,2016,0.83,ten year average
1,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2012,0.5,
2,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2012,0.5,
3,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2012,0.5,
4,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2012,0.5,
1,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2013,0.5,
2,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2013,0.5,
3,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2013,0.5,
4,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2013,0.5,
1,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2014,0.5,
2,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2014,0.5,
3,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2014,0.5,
4,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2014,0.5,
1,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2015,0.5,
2,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2015,0.5,
3,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2015,0.5,
4,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2015,0.5,
1,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2016,0.5,
2,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2016,0.5,
3,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2016,0.5,
4,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,2016,0.5,
1,Lehi,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Lehi,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Lehi,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Lehi,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Lehi,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Lehi,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Lehi,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Lehi,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Lehi,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Lehi,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Lehi,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Lehi,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Lehi,bottom,bottom,,deep7,2014,0.83,ten year average
2,Lehi,bottom,bottom,,deep7,2014,0.83,ten year average
3,Lehi,bottom,bottom,,deep7,2014,0.83,ten year average
4,Lehi,bottom,bottom,,deep7,2014,0.83,ten year average
1,Lehi,bottom,bottom,,deep7,2015,0.83,ten year average
2,Lehi,bottom,bottom,,deep7,2015,0.83,ten year average
3,Lehi,bottom,bottom,,deep7,2015,0.83,ten year average
4,Lehi,bottom,bottom,,deep7,2015,0.83,ten year average
1,Lehi,bottom,bottom,,deep7,2016,0.83,ten year average
2,Lehi,bottom,bottom,,deep7,2016,0.83,ten year average
3,Lehi,bottom,bottom,,deep7,2016,0.83,ten year average
4,Lehi,bottom,bottom,,deep7,2016,0.83,ten year average
1,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2012,1.97,
2,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2012,1.97,
3,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2012,1.97,
4,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2012,1.97,
1,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2013,1.97,
2,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2013,1.97,
3,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2013,1.97,
4,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2013,1.97,
1,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2014,1.97,
2,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2014,1.97,
3,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2014,1.97,
4,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2014,1.97,
1,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2015,1.97,
2,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2015,1.97,
3,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2015,1.97,
4,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2015,1.97,
1,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2016,1.97,
2,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2016,1.97,
3,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2016,1.97,
4,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,2016,1.97,
1,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2012,0.8,
2,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2012,0.8,
3,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2012,0.8,
4,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2012,0.8,
1,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2013,0.8,
2,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2013,0.8,
3,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2013,0.8,
4,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2013,0.8,
1,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2014,0.8,
2,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2014,0.8,
3,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2014,0.8,
4,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2014,0.8,
1,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2015,0.8,
2,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2015,0.8,
3,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2015,0.8,
4,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2015,0.8,
1,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2016,0.8,
2,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2016,0.8,
3,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2016,0.8,
4,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,2016,0.8,
1,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2012,1.27,
2,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2012,1.27,
3,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2012,1.27,
4,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2012,1.27,
1,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2013,1.27,
2,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2013,1.27,
3,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2013,1.27,
4,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2013,1.27,
1,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2014,1.27,
2,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2014,1.27,
3,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2014,1.27,
4,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2014,1.27,
1,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2015,1.27,
2,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2015,1.27,
3,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2015,1.27,
4,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2015,1.27,
1,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2016,1.27,
2,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2016,1.27,
3,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2016,1.27,
4,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,2016,1.27,
1,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2012,1.9,
2,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2012,1.9,
3,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2012,1.9,
4,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2012,1.9,
1,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2013,1.9,
2,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2013,1.9,
3,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2013,1.9,
4,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2013,1.9,
1,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2014,1.9,
2,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2014,1.9,
3,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2014,1.9,
4,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2014,1.9,
1,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2015,1.9,
2,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2015,1.9,
3,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2015,1.9,
4,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2015,1.9,
1,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2016,1.9,
2,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2016,1.9,
3,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2016,1.9,
4,Munu,Reef,Reef,Mullidae,Parupeneus insularis,2016,1.9,
1,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2012,1.33,
2,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2012,1.33,
3,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2012,1.33,
4,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2012,1.33,
1,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2013,1.33,
2,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2013,1.33,
3,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2013,1.33,
4,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2013,1.33,
1,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2014,1.33,
2,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2014,1.33,
3,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2014,1.33,
4,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2014,1.33,
1,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2015,1.33,
2,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2015,1.33,
3,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2015,1.33,
4,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2015,1.33,
1,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2016,1.33,
2,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2016,1.33,
3,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2016,1.33,
4,Omilu,coastal_pelagic,Reef,Scombridae,Caranx melampygus,2016,1.33,
1,Onaga,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Onaga,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Onaga,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Onaga,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Onaga,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Onaga,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Onaga,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Onaga,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Onaga,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Onaga,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Onaga,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Onaga,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Onaga,bottom,bottom,,deep7,2014,0.83,ten year average
2,Onaga,bottom,bottom,,deep7,2014,0.83,ten year average
3,Onaga,bottom,bottom,,deep7,2014,0.83,ten year average
4,Onaga,bottom,bottom,,deep7,2014,0.83,ten year average
1,Onaga,bottom,bottom,,deep7,2015,0.83,ten year average
2,Onaga,bottom,bottom,,deep7,2015,0.83,ten year average
3,Onaga,bottom,bottom,,deep7,2015,0.83,ten year average
4,Onaga,bottom,bottom,,deep7,2015,0.83,ten year average
1,Onaga,bottom,bottom,,deep7,2016,0.83,ten year average
2,Onaga,bottom,bottom,,deep7,2016,0.83,ten year average
3,Onaga,bottom,bottom,,deep7,2016,0.83,ten year average
4,Onaga,bottom,bottom,,deep7,2016,0.83,ten year average
1,Opakapaka,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Opakapaka,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Opakapaka,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Opakapaka,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Opakapaka,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Opakapaka,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Opakapaka,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Opakapaka,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Opakapaka,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Opakapaka,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Opakapaka,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Opakapaka,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Opakapaka,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Opakapaka,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Opakapaka,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Opakapaka,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Opakapaka,bottom,bottom,,deep7,2014,0.83,ten year average
2,Opakapaka,bottom,bottom,,deep7,2014,0.83,ten year average
3,Opakapaka,bottom,bottom,,deep7,2014,0.83,ten year average
4,Opakapaka,bottom,bottom,,deep7,2014,0.83,ten year average
1,Opakapaka,bottom,bottom,,deep7,2015,0.83,ten year average
2,Opakapaka,bottom,bottom,,deep7,2015,0.83,ten year average
3,Opakapaka,bottom,bottom,,deep7,2015,0.83,ten year average
4,Opakapaka,bottom,bottom,,deep7,2015,0.83,ten year average
1,Opakapaka,bottom,bottom,,deep7,2016,0.83,ten year average
2,Opakapaka,bottom,bottom,,deep7,2016,0.83,ten year average
3,Opakapaka,bottom,bottom,,deep7,2016,0.83,ten year average
4,Opakapaka,bottom,bottom,,deep7,2016,0.83,ten year average
1,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2012,0.43,
2,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2012,0.43,
3,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2012,0.43,
4,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2012,0.43,
1,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2013,0.43,
2,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2013,0.43,
3,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2013,0.43,
4,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2013,0.43,
1,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2014,0.43,
2,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2014,0.43,
3,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2014,0.43,
4,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2014,0.43,
1,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2015,0.43,
2,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2015,0.43,
3,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2015,0.43,
4,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2015,0.43,
1,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2016,0.43,
2,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2016,0.43,
3,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2016,0.43,
4,Opelu kala,Reef,Reef,Acanthuridae,Naso hexacanthus,2016,0.43,
