year,rgn_id,island,mus,family,species,licenses,lbs
2016,2,Maui County,CHCRT,Sphyraenidae,Kawelea,12,174
2016,2,Maui County,CHCRT,Acanthuridae,Kole,3,407
2016,2,Maui County,CHCRT,Kuhliidae,Aholehole,6,220
2016,2,Maui County,CHCRT,Carcharhinidae,Shark-misc.,6,580
2016,2,Maui County,CHCRT,Sphyraenidae,Kaku,17,196
2016,2,Maui County,CHCRT,Mullidae,Moana kale,14,142
2016,2,Maui County,CHCRT,Balistidae,Humuhumu,6,62
2016,2,Maui County,CHCRT,Polynemidae,Moi,3,27
2016,2,Maui County,CHCRT,Labridae,Poou,3,23
2012,2,Maui County,PHCRT,Albulidae,Oio,7,402
2012,2,Maui County,PHCRT,Carangidae,Papa ulua,29,10354
2012,2,Maui County,PHCRT,Carangidae,Omilu,28,1794
2012,2,Maui County,PHCRT,Carangidae,Kamanu,14,524
2012,2,Maui County,PHCRT,Lutjanidae,Toau,14,1844
2012,2,Maui County,PHCRT,Lethrinidae,Mu,7,115
2012,2,Maui County,PHCRT,Carangidae,Dobe ulua,13,1139
2012,2,Maui County,PHCRT,Serranidae,Roi,15,1516
2012,2,Maui County,PHCRT,Scorpaenidae,Hogo,22,279
2012,2,Maui County,PHCRT,Pomacentridae,Maomao,4,1773
2012,2,Maui County,PHCRT,Chanidae,Awa,4,62
2012,2,Maui County,PHCRT,Scorpaenidae,Nohu,9,1047
2012,2,Maui County,PHCRT,Cirrhitidae,Poopaa,6,278
2012,2,Maui County,PHCRT,Belonidae,Ahaaha,4,371
2012,2,Maui County,PHCRT,Carangidae,Lae,3,8
2012,2,Maui County,PHCRT,Emmelichthyidae,Golden kali,10,53
2012,2,Maui County,PHCRT,Priacanthidae,Aweoweo (deepsea),4,47
2012,2,Maui County,PHCRT,Labridae,Ea (wrasse),10,128
2012,2,Maui County,PHCRT,Pomacentridae,Kupipi,5,121
2013,2,Maui County,PHCRT,Albulidae,Oio,7,1220
2013,2,Maui County,PHCRT,Carangidae,Papa ulua,26,5137
2013,2,Maui County,PHCRT,Carangidae,Omilu,37,1124
2013,2,Maui County,PHCRT,Carangidae,Kamanu,17,599
2013,2,Maui County,PHCRT,Lutjanidae,Toau,8,147
2013,2,Maui County,PHCRT,Lethrinidae,Mu,4,181
2013,2,Maui County,PHCRT,Carangidae,Dobe ulua,8,1592
2013,2,Maui County,PHCRT,Serranidae,Roi,14,979
2013,2,Maui County,PHCRT,Scorpaenidae,Hogo,14,214
2013,2,Maui County,PHCRT,Pomacentridae,Maomao,4,672
2013,2,Maui County,PHCRT,Scorpaenidae,Nohu,7,393
2013,2,Maui County,PHCRT,Cirrhitidae,Poopaa,3,97
2013,2,Maui County,PHCRT,Carangidae,Sasa ulua,3,64
2013,2,Maui County,PHCRT,Belonidae,Ahaaha,4,102
2013,2,Maui County,PHCRT,Carangidae,Lae,7,14
2013,2,Maui County,PHCRT,Emmelichthyidae,Golden kali,5,66
2013,2,Maui County,PHCRT,Labridae,Ea (wrasse),8,115
2014,2,Maui County,PHCRT,Albulidae,Oio,6,535
2014,2,Maui County,PHCRT,Carangidae,Papa ulua,32,5391
2014,2,Maui County,PHCRT,Carangidae,Omilu,29,1190
2014,2,Maui County,PHCRT,Carangidae,Kamanu,31,1059
2014,2,Maui County,PHCRT,Lutjanidae,Toau,10,42
2014,2,Maui County,PHCRT,Lethrinidae,Mu,3,28
2014,2,Maui County,PHCRT,Carangidae,Dobe ulua,4,115
2014,2,Maui County,PHCRT,Serranidae,Roi,5,382
2014,2,Maui County,PHCRT,Scorpaenidae,Hogo,15,222
2014,2,Maui County,PHCRT,Pomacentridae,Maomao,3,235
2014,2,Maui County,PHCRT,Scorpaenidae,Nohu,8,237
2014,2,Maui County,PHCRT,Carangidae,Ulua-misc.,19,812
2014,2,Maui County,PHCRT,Cirrhitidae,Poopaa,4,86
2014,2,Maui County,PHCRT,Belonidae,Ahaaha,5,114
2014,2,Maui County,PHCRT,Emmelichthyidae,Golden kali,4,29
2014,2,Maui County,PHCRT,Labridae,Ea (wrasse),7,113
2015,2,Maui County,PHCRT,Albulidae,Oio,10,749
2015,2,Maui County,PHCRT,Carangidae,Papa ulua,34,7049
2015,2,Maui County,PHCRT,Carangidae,Omilu,33,1630
2015,2,Maui County,PHCRT,Carangidae,Kamanu,35,1441
2015,2,Maui County,PHCRT,Lutjanidae,Toau,9,1125
2015,2,Maui County,PHCRT,Lethrinidae,Mu,3,71
2015,2,Maui County,PHCRT,Carangidae,Dobe ulua,5,58
2015,2,Maui County,PHCRT,Serranidae,Roi,5,343
2015,2,Maui County,PHCRT,Scorpaenidae,Hogo,11,164
2015,2,Maui County,PHCRT,Pomacentridae,Maomao,3,464
2015,2,Maui County,PHCRT,Scorpaenidae,Nohu,5,557
2015,2,Maui County,PHCRT,Carangidae,Ulua-misc.,30,1343
2015,2,Maui County,PHCRT,Cirrhitidae,Poopaa,3,69
2015,2,Maui County,PHCRT,Carangidae,Lae,4,4
2015,2,Maui County,PHCRT,Emmelichthyidae,Golden kali,4,27
2015,2,Maui County,PHCRT,Priacanthidae,Aweoweo (deepsea),4,72
2015,2,Maui County,PHCRT,Labridae,Ea (wrasse),5,23
2016,2,Maui County,PHCRT,Albulidae,Oio,5,728
2016,2,Maui County,PHCRT,Carangidae,Papa ulua,29,7379
2016,2,Maui County,PHCRT,Carangidae,Omilu,29,1463
2016,2,Maui County,PHCRT,Carangidae,Kamanu,31,1781
2016,2,Maui County,PHCRT,Lutjanidae,Toau,16,425
2016,2,Maui County,PHCRT,Lethrinidae,Mu,5,97
2016,2,Maui County,PHCRT,Carangidae,Dobe ulua,3,118
2016,2,Maui County,PHCRT,Serranidae,Roi,4,1380
2016,2,Maui County,PHCRT,Scorpaenidae,Hogo,12,247
2016,2,Maui County,PHCRT,Scorpaenidae,Nohu,4,466
2016,2,Maui County,PHCRT,Carangidae,Ulua-misc.,5,114
2016,2,Maui County,PHCRT,Cirrhitidae,Poopaa,3,123
2016,2,Maui County,PHCRT,Emmelichthyidae,Golden kali,5,24
2016,2,Maui County,PHCRT,Priacanthidae,Aweoweo (deepsea),5,42
2016,2,Maui County,PHCRT,Labridae,Ea (wrasse),4,26
2012,2,Penguin Bank,PHCRT,Carangidae,Papa ulua,10,225
2012,2,Penguin Bank,PHCRT,Carangidae,Omilu,8,664
2012,2,Penguin Bank,PHCRT,Carangidae,Kamanu,5,82
2012,2,Penguin Bank,PHCRT,Scorpaenidae,Hogo,36,647
2012,2,Penguin Bank,PHCRT,Carangidae,Sasa ulua,3,224
2012,2,Penguin Bank,PHCRT,Emmelichthyidae,Golden kali,17,67
2012,2,Penguin Bank,PHCRT,Priacanthidae,Aweoweo (deepsea),8,25
2013,2,Penguin Bank,PHCRT,Carangidae,Papa ulua,19,400
2013,2,Penguin Bank,PHCRT,Carangidae,Omilu,9,513
2013,2,Penguin Bank,PHCRT,Carangidae,Kamanu,5,143
2013,2,Penguin Bank,PHCRT,Carangidae,Dobe ulua,3,176
2013,2,Penguin Bank,PHCRT,Scorpaenidae,Hogo,36,620
2013,2,Penguin Bank,PHCRT,Emmelichthyidae,Golden kali,16,107
2013,2,Penguin Bank,PHCRT,Priacanthidae,Aweoweo (deepsea),9,45
2014,2,Penguin Bank,PHCRT,Carangidae,Papa ulua,17,625
2014,2,Penguin Bank,PHCRT,Carangidae,Omilu,10,312
2014,2,Penguin Bank,PHCRT,Carangidae,Kamanu,8,56
2014,2,Penguin Bank,PHCRT,Carangidae,Dobe ulua,4,24
2014,2,Penguin Bank,PHCRT,Scorpaenidae,Hogo,26,507
2014,2,Penguin Bank,PHCRT,Carangidae,Ulua-misc.,8,417
2014,2,Penguin Bank,PHCRT,Emmelichthyidae,Golden kali,12,63
2014,2,Penguin Bank,PHCRT,Priacanthidae,Aweoweo (deepsea),11,103
2015,2,Penguin Bank,PHCRT,Carangidae,Papa ulua,13,591
2015,2,Penguin Bank,PHCRT,Carangidae,Omilu,9,255
2015,2,Penguin Bank,PHCRT,Carangidae,Kamanu,13,221
2015,2,Penguin Bank,PHCRT,Carangidae,Dobe ulua,5,400
2015,2,Penguin Bank,PHCRT,Scorpaenidae,Hogo,22,381
2015,2,Penguin Bank,PHCRT,Carangidae,Ulua-misc.,8,286
2015,2,Penguin Bank,PHCRT,Emmelichthyidae,Golden kali,10,88
2015,2,Penguin Bank,PHCRT,Priacanthidae,Aweoweo (deepsea),6,48
2016,2,Penguin Bank,PHCRT,Carangidae,Papa ulua,15,915
2016,2,Penguin Bank,PHCRT,Carangidae,Omilu,16,495
2016,2,Penguin Bank,PHCRT,Carangidae,Kamanu,14,273
2016,2,Penguin Bank,PHCRT,Carangidae,Dobe ulua,3,6
2016,2,Penguin Bank,PHCRT,Scorpaenidae,Hogo,20,311
2016,2,Penguin Bank,PHCRT,Carangidae,Sasa ulua,5,380
2016,2,Penguin Bank,PHCRT,Emmelichthyidae,Golden kali,8,52
2016,2,Penguin Bank,PHCRT,Priacanthidae,Aweoweo (deepsea),6,53
2012,3,Oahu,CHCRT,Carangidae,Akule,87,180677
2012,3,Oahu,CHCRT,Carangidae,Opelu,82,65136
2012,3,Oahu,CHCRT,Scaridae,Uhu parrot-misc.,56,53864
2012,3,Oahu,CHCRT,Holocentridae,Menpachi,85,13763
2012,3,Oahu,CHCRT,Mullidae,Weke ula,47,17576
2012,3,Oahu,CHCRT,Acanthuridae,Palani,46,30206
2012,3,Oahu,CHCRT,Acanthuridae,Kala,40,35166
2012,3,Oahu,CHCRT,Kyphosidae,Nenue,36,22331
2012,3,Oahu,CHCRT,Carangidae,Hahalalu,32,9652
2012,3,Oahu,CHCRT,Acanthuridae,Manini,40,8512
2012,3,Oahu,CHCRT,Acanthuridae,Pualu,22,11329
2012,3,Oahu,CHCRT,Acanthuridae,Naenae,32,8302
2012,3,Oahu,CHCRT,Mullidae,Weke nono,37,2971
2012,3,Oahu,CHCRT,Priacanthidae,Aweoweo,37,843
2012,3,Oahu,CHCRT,Mugilidae,Amaama,11,7048
2012,3,Oahu,CHCRT,Mullidae,Weke a'a,29,4924
2012,3,Oahu,CHCRT,Mullidae,Kumu,52,5512
2012,3,Oahu,CHCRT,Acanthuridae,Opelu kala,22,2974
2012,3,Oahu,CHCRT,Mullidae,Moana,62,1198
2012,3,Oahu,CHCRT,Acanthuridae,Maiko,19,2047
2012,3,Oahu,CHCRT,Labridae,Aawa,41,1701
2012,3,Oahu,CHCRT,Acanthuridae,Umaumalei,18,675
2012,3,Oahu,CHCRT,Labridae,Laenihi,22,578
2012,3,Oahu,CHCRT,Sphyraenidae,Kawelea,31,1548
2012,3,Oahu,CHCRT,Acanthuridae,Kole,8,65
2012,3,Oahu,CHCRT,Kuhliidae,Aholehole,19,728
2012,3,Oahu,CHCRT,Carcharhinidae,Shark-misc.,12,2552
2012,3,Oahu,CHCRT,Sphyraenidae,Kaku,45,1037
2012,3,Oahu,CHCRT,Mullidae,Moana kale,43,507
2012,3,Oahu,CHCRT,Muraenidae,Puhi black,7,1134
2012,3,Oahu,CHCRT,Balistidae,Humuhumu,11,725
2012,3,Oahu,CHCRT,Muraenidae,Puhi eel-misc.,6,160
2012,3,Oahu,CHCRT,Mullidae,Munu,23,488
2012,3,Oahu,CHCRT,Polynemidae,Moi,10,156
2012,3,Oahu,CHCRT,Holocentridae,Alaihe,21,390
2012,3,Oahu,CHCRT,Scaridae,Panunu,8,302
2012,3,Oahu,CHCRT,Carangidae,Kagami ulua,6,89
2012,3,Oahu,CHCRT,Mullidae,Malu,23,279
2012,3,Oahu,CHCRT,Scaridae,Panuhunuhu,10,101
2012,3,Oahu,CHCRT,Mullidae,Weke,4,662
2012,3,Oahu,CHCRT,Acanthuridae,Api,4,64
2012,3,Oahu,CHCRT,Labridae,Kupoupou,5,17
2013,3,Oahu,CHCRT,Carangidae,Akule,88,154330
2013,3,Oahu,CHCRT,Carangidae,Opelu,84,76620
2013,3,Oahu,CHCRT,Scaridae,Uhu parrot-misc.,58,55115
2013,3,Oahu,CHCRT,Holocentridae,Menpachi,84,16521
2013,3,Oahu,CHCRT,Mullidae,Weke ula,46,22415
2013,3,Oahu,CHCRT,Acanthuridae,Palani,46,28256
2013,3,Oahu,CHCRT,Acanthuridae,Kala,39,24982
2013,3,Oahu,CHCRT,Kyphosidae,Nenue,39,21214
2013,3,Oahu,CHCRT,Carangidae,Hahalalu,30,20957
2013,3,Oahu,CHCRT,Acanthuridae,Manini,43,9192
2013,3,Oahu,CHCRT,Acanthuridae,Pualu,19,6907
2013,3,Oahu,CHCRT,Acanthuridae,Naenae,36,7887
2013,3,Oahu,CHCRT,Mullidae,Weke nono,37,2981
2013,3,Oahu,CHCRT,Priacanthidae,Aweoweo,48,1764
2013,3,Oahu,CHCRT,Mugilidae,Amaama,10,5708
2013,3,Oahu,CHCRT,Mullidae,Weke a'a,37,3337
2013,3,Oahu,CHCRT,Mullidae,Kumu,62,5069
2013,3,Oahu,CHCRT,Acanthuridae,Opelu kala,17,4668
2013,3,Oahu,CHCRT,Mullidae,Moana,67,1644
2013,3,Oahu,CHCRT,Acanthuridae,Maiko,23,3437
2013,3,Oahu,CHCRT,Labridae,Aawa,45,1465
2013,3,Oahu,CHCRT,Acanthuridae,Umaumalei,19,1968
2013,3,Oahu,CHCRT,Labridae,Laenihi,16,256
2013,3,Oahu,CHCRT,Sphyraenidae,Kawelea,29,1126
2013,3,Oahu,CHCRT,Acanthuridae,Kole,12,346
2013,3,Oahu,CHCRT,Kuhliidae,Aholehole,19,1245
2013,3,Oahu,CHCRT,Carcharhinidae,Shark-misc.,8,1369
2013,3,Oahu,CHCRT,Sphyraenidae,Kaku,45,520
2013,3,Oahu,CHCRT,Mullidae,Moana kale,49,599
2013,3,Oahu,CHCRT,Muraenidae,Puhi black,4,1023
2013,3,Oahu,CHCRT,Balistidae,Humuhumu,15,618
2013,3,Oahu,CHCRT,Muraenidae,Puhi eel-misc.,4,291
2013,3,Oahu,CHCRT,Mullidae,Munu,26,485
2013,3,Oahu,CHCRT,Polynemidae,Moi,8,44
2013,3,Oahu,CHCRT,Holocentridae,Alaihe,25,368
2013,3,Oahu,CHCRT,Mugilidae,Uouoa,3,111
2013,3,Oahu,CHCRT,Scaridae,Panunu,10,181
2013,3,Oahu,CHCRT,Carangidae,Kagami ulua,4,18
2013,3,Oahu,CHCRT,Acanthuridae,Pakuikui (tang),3,21
2013,3,Oahu,CHCRT,Mullidae,Malu,26,261
2013,3,Oahu,CHCRT,Scaridae,Panuhunuhu,14,153
2013,3,Oahu,CHCRT,Mullidae,Weke pueo,5,203
2013,3,Oahu,CHCRT,Acanthuridae,Api,4,84
2013,3,Oahu,CHCRT,Labridae,Kupoupou,6,12
2014,3,Oahu,CHCRT,Carangidae,Akule,83,171809
2014,3,Oahu,CHCRT,Carangidae,Opelu,73,60422
2014,3,Oahu,CHCRT,Scaridae,Uhu parrot-misc.,49,56044
2014,3,Oahu,CHCRT,Holocentridae,Menpachi,88,12475
2014,3,Oahu,CHCRT,Mullidae,Weke ula,43,40946
2014,3,Oahu,CHCRT,Acanthuridae,Palani,46,27298
2014,3,Oahu,CHCRT,Acanthuridae,Kala,37,24676
2014,3,Oahu,CHCRT,Kyphosidae,Nenue,30,9262
2014,3,Oahu,CHCRT,Carangidae,Hahalalu,28,37057
2014,3,Oahu,CHCRT,Acanthuridae,Manini,34,7632
2014,3,Oahu,CHCRT,Acanthuridae,Pualu,22,4718
2014,3,Oahu,CHCRT,Acanthuridae,Naenae,25,7965
2014,3,Oahu,CHCRT,Mullidae,Weke nono,34,3546
2014,3,Oahu,CHCRT,Priacanthidae,Aweoweo,50,1700
2014,3,Oahu,CHCRT,Mugilidae,Amaama,13,3754
2014,3,Oahu,CHCRT,Mullidae,Weke a'a,29,3948
2014,3,Oahu,CHCRT,Mullidae,Kumu,56,3351
2014,3,Oahu,CHCRT,Acanthuridae,Opelu kala,16,1723
2014,3,Oahu,CHCRT,Mullidae,Moana,58,1243
2014,3,Oahu,CHCRT,Acanthuridae,Maiko,13,1229
2014,3,Oahu,CHCRT,Labridae,Aawa,49,1594
2014,3,Oahu,CHCRT,Acanthuridae,Umaumalei,13,919
2014,3,Oahu,CHCRT,Labridae,Laenihi,21,581
2014,3,Oahu,CHCRT,Sphyraenidae,Kawelea,29,549
2014,3,Oahu,CHCRT,Acanthuridae,Kole,7,660
2014,3,Oahu,CHCRT,Kuhliidae,Aholehole,19,554
2014,3,Oahu,CHCRT,Carcharhinidae,Shark-misc.,7,1348
2014,3,Oahu,CHCRT,Sphyraenidae,Kaku,30,569
2014,3,Oahu,CHCRT,Mullidae,Moana kale,52,1433
2014,3,Oahu,CHCRT,Muraenidae,Puhi black,3,520
2014,3,Oahu,CHCRT,Balistidae,Humuhumu,8,460
2014,3,Oahu,CHCRT,Muraenidae,Puhi eel-misc.,5,565
2014,3,Oahu,CHCRT,Mullidae,Munu,26,459
2014,3,Oahu,CHCRT,Polynemidae,Moi,7,75
2014,3,Oahu,CHCRT,Holocentridae,Alaihe,17,246
2014,3,Oahu,CHCRT,Scaridae,Panunu,9,460
2014,3,Oahu,CHCRT,Carangidae,Kagami ulua,8,74
2014,3,Oahu,CHCRT,Mullidae,Malu,22,208
2014,3,Oahu,CHCRT,Scaridae,Panuhunuhu,12,171
2014,3,Oahu,CHCRT,Labridae,Kupoupou,5,10
2015,3,Oahu,CHCRT,Carangidae,Akule,86,290588
2015,3,Oahu,CHCRT,Carangidae,Opelu,50,61774
2015,3,Oahu,CHCRT,Scaridae,Uhu parrot-misc.,42,26341
2015,3,Oahu,CHCRT,Holocentridae,Menpachi,72,12904
2015,3,Oahu,CHCRT,Mullidae,Weke ula,39,42632
2015,3,Oahu,CHCRT,Acanthuridae,Palani,44,17107
2015,3,Oahu,CHCRT,Acanthuridae,Kala,23,16625
2015,3,Oahu,CHCRT,Kyphosidae,Nenue,17,10977
2015,3,Oahu,CHCRT,Carangidae,Hahalalu,16,6474
2015,3,Oahu,CHCRT,Acanthuridae,Manini,35,6173
2015,3,Oahu,CHCRT,Acanthuridae,Pualu,17,3787
2015,3,Oahu,CHCRT,Acanthuridae,Naenae,22,4213
2015,3,Oahu,CHCRT,Mullidae,Weke nono,36,2545
2015,3,Oahu,CHCRT,Priacanthidae,Aweoweo,47,2274
2015,3,Oahu,CHCRT,Mugilidae,Amaama,9,3947
2015,3,Oahu,CHCRT,Mullidae,Weke a'a,20,3264
2015,3,Oahu,CHCRT,Mullidae,Kumu,46,1955
2015,3,Oahu,CHCRT,Acanthuridae,Opelu kala,9,2676
2015,3,Oahu,CHCRT,Mullidae,Moana,54,609
2015,3,Oahu,CHCRT,Acanthuridae,Maiko,10,350
2015,3,Oahu,CHCRT,Labridae,Aawa,39,1160
2015,3,Oahu,CHCRT,Acanthuridae,Umaumalei,6,366
2015,3,Oahu,CHCRT,Labridae,Laenihi,20,226
2015,3,Oahu,CHCRT,Sphyraenidae,Kawelea,24,1251
2015,3,Oahu,CHCRT,Acanthuridae,Kole,10,291
2015,3,Oahu,CHCRT,Kuhliidae,Aholehole,17,3748
2015,3,Oahu,CHCRT,Carcharhinidae,Shark-misc.,3,2069
2015,3,Oahu,CHCRT,Sphyraenidae,Kaku,35,438
2015,3,Oahu,CHCRT,Mullidae,Moana kale,46,529
2015,3,Oahu,CHCRT,Muraenidae,Puhi black,5,267
2015,3,Oahu,CHCRT,Balistidae,Humuhumu,4,416
2015,3,Oahu,CHCRT,Muraenidae,Puhi eel-misc.,4,235
2015,3,Oahu,CHCRT,Mullidae,Munu,25,208
2015,3,Oahu,CHCRT,Polynemidae,Moi,6,89
2015,3,Oahu,CHCRT,Holocentridae,Alaihe,5,74
2015,3,Oahu,CHCRT,Scaridae,Panunu,8,494
2015,3,Oahu,CHCRT,Carangidae,Kagami ulua,7,98
2015,3,Oahu,CHCRT,Mullidae,Malu,17,90
2015,3,Oahu,CHCRT,Scaridae,Panuhunuhu,13,146
2015,3,Oahu,CHCRT,Labridae,Kupoupou,3,6
2016,3,Oahu,CHCRT,Carangidae,Akule,70,206894
2016,3,Oahu,CHCRT,Carangidae,Opelu,29,32071
2016,3,Oahu,CHCRT,Scaridae,Uhu parrot-misc.,32,17966
2016,3,Oahu,CHCRT,Holocentridae,Menpachi,59,13679
2016,3,Oahu,CHCRT,Mullidae,Weke ula,33,29670
2016,3,Oahu,CHCRT,Acanthuridae,Palani,31,19665
2016,3,Oahu,CHCRT,Acanthuridae,Kala,24,12640
2016,3,Oahu,CHCRT,Kyphosidae,Nenue,21,5584
2016,3,Oahu,CHCRT,Carangidae,Hahalalu,17,13524
2016,3,Oahu,CHCRT,Acanthuridae,Manini,25,5061
2016,3,Oahu,CHCRT,Acanthuridae,Pualu,11,3221
2016,3,Oahu,CHCRT,Acanthuridae,Naenae,17,3094
2016,3,Oahu,CHCRT,Mullidae,Weke nono,24,1615
2016,3,Oahu,CHCRT,Priacanthidae,Aweoweo,35,1556
2016,3,Oahu,CHCRT,Mugilidae,Amaama,5,2379
2016,3,Oahu,CHCRT,Mullidae,Weke a'a,20,4789
2016,3,Oahu,CHCRT,Mullidae,Kumu,31,835
2016,3,Oahu,CHCRT,Acanthuridae,Opelu kala,3,2291
2016,3,Oahu,CHCRT,Mullidae,Moana,38,447
2016,3,Oahu,CHCRT,Acanthuridae,Maiko,8,909
2016,3,Oahu,CHCRT,Labridae,Aawa,30,1260
2016,3,Oahu,CHCRT,Acanthuridae,Umaumalei,6,1098
2016,3,Oahu,CHCRT,Labridae,Laenihi,17,628
2016,3,Oahu,CHCRT,Sphyraenidae,Kawelea,16,512
2016,3,Oahu,CHCRT,Acanthuridae,Kole,3,128
2016,3,Oahu,CHCRT,Kuhliidae,Aholehole,15,760
2016,3,Oahu,CHCRT,Carcharhinidae,Shark-misc.,6,2115
2016,3,Oahu,CHCRT,Sphyraenidae,Kaku,20,214
2016,3,Oahu,CHCRT,Mullidae,Moana kale,38,569
2016,3,Oahu,CHCRT,Mugilidae,Summer mullet,3,477
2016,3,Oahu,CHCRT,Muraenidae,Puhi black,4,434
2016,3,Oahu,CHCRT,Balistidae,Humuhumu,5,387
2016,3,Oahu,CHCRT,Muraenidae,Puhi eel-misc.,5,166
2016,3,Oahu,CHCRT,Mullidae,Munu,14,200
2016,3,Oahu,CHCRT,Polynemidae,Moi,5,137
2016,3,Oahu,CHCRT,Holocentridae,Alaihe,5,27
2016,3,Oahu,CHCRT,Scaridae,Panunu,6,150
2016,3,Oahu,CHCRT,Carangidae,Kagami ulua,6,34
2016,3,Oahu,CHCRT,Mullidae,Malu,8,18
2016,3,Oahu,CHCRT,Scaridae,Panuhunuhu,4,103
2012,3,Oahu,PHCRT,Albulidae,Oio,32,10160
2012,3,Oahu,PHCRT,Carangidae,Papa ulua,26,441
2012,3,Oahu,PHCRT,Carangidae,Omilu,57,2113
2012,3,Oahu,PHCRT,Carangidae,Kamanu,7,201
2012,3,Oahu,PHCRT,Lutjanidae,Toau,49,3315
2012,3,Oahu,PHCRT,Cichlidae,Tilapia,3,1793
2012,3,Oahu,PHCRT,Lethrinidae,Mu,20,3539
2012,3,Oahu,PHCRT,Carangidae,Dobe ulua,8,6709
2012,3,Oahu,PHCRT,Serranidae,Roi,24,2930
2012,3,Oahu,PHCRT,Scorpaenidae,Hogo,30,510
2012,3,Oahu,PHCRT,Pomacentridae,Maomao,22,1110
2012,3,Oahu,PHCRT,Chanidae,Awa,8,2165
2012,3,Oahu,PHCRT,Monacanthidae,Olililepa,9,2601
2012,3,Oahu,PHCRT,Scorpaenidae,Nohu,12,378
2012,3,Oahu,PHCRT,Elopidae,Awaawa,18,1509
2012,3,Oahu,PHCRT,Cirrhitidae,Poopaa,26,430
2012,3,Oahu,PHCRT,Carangidae,Sasa ulua,11,387
2012,3,Oahu,PHCRT,Belonidae,Ahaaha,14,427
2012,3,Oahu,PHCRT,Carangidae,Paopao ulua,5,864
2012,3,Oahu,PHCRT,Carangidae,Lae,20,429
2012,3,Oahu,PHCRT,Emmelichthyidae,Golden kali,5,16
2012,3,Oahu,PHCRT,Priacanthidae,Aweoweo (deepsea),3,20
2012,3,Oahu,PHCRT,Congridae,Puhi white,5,242
2012,3,Oahu,PHCRT,Aulostamidae,Nunu,15,130
2012,3,Oahu,PHCRT,Diodontidae,Oopuhue,5,1054
2012,3,Oahu,PHCRT,Labridae,Ea (wrasse),8,142
2012,3,Oahu,PHCRT,Hemiramphidae,Iheihe,3,87
2012,3,Oahu,PHCRT,Labridae,Hinalea,9,36
2012,3,Oahu,PHCRT,Bothidae,Pakii,4,10
2012,3,Oahu,PHCRT,Carangidae,Omaka,5,28
2013,3,Oahu,PHCRT,Albulidae,Oio,28,9901
2013,3,Oahu,PHCRT,Carangidae,Papa ulua,24,452
2013,3,Oahu,PHCRT,Carangidae,Omilu,41,1611
2013,3,Oahu,PHCRT,Carangidae,Kamanu,9,110
2013,3,Oahu,PHCRT,Lutjanidae,Toau,67,3392
2013,3,Oahu,PHCRT,Lethrinidae,Mu,30,3699
2013,3,Oahu,PHCRT,Carangidae,Dobe ulua,10,1130
2013,3,Oahu,PHCRT,Serranidae,Roi,23,2015
2013,3,Oahu,PHCRT,Scorpaenidae,Hogo,21,214
2013,3,Oahu,PHCRT,Pomacentridae,Maomao,20,1465
2013,3,Oahu,PHCRT,Chanidae,Awa,9,667
2013,3,Oahu,PHCRT,Monacanthidae,Olililepa,13,755
2013,3,Oahu,PHCRT,Scorpaenidae,Nohu,16,423
2013,3,Oahu,PHCRT,Elopidae,Awaawa,16,1231
2013,3,Oahu,PHCRT,Cirrhitidae,Poopaa,33,1377
2013,3,Oahu,PHCRT,Carangidae,Sasa ulua,8,191
2013,3,Oahu,PHCRT,Belonidae,Ahaaha,16,233
2013,3,Oahu,PHCRT,Carangidae,Paopao ulua,6,941
2013,3,Oahu,PHCRT,Carangidae,Lae,23,358
2013,3,Oahu,PHCRT,Emmelichthyidae,Golden kali,9,39
2013,3,Oahu,PHCRT,Priacanthidae,Aweoweo (deepsea),4,55
2013,3,Oahu,PHCRT,Congridae,Puhi white,3,293
2013,3,Oahu,PHCRT,Aulostamidae,Nunu,13,138
2013,3,Oahu,PHCRT,Labridae,Ea (wrasse),4,18
2013,3,Oahu,PHCRT,Pomacentridae,Kupipi,3,5
2013,3,Oahu,PHCRT,Carangidae,Barred jack,4,32
2013,3,Oahu,PHCRT,Labridae,Hinalea,13,46
2013,3,Oahu,PHCRT,Bothidae,Pakii,3,14
2014,3,Oahu,PHCRT,Albulidae,Oio,25,5480
2014,3,Oahu,PHCRT,Carangidae,Papa ulua,37,976
2014,3,Oahu,PHCRT,Carangidae,Omilu,50,3573
2014,3,Oahu,PHCRT,Carangidae,Kamanu,14,159
2014,3,Oahu,PHCRT,Lutjanidae,Toau,60,4588
2014,3,Oahu,PHCRT,Lethrinidae,Mu,28,3101
2014,3,Oahu,PHCRT,Carangidae,Dobe ulua,11,3519
2014,3,Oahu,PHCRT,Serranidae,Roi,16,782
2014,3,Oahu,PHCRT,Scorpaenidae,Hogo,22,193
2014,3,Oahu,PHCRT,Pomacentridae,Maomao,18,645
2014,3,Oahu,PHCRT,Chanidae,Awa,12,1518
2014,3,Oahu,PHCRT,Monacanthidae,Olililepa,9,1340
2014,3,Oahu,PHCRT,Scorpaenidae,Nohu,13,185
2014,3,Oahu,PHCRT,Carangidae,Ulua-misc.,24,682
2014,3,Oahu,PHCRT,Elopidae,Awaawa,15,689
2014,3,Oahu,PHCRT,Cirrhitidae,Poopaa,15,614
2014,3,Oahu,PHCRT,Carangidae,Sasa ulua,4,70
2014,3,Oahu,PHCRT,Belonidae,Ahaaha,26,341
2014,3,Oahu,PHCRT,Carangidae,Paopao ulua,5,187
