rgn_id,year,alerts
1,2011,36
1,2012,22
1,2013,29
1,2014,15
1,2015,13
1,2016,19
2,2011,12
2,2012,10
2,2013,21
2,2014,16
2,2015,28
2,2016,22
3,2011,24
3,2012,13
3,2013,3
3,2014,25
3,2015,32
3,2016,22
4,2011,42
4,2012,48
4,2013,56
4,2014,43
4,2015,28
4,2016,35
