year,rgn_id,stock_key,licenses,catch
2012,2,Pualu_CHCR,4,740
2013,2,Pualu_CHCR,6,408
2014,2,Pualu_CHCR,5,880
2015,2,Pualu_CHCR,3,890
2016,2,Pualu_CHCR,3,680
2012,2,Shark-misc._CHCR,7,10
2012,2,Shark-misc._CHCR,4,24
2013,2,Shark-misc._CHCR,10,0
2013,2,Shark-misc._CHCR,11,53
2014,2,Shark-misc._CHCR,9,0
2014,2,Shark-misc._CHCR,6,0
2015,2,Shark-misc._CHCR,10,300
2015,2,Shark-misc._CHCR,3,0
2016,2,Shark-misc._CHCR,6,580
2016,2,Shark-misc._CHCR,5,300
2012,2,Uhu parrot-misc._CHCR,25,14556
2013,2,Uhu parrot-misc._CHCR,10,11126
2014,2,Uhu parrot-misc._CHCR,13,8341
2015,2,Uhu parrot-misc._CHCR,7,1762
2016,2,Uhu parrot-misc._CHCR,10,2319
2012,2,Umaumalei_CHCR,3,2802
2013,2,Umaumalei_CHCR,3,2076
2014,2,Umaumalei_CHCR,3,1748
2015,2,Umaumalei_CHCR,3,2401
2016,2,Umaumalei_CHCR,3,2250
2015,2,Uouoa_CHCR,3,54
2012,2,Weke a'a_CHCR,8,1140
2013,2,Weke a'a_CHCR,7,1198
2014,2,Weke a'a_CHCR,4,366
2015,2,Weke a'a_CHCR,3,453
2016,2,Weke a'a_CHCR,4,559
2012,2,Weke nono_CHCR,27,1742
2012,2,Weke nono_CHCR,6,89
2013,2,Weke nono_CHCR,32,1572
2013,2,Weke nono_CHCR,10,133
2014,2,Weke nono_CHCR,28,667
2014,2,Weke nono_CHCR,7,48
2015,2,Weke nono_CHCR,26,1072
2015,2,Weke nono_CHCR,8,102
2016,2,Weke nono_CHCR,18,755
2016,2,Weke nono_CHCR,10,152
2013,2,Weke pueo_CHCR,4,147
2012,2,Weke ula_CHCR,13,4314
2013,2,Weke ula_CHCR,8,1670
2014,2,Weke ula_CHCR,9,5284
2014,2,Weke ula_CHCR,3,31
2015,2,Weke ula_CHCR,10,7111
2016,2,Weke ula_CHCR,10,3124
2012,2,Ahaaha_CHCR,4,371
2013,2,Ahaaha_CHCR,4,102
2014,2,Ahaaha_CHCR,5,114
2012,2,Awa_CHCR,4,62
2012,2,Aweoweo (deepsea)_CHCR,4,47
2012,2,Aweoweo (deepsea)_CHCR,8,25
2013,2,Aweoweo (deepsea)_CHCR,9,45
2014,2,Aweoweo (deepsea)_CHCR,11,103
2015,2,Aweoweo (deepsea)_CHCR,4,72
2015,2,Aweoweo (deepsea)_CHCR,6,48
2016,2,Aweoweo (deepsea)_CHCR,5,42
2016,2,Aweoweo (deepsea)_CHCR,6,53
2012,2,Dobe ulua_CHCR,13,1139
2013,2,Dobe ulua_CHCR,8,1592
2013,2,Dobe ulua_CHCR,3,176
2014,2,Dobe ulua_CHCR,4,115
2014,2,Dobe ulua_CHCR,4,24
2015,2,Dobe ulua_CHCR,5,58
2015,2,Dobe ulua_CHCR,5,400
2016,2,Dobe ulua_CHCR,3,118
2016,2,Dobe ulua_CHCR,3,6
2012,2,Ea (wrasse)_CHCR,10,128
2013,2,Ea (wrasse)_CHCR,8,115
2014,2,Ea (wrasse)_CHCR,7,113
2015,2,Ea (wrasse)_CHCR,5,23
2016,2,Ea (wrasse)_CHCR,4,26
2012,2,Golden kali_CHCR,10,53
2012,2,Golden kali_CHCR,17,67
2013,2,Golden kali_CHCR,5,66
2013,2,Golden kali_CHCR,16,107
2014,2,Golden kali_CHCR,4,29
2014,2,Golden kali_CHCR,12,63
2015,2,Golden kali_CHCR,4,27
2015,2,Golden kali_CHCR,10,88
2016,2,Golden kali_CHCR,5,24
2016,2,Golden kali_CHCR,8,52
2012,2,Hogo_CHCR,22,279
2012,2,Hogo_CHCR,36,647
2013,2,Hogo_CHCR,14,214
2013,2,Hogo_CHCR,36,620
2014,2,Hogo_CHCR,15,222
2014,2,Hogo_CHCR,26,507
2015,2,Hogo_CHCR,11,164
2015,2,Hogo_CHCR,22,381
2016,2,Hogo_CHCR,12,247
2016,2,Hogo_CHCR,20,311
2012,2,Kamanu_CHCR,14,524
2012,2,Kamanu_CHCR,5,82
2013,2,Kamanu_CHCR,17,599
2013,2,Kamanu_CHCR,5,143
2014,2,Kamanu_CHCR,31,1059
2014,2,Kamanu_CHCR,8,56
2015,2,Kamanu_CHCR,35,1441
2015,2,Kamanu_CHCR,13,221
2016,2,Kamanu_CHCR,31,1781
2016,2,Kamanu_CHCR,14,273
2012,2,Kupipi_CHCR,5,121
2012,2,Lae_CHCR,3,8
2013,2,Lae_CHCR,7,14
2015,2,Lae_CHCR,4,4
2012,2,Maomao_CHCR,4,1773
2013,2,Maomao_CHCR,4,672
2014,2,Maomao_CHCR,3,235
2015,2,Maomao_CHCR,3,464
2012,2,Mu_CHCR,7,115
2013,2,Mu_CHCR,4,181
2014,2,Mu_CHCR,3,28
2015,2,Mu_CHCR,3,71
2016,2,Mu_CHCR,5,97
2012,2,Nohu_CHCR,9,1047
2013,2,Nohu_CHCR,7,393
2014,2,Nohu_CHCR,8,237
2015,2,Nohu_CHCR,5,557
2016,2,Nohu_CHCR,4,466
2012,2,Oio_CHCR,7,402
2013,2,Oio_CHCR,7,1220
2014,2,Oio_CHCR,6,535
2015,2,Oio_CHCR,10,749
2016,2,Oio_CHCR,5,728
2012,2,Omilu_CHCR,28,1794
2012,2,Omilu_CHCR,8,664
2013,2,Omilu_CHCR,37,1124
2013,2,Omilu_CHCR,9,513
2014,2,Omilu_CHCR,29,1190
2014,2,Omilu_CHCR,10,312
2015,2,Omilu_CHCR,33,1630
2015,2,Omilu_CHCR,9,255
2016,2,Omilu_CHCR,29,1463
2016,2,Omilu_CHCR,16,495
2012,2,Papa ulua_CHCR,29,10354
2012,2,Papa ulua_CHCR,10,225
2013,2,Papa ulua_CHCR,26,5137
2013,2,Papa ulua_CHCR,19,400
2014,2,Papa ulua_CHCR,32,5391
2014,2,Papa ulua_CHCR,17,625
2015,2,Papa ulua_CHCR,34,7049
2015,2,Papa ulua_CHCR,13,591
2016,2,Papa ulua_CHCR,29,7379
2016,2,Papa ulua_CHCR,15,915
2012,2,Poopaa_CHCR,6,278
2013,2,Poopaa_CHCR,3,97
2014,2,Poopaa_CHCR,4,86
2015,2,Poopaa_CHCR,3,69
2016,2,Poopaa_CHCR,3,123
2012,2,Roi_CHCR,15,1516
2013,2,Roi_CHCR,14,979
2014,2,Roi_CHCR,5,382
2015,2,Roi_CHCR,5,343
2016,2,Roi_CHCR,4,1380
2012,2,Sasa ulua_CHCR,3,224
2013,2,Sasa ulua_CHCR,3,64
2016,2,Sasa ulua_CHCR,5,380
2012,2,Toau_CHCR,14,1844
2013,2,Toau_CHCR,8,147
2014,2,Toau_CHCR,10,42
2015,2,Toau_CHCR,9,1125
2016,2,Toau_CHCR,16,425
2014,2,Ulua-misc._CHCR,19,812
2014,2,Ulua-misc._CHCR,8,417
2015,2,Ulua-misc._CHCR,30,1343
2015,2,Ulua-misc._CHCR,8,286
2016,2,Ulua-misc._CHCR,5,114
2012,2,Aku_PMUS,141,41637
2012,2,Aku_PMUS,54,4782
2013,2,Aku_PMUS,135,50649
2013,2,Aku_PMUS,50,2859
2014,2,Aku_PMUS,141,30675
2014,2,Aku_PMUS,43,3029
2015,2,Aku_PMUS,117,26257
2015,2,Aku_PMUS,23,3458
2016,2,Aku_PMUS,92,24394
2016,2,Aku_PMUS,26,2002
2012,2,Bigeye tuna_PMUS,95,115316
2012,2,Bigeye tuna_PMUS,8,711
2013,2,Bigeye tuna_PMUS,84,98342
2013,2,Bigeye tuna_PMUS,5,1865
2014,2,Bigeye tuna_PMUS,78,89580
2014,2,Bigeye tuna_PMUS,3,347
2015,2,Bigeye tuna_PMUS,56,67217
2015,2,Bigeye tuna_PMUS,4,616
2016,2,Bigeye tuna_PMUS,48,23164
2016,2,Bigeye tuna_PMUS,6,418
2012,2,Blue marlin_PMUS,35,24581
2012,2,Blue marlin_PMUS,10,4545
2013,2,Blue marlin_PMUS,37,23198
2013,2,Blue marlin_PMUS,14,2782
2014,2,Blue marlin_PMUS,37,20979
2014,2,Blue marlin_PMUS,7,2466
2015,2,Blue marlin_PMUS,57,36568
2015,2,Blue marlin_PMUS,14,3284
2016,2,Blue marlin_PMUS,48,23483
2016,2,Blue marlin_PMUS,6,1108
2012,2,Kawakawa_PMUS,32,843
2012,2,Kawakawa_PMUS,45,1726
2013,2,Kawakawa_PMUS,21,589
2013,2,Kawakawa_PMUS,49,2066
2014,2,Kawakawa_PMUS,56,3195
2014,2,Kawakawa_PMUS,60,4696
2015,2,Kawakawa_PMUS,69,4540
2015,2,Kawakawa_PMUS,58,8698
2016,2,Kawakawa_PMUS,45,2485
2016,2,Kawakawa_PMUS,53,3399
2012,2,Keokeo_PMUS,3,7
2012,2,Mahimahi_PMUS,243,269318
2012,2,Mahimahi_PMUS,126,28115
2013,2,Mahimahi_PMUS,224,167682
2013,2,Mahimahi_PMUS,127,23014
2014,2,Mahimahi_PMUS,238,296034
2014,2,Mahimahi_PMUS,126,22952
2015,2,Mahimahi_PMUS,209,261324
2015,2,Mahimahi_PMUS,91,18414
2016,2,Mahimahi_PMUS,159,180910
2016,2,Mahimahi_PMUS,85,13052
2012,2,Monchong_PMUS,7,348
2012,2,Monchong_PMUS,14,684
2013,2,Monchong_PMUS,9,847
2013,2,Monchong_PMUS,9,289
2014,2,Monchong_PMUS,6,789
2014,2,Monchong_PMUS,10,590
2015,2,Monchong_PMUS,7,1014
2015,2,Monchong_PMUS,5,263
2016,2,Monchong_PMUS,10,1214
2016,2,Monchong_PMUS,10,1175
2012,2,Ono_PMUS,185,51366
2012,2,Ono_PMUS,77,8894
2013,2,Ono_PMUS,173,43145
2013,2,Ono_PMUS,73,8677
2014,2,Ono_PMUS,175,56185
2014,2,Ono_PMUS,87,12972
2015,2,Ono_PMUS,164,48066
2015,2,Ono_PMUS,80,8197
2016,2,Ono_PMUS,133,34824
2016,2,Ono_PMUS,62,7374
2012,2,S.N. spearfish_PMUS,29,2687
2012,2,S.N. spearfish_PMUS,3,84
2013,2,S.N. spearfish_PMUS,21,1854
2013,2,S.N. spearfish_PMUS,8,333
2014,2,S.N. spearfish_PMUS,18,1680
2014,2,S.N. spearfish_PMUS,8,216
2015,2,S.N. spearfish_PMUS,26,1482
2015,2,S.N. spearfish_PMUS,7,257
2016,2,S.N. spearfish_PMUS,26,3601
2016,2,S.N. spearfish_PMUS,6,212
2012,2,Sailfish_PMUS,3,100
2013,2,Sailfish_PMUS,4,225
2016,2,Sailfish_PMUS,4,148
2012,2,Striped marlin_PMUS,21,2862
2012,2,Striped marlin_PMUS,10,686
2013,2,Striped marlin_PMUS,14,1116
2014,2,Striped marlin_PMUS,26,3567
2014,2,Striped marlin_PMUS,7,371
2015,2,Striped marlin_PMUS,11,1283
2015,2,Striped marlin_PMUS,4,356
2016,2,Striped marlin_PMUS,18,2593
2016,2,Striped marlin_PMUS,4,354
2012,2,Tombo_PMUS,3,213
2014,2,Tombo_PMUS,3,408
2012,2,Tuna-misc._PMUS,12,274
2012,2,Tuna-misc._PMUS,10,303
2013,2,Tuna-misc._PMUS,10,215
2013,2,Tuna-misc._PMUS,10,157
2014,2,Tuna-misc._PMUS,8,100
2014,2,Tuna-misc._PMUS,15,438
2015,2,Tuna-misc._PMUS,5,106
2015,2,Tuna-misc._PMUS,7,177
2016,2,Tuna-misc._PMUS,7,200
2016,2,Tuna-misc._PMUS,13,327
2012,2,Walu_PMUS,3,99
2013,2,Walu_PMUS,3,443
2015,2,Walu_PMUS,4,141
2012,2,Yellowfin tuna_PMUS,167,209498
2012,2,Yellowfin tuna_PMUS,47,5717
2013,2,Yellowfin tuna_PMUS,126,106959
2013,2,Yellowfin tuna_PMUS,49,5198
2014,2,Yellowfin tuna_PMUS,141,139654
2014,2,Yellowfin tuna_PMUS,39,4130
2015,2,Yellowfin tuna_PMUS,117,133641
2015,2,Yellowfin tuna_PMUS,30,3850
2016,2,Yellowfin tuna_PMUS,112,134253
2016,2,Yellowfin tuna_PMUS,23,2670
2014,3,Butaguchi ulua_BMUS,4,148
2015,3,Butaguchi ulua_BMUS,5,48
2012,3,Ehu_BMUS,50,1688
2013,3,Ehu_BMUS,46,1239
2014,3,Ehu_BMUS,40,1520
2015,3,Ehu_BMUS,44,2204
2016,3,Ehu_BMUS,44,1974
2012,3,Gindai_BMUS,24,153
2013,3,Gindai_BMUS,19,103
2014,3,Gindai_BMUS,18,73
2015,3,Gindai_BMUS,16,158
2016,3,Gindai_BMUS,22,177
2012,3,Gunkan ulua_BMUS,6,194
2012,3,Hapuupuu_BMUS,19,500
2013,3,Hapuupuu_BMUS,24,398
2014,3,Hapuupuu_BMUS,21,450
2015,3,Hapuupuu_BMUS,22,803
2016,3,Hapuupuu_BMUS,21,625
2012,3,Kahala_BMUS,36,3901
2013,3,Kahala_BMUS,36,2798
2014,3,Kahala_BMUS,36,4912
2015,3,Kahala_BMUS,42,4182
2016,3,Kahala_BMUS,38,2440
2012,3,Kalekale_BMUS,24,305
2013,3,Kalekale_BMUS,28,406
2014,3,Kalekale_BMUS,26,848
2015,3,Kalekale_BMUS,29,890
2016,3,Kalekale_BMUS,25,614
2012,3,Lehi_BMUS,4,78
2013,3,Lehi_BMUS,8,116
2014,3,Lehi_BMUS,7,265
2015,3,Lehi_BMUS,3,40
2016,3,Lehi_BMUS,8,70
2012,3,Onaga_BMUS,46,3148
2013,3,Onaga_BMUS,40,3429
2014,3,Onaga_BMUS,42,4758
2015,3,Onaga_BMUS,36,3424
2016,3,Onaga_BMUS,36,3843
2012,3,Opakapaka_BMUS,50,5630
2013,3,Opakapaka_BMUS,50,9003
2014,3,Opakapaka_BMUS,47,17850
2015,3,Opakapaka_BMUS,44,11109
2016,3,Opakapaka_BMUS,46,9178
2012,3,Taape_BMUS,85,11731
2013,3,Taape_BMUS,75,16488
2014,3,Taape_BMUS,90,16895
2015,3,Taape_BMUS,77,19387
2016,3,Taape_BMUS,65,26832
2012,3,Uku_BMUS,75,7908
2013,3,Uku_BMUS,76,6848
2014,3,Uku_BMUS,88,7204
2015,3,Uku_BMUS,98,8370
2016,3,Uku_BMUS,59,7355
2012,3,White ulua_BMUS,76,7980
2013,3,White ulua_BMUS,66,5749
2014,3,White ulua_BMUS,53,3725
2015,3,White ulua_BMUS,57,4304
2016,3,White ulua_BMUS,48,1918
2012,3,Aawa_CHCR,41,1701
2013,3,Aawa_CHCR,45,1465
2014,3,Aawa_CHCR,49,1594
2015,3,Aawa_CHCR,39,1160
2016,3,Aawa_CHCR,30,1260
2012,3,Aholehole_CHCR,19,728
2013,3,Aholehole_CHCR,19,1245
2014,3,Aholehole_CHCR,19,554
2015,3,Aholehole_CHCR,17,3748
2016,3,Aholehole_CHCR,15,760
2012,3,Akule_CHCR,87,180677
2013,3,Akule_CHCR,88,154330
2014,3,Akule_CHCR,83,171809
2015,3,Akule_CHCR,86,290588
2016,3,Akule_CHCR,70,206894
2012,3,Alaihe_CHCR,21,390
2013,3,Alaihe_CHCR,25,368
2014,3,Alaihe_CHCR,17,246
2015,3,Alaihe_CHCR,5,74
2016,3,Alaihe_CHCR,5,27
2012,3,Amaama_CHCR,11,7048
2013,3,Amaama_CHCR,10,5708
2014,3,Amaama_CHCR,13,3754
2015,3,Amaama_CHCR,9,3947
2016,3,Amaama_CHCR,5,2379
2012,3,Api_CHCR,4,64
2013,3,Api_CHCR,4,84
2012,3,Aweoweo_CHCR,37,843
2013,3,Aweoweo_CHCR,48,1764
2014,3,Aweoweo_CHCR,50,1700
2015,3,Aweoweo_CHCR,47,2274
2016,3,Aweoweo_CHCR,35,1556
2012,3,Hahalalu_CHCR,32,9652
2013,3,Hahalalu_CHCR,30,20957
2014,3,Hahalalu_CHCR,28,37057
2015,3,Hahalalu_CHCR,16,6474
2016,3,Hahalalu_CHCR,17,13524
2012,3,Humuhumu_CHCR,11,725
2013,3,Humuhumu_CHCR,15,618
2014,3,Humuhumu_CHCR,8,460
2015,3,Humuhumu_CHCR,4,416
2016,3,Humuhumu_CHCR,5,387
2012,3,Kagami ulua_CHCR,6,89
2013,3,Kagami ulua_CHCR,4,18
2014,3,Kagami ulua_CHCR,8,74
2015,3,Kagami ulua_CHCR,7,98
2016,3,Kagami ulua_CHCR,6,34
2012,3,Kaku_CHCR,45,1037
2013,3,Kaku_CHCR,45,520
2014,3,Kaku_CHCR,30,569
2015,3,Kaku_CHCR,35,438
2016,3,Kaku_CHCR,20,214
2012,3,Kala_CHCR,40,35166
2013,3,Kala_CHCR,39,24982
2014,3,Kala_CHCR,37,24676
2015,3,Kala_CHCR,23,16625
2016,3,Kala_CHCR,24,12640
2012,3,Kawelea_CHCR,31,1548
2013,3,Kawelea_CHCR,29,1126
2014,3,Kawelea_CHCR,29,549
2015,3,Kawelea_CHCR,24,1251
2016,3,Kawelea_CHCR,16,512
2012,3,Kole_CHCR,8,65
2013,3,Kole_CHCR,12,346
2014,3,Kole_CHCR,7,660
2015,3,Kole_CHCR,10,291
2016,3,Kole_CHCR,3,128
2012,3,Kumu_CHCR,52,5512
2013,3,Kumu_CHCR,62,5069
2014,3,Kumu_CHCR,56,3351
2015,3,Kumu_CHCR,46,1955
2016,3,Kumu_CHCR,31,835
2012,3,Kupoupou_CHCR,5,17
2013,3,Kupoupou_CHCR,6,12
2014,3,Kupoupou_CHCR,5,10
2015,3,Kupoupou_CHCR,3,6
2012,3,Laenihi_CHCR,22,578
2013,3,Laenihi_CHCR,16,256
2014,3,Laenihi_CHCR,21,581
2015,3,Laenihi_CHCR,20,226
2016,3,Laenihi_CHCR,17,628
2012,3,Maiko_CHCR,19,2047
2013,3,Maiko_CHCR,23,3437
2014,3,Maiko_CHCR,13,1229
2015,3,Maiko_CHCR,10,350
2016,3,Maiko_CHCR,8,909
2012,3,Malu_CHCR,23,279
2013,3,Malu_CHCR,26,261
2014,3,Malu_CHCR,22,208
2015,3,Malu_CHCR,17,90
2016,3,Malu_CHCR,8,18
2012,3,Manini_CHCR,40,8512
2013,3,Manini_CHCR,43,9192
2014,3,Manini_CHCR,34,7632
2015,3,Manini_CHCR,35,6173
2016,3,Manini_CHCR,25,5061
2012,3,Menpachi_CHCR,85,13763
2013,3,Menpachi_CHCR,84,16521
2014,3,Menpachi_CHCR,88,12475
2015,3,Menpachi_CHCR,72,12904
2016,3,Menpachi_CHCR,59,13679
2012,3,Moana_CHCR,62,1198
2013,3,Moana_CHCR,67,1644
2014,3,Moana_CHCR,58,1243
2015,3,Moana_CHCR,54,609
2016,3,Moana_CHCR,38,447
2012,3,Moana kale_CHCR,43,507
2013,3,Moana kale_CHCR,49,599
2014,3,Moana kale_CHCR,52,1433
2015,3,Moana kale_CHCR,46,529
2016,3,Moana kale_CHCR,38,569
2012,3,Moi_CHCR,10,156
2013,3,Moi_CHCR,8,44
2014,3,Moi_CHCR,7,75
2015,3,Moi_CHCR,6,89
2016,3,Moi_CHCR,5,137
2012,3,Munu_CHCR,23,488
2013,3,Munu_CHCR,26,485
2014,3,Munu_CHCR,26,459
2015,3,Munu_CHCR,25,208
2016,3,Munu_CHCR,14,200
2012,3,Naenae_CHCR,32,8302
2013,3,Naenae_CHCR,36,7887
2014,3,Naenae_CHCR,25,7965
2015,3,Naenae_CHCR,22,4213
2016,3,Naenae_CHCR,17,3094
2012,3,Nenue_CHCR,36,22331
2013,3,Nenue_CHCR,39,21214
2014,3,Nenue_CHCR,30,9262
2015,3,Nenue_CHCR,17,10977
2016,3,Nenue_CHCR,21,5584
2012,3,Opelu_CHCR,82,65136
2013,3,Opelu_CHCR,84,76620
2014,3,Opelu_CHCR,73,60422
2015,3,Opelu_CHCR,50,61774
2016,3,Opelu_CHCR,29,32071
2012,3,Opelu kala_CHCR,22,2974
2013,3,Opelu kala_CHCR,17,4668
2014,3,Opelu kala_CHCR,16,1723
2015,3,Opelu kala_CHCR,9,2676
2016,3,Opelu kala_CHCR,3,2291
2013,3,Pakuikui (tang)_CHCR,3,21
2012,3,Palani_CHCR,46,30206
2013,3,Palani_CHCR,46,28256
2014,3,Palani_CHCR,46,27298
2015,3,Palani_CHCR,44,17107
2016,3,Palani_CHCR,31,19665
2012,3,Panuhunuhu_CHCR,10,101
2013,3,Panuhunuhu_CHCR,14,153
2014,3,Panuhunuhu_CHCR,12,171
2015,3,Panuhunuhu_CHCR,13,146
2016,3,Panuhunuhu_CHCR,4,103
2012,3,Panunu_CHCR,8,302
2013,3,Panunu_CHCR,10,181
2014,3,Panunu_CHCR,9,460
2015,3,Panunu_CHCR,8,494
2016,3,Panunu_CHCR,6,150
2012,3,Pualu_CHCR,22,11329
2013,3,Pualu_CHCR,19,6907
2014,3,Pualu_CHCR,22,4718
2015,3,Pualu_CHCR,17,3787
2016,3,Pualu_CHCR,11,3221
2012,3,Puhi black_CHCR,7,1134
2013,3,Puhi black_CHCR,4,1023
2014,3,Puhi black_CHCR,3,520
2015,3,Puhi black_CHCR,5,267
2016,3,Puhi black_CHCR,4,434
2012,3,Puhi eel-misc._CHCR,6,160
2013,3,Puhi eel-misc._CHCR,4,291
2014,3,Puhi eel-misc._CHCR,5,565
2015,3,Puhi eel-misc._CHCR,4,235
2016,3,Puhi eel-misc._CHCR,5,166
2012,3,Shark-misc._CHCR,12,2552
2013,3,Shark-misc._CHCR,8,1369
2014,3,Shark-misc._CHCR,7,1348
2015,3,Shark-misc._CHCR,3,2069
2016,3,Shark-misc._CHCR,6,2115
2016,3,Summer mullet_CHCR,3,477
2012,3,Uhu parrot-misc._CHCR,56,53864
2013,3,Uhu parrot-misc._CHCR,58,55115
2014,3,Uhu parrot-misc._CHCR,49,56044
2015,3,Uhu parrot-misc._CHCR,42,26341
2016,3,Uhu parrot-misc._CHCR,32,17966
2012,3,Umaumalei_CHCR,18,675
2013,3,Umaumalei_CHCR,19,1968
2014,3,Umaumalei_CHCR,13,919
2015,3,Umaumalei_CHCR,6,366
2016,3,Umaumalei_CHCR,6,1098
2013,3,Uouoa_CHCR,3,111
2012,3,Weke_CHCR,4,662
2012,3,Weke a'a_CHCR,29,4924
2013,3,Weke a'a_CHCR,37,3337
2014,3,Weke a'a_CHCR,29,3948
2015,3,Weke a'a_CHCR,20,3264
2016,3,Weke a'a_CHCR,20,4789
2012,3,Weke nono_CHCR,37,2971
2013,3,Weke nono_CHCR,37,2981
2014,3,Weke nono_CHCR,34,3546
2015,3,Weke nono_CHCR,36,2545
2016,3,Weke nono_CHCR,24,1615
2013,3,Weke pueo_CHCR,5,203
2012,3,Weke ula_CHCR,47,17576
2013,3,Weke ula_CHCR,46,22415
2014,3,Weke ula_CHCR,43,40946
2015,3,Weke ula_CHCR,39,42632
2016,3,Weke ula_CHCR,33,29670
2012,3,Ahaaha_CHCR,14,427
2013,3,Ahaaha_CHCR,16,233
2014,3,Ahaaha_CHCR,26,341
2015,3,Ahaaha_CHCR,13,194
2016,3,Ahaaha_CHCR,11,301
2012,3,Awa_CHCR,8,2165
2013,3,Awa_CHCR,9,667
2014,3,Awa_CHCR,12,1518
2015,3,Awa_CHCR,10,2068
2016,3,Awa_CHCR,6,397
2012,3,Awaawa_CHCR,18,1509
2013,3,Awaawa_CHCR,16,1231
2014,3,Awaawa_CHCR,15,689
2015,3,Awaawa_CHCR,10,374
2016,3,Awaawa_CHCR,5,336
2012,3,Aweoweo (deepsea)_CHCR,3,20
2013,3,Aweoweo (deepsea)_CHCR,4,55
2014,3,Aweoweo (deepsea)_CHCR,3,117
2015,3,Aweoweo (deepsea)_CHCR,6,131
2016,3,Aweoweo (deepsea)_CHCR,7,78
2013,3,Barred jack_CHCR,4,32
2016,3,Barred jack_CHCR,3,67
2012,3,Dobe ulua_CHCR,8,6709
2013,3,Dobe ulua_CHCR,10,1130
2014,3,Dobe ulua_CHCR,11,3519
2015,3,Dobe ulua_CHCR,7,814
2016,3,Dobe ulua_CHCR,3,312
2012,3,Ea (wrasse)_CHCR,8,142
2013,3,Ea (wrasse)_CHCR,4,18
2015,3,Ea (wrasse)_CHCR,5,42
2016,3,Ea (wrasse)_CHCR,3,3
2012,3,Golden kali_CHCR,5,16
2013,3,Golden kali_CHCR,9,39
2014,3,Golden kali_CHCR,6,27
2015,3,Golden kali_CHCR,9,48
2016,3,Golden kali_CHCR,4,18
2012,3,Hinalea_CHCR,9,36
2013,3,Hinalea_CHCR,13,46
2014,3,Hinalea_CHCR,6,25
2015,3,Hinalea_CHCR,4,21
2016,3,Hinalea_CHCR,3,1
2012,3,Hogo_CHCR,30,510
2013,3,Hogo_CHCR,21,214
2014,3,Hogo_CHCR,22,193
2015,3,Hogo_CHCR,20,347
2016,3,Hogo_CHCR,17,361
2012,3,Iheihe_CHCR,3,87
2014,3,Iheihe_CHCR,3,142
2012,3,Kamanu_CHCR,7,201
2013,3,Kamanu_CHCR,9,110
2014,3,Kamanu_CHCR,14,159
2015,3,Kamanu_CHCR,11,125
2016,3,Kamanu_CHCR,19,167
2013,3,Kupipi_CHCR,3,5
2012,3,Lae_CHCR,20,429
2013,3,Lae_CHCR,23,358
2014,3,Lae_CHCR,28,235
2015,3,Lae_CHCR,16,118
2016,3,Lae_CHCR,5,80
2012,3,Maomao_CHCR,22,1110
2013,3,Maomao_CHCR,20,1465
2014,3,Maomao_CHCR,18,645
2015,3,Maomao_CHCR,16,367
2016,3,Maomao_CHCR,14,259
2012,3,Mu_CHCR,20,3539
2013,3,Mu_CHCR,30,3699
2014,3,Mu_CHCR,28,3101
2015,3,Mu_CHCR,27,1497
2016,3,Mu_CHCR,22,1356
2012,3,Nohu_CHCR,12,378
2013,3,Nohu_CHCR,16,423
2014,3,Nohu_CHCR,13,185
2015,3,Nohu_CHCR,6,71
2016,3,Nohu_CHCR,3,126
2012,3,Nunu_CHCR,15,130
2013,3,Nunu_CHCR,13,138
2014,3,Nunu_CHCR,14,211
2015,3,Nunu_CHCR,9,121
2016,3,Nunu_CHCR,8,60
2012,3,Oio_CHCR,32,10160
2013,3,Oio_CHCR,28,9901
2014,3,Oio_CHCR,25,5480
2015,3,Oio_CHCR,25,6729
2016,3,Oio_CHCR,16,4322
2012,3,Olililepa_CHCR,9,2601
2013,3,Olililepa_CHCR,13,755
2014,3,Olililepa_CHCR,9,1340
2015,3,Olililepa_CHCR,6,594
2016,3,Olililepa_CHCR,3,217
2012,3,Omaka_CHCR,5,28
2012,3,Omilu_CHCR,57,2113
2013,3,Omilu_CHCR,41,1611
2014,3,Omilu_CHCR,50,3573
2015,3,Omilu_CHCR,44,1601
2016,3,Omilu_CHCR,36,1172
2012,3,Oopuhue_CHCR,5,1054
2012,3,Pakii_CHCR,4,10
2013,3,Pakii_CHCR,3,14
2014,3,Pakii_CHCR,3,18
2012,3,Paopao ulua_CHCR,5,864
2013,3,Paopao ulua_CHCR,6,941
2014,3,Paopao ulua_CHCR,5,187
2016,3,Paopao ulua_CHCR,4,108
2012,3,Papa ulua_CHCR,26,441
2013,3,Papa ulua_CHCR,24,452
2014,3,Papa ulua_CHCR,37,976
2015,3,Papa ulua_CHCR,26,493
2016,3,Papa ulua_CHCR,22,427
2012,3,Poopaa_CHCR,26,430
2013,3,Poopaa_CHCR,33,1377
2014,3,Poopaa_CHCR,15,614
2015,3,Poopaa_CHCR,13,68
2016,3,Poopaa_CHCR,11,578
2012,3,Puhi white_CHCR,5,242
2013,3,Puhi white_CHCR,3,293
2014,3,Puhi white_CHCR,3,367
2015,3,Puhi white_CHCR,4,155
2012,3,Roi_CHCR,24,2930
2013,3,Roi_CHCR,23,2015
2014,3,Roi_CHCR,16,782
2015,3,Roi_CHCR,20,572
2016,3,Roi_CHCR,13,436
2012,3,Sasa ulua_CHCR,11,387
2013,3,Sasa ulua_CHCR,8,191
2014,3,Sasa ulua_CHCR,4,70
