category,family,species
reef,Polynemidae,Moi
reef,Polynemidae,Moi
reef,Polynemidae,Moi
reef,Polynemidae,Moi
reef,Polynemidae,Moi
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
pel_other,Bramidae,Monchong
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Lethrinidae,Mu
reef,Mullidae,Munu
reef,Mullidae,Munu
reef,Mullidae,Munu
reef,Mullidae,Munu
reef,Mullidae,Munu
reef,Mullidae,Munu
reef,Mullidae,Munu
reef,Mullidae,Munu
reef,Mullidae,Munu
reef,Mullidae,Munu
reef,Mullidae,Munu
reef,Mullidae,Munu
reef,Mullidae,Munu
reef,Mullidae,Munu
reef,Acanthuridae,Naenae
reef,Acanthuridae,Naenae
reef,Acanthuridae,Naenae
reef,Acanthuridae,Naenae
reef,Acanthuridae,Naenae
reef,Acanthuridae,Naenae
reef,Acanthuridae,Naenae
reef,Acanthuridae,Naenae
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Kyphosidae,Nenue
reef,Scorpaenidae,Nohu
reef,Scorpaenidae,Nohu
reef,Scorpaenidae,Nohu
reef,Scorpaenidae,Nohu
reef,Scorpaenidae,Nohu
reef,Scorpaenidae,Nohu
reef,Scorpaenidae,Nohu
reef,Scorpaenidae,Nohu
reef,Scorpaenidae,Nohu
reef,Scorpaenidae,Nohu
reef,Scorpaenidae,Nohu
reef,Scorpaenidae,Nohu
reef,Scorpaenidae,Nohu
reef,Scorpaenidae,Nohu
reef,Scorpaenidae,Nohu
reef,Aulostamidae,Nunu
reef,Aulostamidae,Nunu
reef,Aulostamidae,Nunu
reef,Aulostamidae,Nunu
reef,Aulostamidae,Nunu
reef,Aulostamidae,Nunu
reef,Aulostamidae,Nunu
reef,Aulostamidae,Nunu
reef,Albulidae,Oio
reef,Albulidae,Oio
reef,Albulidae,Oio
reef,Albulidae,Oio
reef,Albulidae,Oio
reef,Albulidae,Oio
reef,Albulidae,Oio
reef,Albulidae,Oio
reef,Albulidae,Oio
reef,Albulidae,Oio
reef,Albulidae,Oio
reef,Albulidae,Oio
reef,Albulidae,Oio
reef,Albulidae,Oio
reef,Albulidae,Oio
reef,Monacanthidae,Olililepa
reef,Monacanthidae,Olililepa
reef,Monacanthidae,Olililepa
reef,Monacanthidae,Olililepa
reef,Monacanthidae,Olililepa
reef,Monacanthidae,Olililepa
reef,Monacanthidae,Olililepa
coastal_pelagics,Carangidae,Omaka
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
coastal_pelagics,Carangidae,Omilu
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
pel_other,Scombridae,Ono
reef,Diodontidae,Oopuhue
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
pel_other,Lampridae,Opah
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Scombridae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
coastal_pelagics,Carangidae,Opelu
reef,Acanthuridae,Opelu kala
reef,Acanthuridae,Opelu kala
reef,Acanthuridae,Opelu kala
reef,Acanthuridae,Opelu kala
reef,Acanthuridae,Opelu kala
reef,Acanthuridae,Opelu kala
reef,Acanthuridae,Opelu kala
reef,Acanthuridae,Opelu kala
reef,Acanthuridae,Opelu kala
reef,Acanthuridae,Opelu kala
reef,Acanthuridae,Opelu kala
reef,Acanthuridae,Opelu kala
reef,Acanthuridae,Opelu kala
reef,Acanthuridae,Opelu kala
reef,Acanthuridae,Opelu kala
reef,Carangidae,Opelu mama
reef,Carangidae,Opelu mama
reef,Bothidae,Pakii
reef,Bothidae,Pakii
reef,Bothidae,Pakii
reef,Acanthuridae,Pakuikui (tang)
reef,Acanthuridae,Pakuikui (tang)
reef,Acanthuridae,Pakuikui (tang)
reef,Acanthuridae,Pakuikui (tang)
reef,Acanthuridae,Pakuikui (tang)
reef,Acanthuridae,Pakuikui (tang)
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Acanthuridae,Palani
reef,Scaridae,Panuhunuhu
reef,Scaridae,Panuhunuhu
reef,Scaridae,Panuhunuhu
reef,Scaridae,Panuhunuhu
reef,Scaridae,Panuhunuhu
reef,Scaridae,Panuhunuhu
reef,Scaridae,Panuhunuhu
reef,Scaridae,Panuhunuhu
reef,Scaridae,Panunu
reef,Scaridae,Panunu
reef,Scaridae,Panunu
reef,Scaridae,Panunu
reef,Scaridae,Panunu
reef,Scaridae,Panunu
coastal_pelagics,Carangidae,Paopao ulua
coastal_pelagics,Carangidae,Paopao ulua
coastal_pelagics,Carangidae,Paopao ulua
coastal_pelagics,Carangidae,Paopao ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
coastal_pelagics,Carangidae,Papa ulua
reef,Cirrhitidae,Poopaa
reef,Cirrhitidae,Poopaa
reef,Cirrhitidae,Poopaa
reef,Cirrhitidae,Poopaa
reef,Cirrhitidae,Poopaa
reef,Cirrhitidae,Poopaa
reef,Cirrhitidae,Poopaa
reef,Cirrhitidae,Poopaa
reef,Cirrhitidae,Poopaa
reef,Cirrhitidae,Poopaa
reef,Cirrhitidae,Poopaa
reef,Cirrhitidae,Poopaa
reef,Cirrhitidae,Poopaa
reef,Cirrhitidae,Poopaa
reef,Cirrhitidae,Poopaa
reef,Labridae,Poou
reef,Labridae,Poou
reef,Acanthuridae,Pualu
reef,Acanthuridae,Pualu
reef,Acanthuridae,Pualu
reef,Acanthuridae,Pualu
reef,Acanthuridae,Pualu
reef,Acanthuridae,Pualu
reef,Acanthuridae,Pualu
reef,Acanthuridae,Pualu
reef,Acanthuridae,Pualu
reef,Acanthuridae,Pualu
reef,Acanthuridae,Pualu
reef,Acanthuridae,Pualu
reef,Acanthuridae,Pualu
reef,Acanthuridae,Pualu
reef,Acanthuridae,Pualu
reef,Muraenidae,Puhi black
reef,Muraenidae,Puhi black
reef,Muraenidae,Puhi black
reef,Muraenidae,Puhi black
reef,Muraenidae,Puhi black
reef,Muraenidae,Puhi eel-misc.
reef,Muraenidae,Puhi eel-misc.
reef,Muraenidae,Puhi eel-misc.
reef,Muraenidae,Puhi eel-misc.
reef,Muraenidae,Puhi eel-misc.
reef,Muraenidae,Puhi eel-misc.
reef,Congridae,Puhi white
reef,Congridae,Puhi white
reef,Congridae,Puhi white
reef,Congridae,Puhi white
reef,Lutjanidae,Randall's snapper
reef,Lutjanidae,Randall's snapper
reef,Serranidae,Roi
reef,Serranidae,Roi
reef,Serranidae,Roi
reef,Serranidae,Roi
reef,Serranidae,Roi
reef,Serranidae,Roi
reef,Serranidae,Roi
reef,Serranidae,Roi
reef,Serranidae,Roi
reef,Serranidae,Roi
reef,Serranidae,Roi
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
pel_other,Istiophoridae,Sailfish
coastal_pelagics,Carangidae,Sasa ulua
coastal_pelagics,Carangidae,Sasa ulua
coastal_pelagics,Carangidae,Sasa ulua
coastal_pelagics,Carangidae,Sasa ulua
coastal_pelagics,Carangidae,Sasa ulua
coastal_pelagics,Carangidae,Sasa ulua
coastal_pelagics,Carangidae,Sasa ulua
coastal_pelagics,Carangidae,Sasa ulua
coastal_pelagics,Carangidae,Sasa ulua
coastal_pelagics,Carangidae,Sasa ulua
coastal_pelagics,Carangidae,Sasa ulua
coastal_pelagics,Carangidae,Sasa ulua
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Carcharhinidae,Shark-misc.
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Shortbill spearfish
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
pel_other,Istiophoridae,Striped marln
reef,Mugilidae,Summer mullet
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
pel_other,Xiphiidae,Swordfish
reef,Cichlidae,Tilapia
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
reef,Lutjanidae,Toau
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
tunas,Scombridae,Tombo
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
reef,Scaridae,Uhu parrot-misc.
coastal_pelagics,Carangidae,Ulua-misc.
coastal_pelagics,Carangidae,Ulua-misc.
coastal_pelagics,Carangidae,Ulua-misc.
coastal_pelagics,Carangidae,Ulua-misc.
coastal_pelagics,Carangidae,Ulua-misc.
coastal_pelagics,Carangidae,Ulua-misc.
coastal_pelagics,Carangidae,Ulua-misc.
coastal_pelagics,Carangidae,Ulua-misc.
coastal_pelagics,Carangidae,Ulua-misc.
coastal_pelagics,Carangidae,Ulua-misc.
coastal_pelagics,Carangidae,Ulua-misc.
coastal_pelagics,Carangidae,Ulua-misc.
reef,Acanthuridae,Umaumalei
reef,Acanthuridae,Umaumalei
reef,Acanthuridae,Umaumalei
reef,Acanthuridae,Umaumalei
reef,Acanthuridae,Umaumalei
reef,Acanthuridae,Umaumalei
reef,Acanthuridae,Umaumalei
reef,Acanthuridae,Umaumalei
reef,Acanthuridae,Umaumalei
reef,Acanthuridae,Umaumalei
reef,Acanthuridae,Umaumalei
reef,Acanthuridae,Umaumalei
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
pel_other,,Unclassified
pel_other,,Unclassified
pel_other,,Unclassified
pel_other,,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
pel_other,,Unclassified
pel_other,,Unclassified
pel_other,,Unclassified
pel_other,,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
pel_other,,Unclassified
pel_other,,Unclassified
pel_other,,Unclassified
pel_other,,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
tunas,Scombridae,Unclassified
pel_other,,Unclassified
pel_other,,Unclassified
pel_other,,Unclassified
pel_other,,Unclassified
reef,Mugilidae,Uouoa
reef,Mugilidae,Uouoa
reef,Mugilidae,Uouoa
reef,Mugilidae,Uouoa
reef,Mugilidae,Uouoa
reef,Mugilidae,Uouoa
reef,Lutjanidae,Wahanui
reef,Lutjanidae,Wahanui
reef,Lutjanidae,Wahanui
reef,Lutjanidae,Wahanui
reef,Lutjanidae,Wahanui
reef,Lutjanidae,Wahanui
reef,Lutjanidae,Wahanui
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
pel_other,Exocoetidae,Walu
reef,Mullidae,Weke
reef,Mullidae,Weke a'a
reef,Mullidae,Weke a'a
reef,Mullidae,Weke a'a
reef,Mullidae,Weke a'a
reef,Mullidae,Weke a'a
reef,Mullidae,Weke a'a
reef,Mullidae,Weke a'a
reef,Mullidae,Weke a'a
reef,Mullidae,Weke a'a
reef,Mullidae,Weke a'a
reef,Mullidae,Weke a'a
reef,Mullidae,Weke a'a
reef,Mullidae,Weke a'a
reef,Mullidae,Weke a'a
reef,Mullidae,Weke a'a
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke nono
reef,Mullidae,Weke pueo
reef,Mullidae,Weke pueo
reef,Mullidae,Weke pueo
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
reef,Mullidae,Weke ula
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
tunas,Scombridae,Yellowfin tuna
