"rgn_id","habitat","prop_score"
1,"reef",0.165
2,"reef",0.32
3,"reef",0.259
4,"reef",0.241
1,"beach",0
2,"beach",0.002
3,"beach",0.001
4,"beach",0.001
1,"wetlands",0
2,"wetlands",0.006
3,"wetlands",0.004
4,"wetlands",0.002
