time,longitude,latitude,location_id,location_name,number_concentration_of_enterococcus_in_sea_water,number_concentration_of_clostridium_perfringens_in_sea_water,sea_water_quality_alert,sea_water_temperature,sea_water_salinity,sea_water_turbidity,sea_water_ph_reported_on_total_scale,mass_concentration_of_oxygen_in_sea_water,fractional_saturation_of_oxygen_in_sea_water
2015-09-16T20:10:00Z,-155.96703,19.579323,1203,Kahaluu Beach Park,75,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-16T20:35:00Z,-159.67061,21.953472,840,Waimea Bay Landing,344,8,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-16T20:50:00Z,-155.99669,19.63956,1205,Kailua Pier Sta. A-1,64,8,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-16T21:05:00Z,-155.99744,19.639536,1208,Kailua Pier Sta. D,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-16T22:00:00Z,-155.88766,19.914223,1236,Anaehoomalu Bay,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-16T22:35:00Z,-155.84569,19.968666,1222,Puako Middle of Lot,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-16T23:50:00Z,-155.82446,20.027512,1246,Pelekane,271,2,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-17T10:00:00Z,-159.56683,22.220583,803,Haena Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-17T10:00:00Z,-159.58345,22.220638,835,Kee Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-17T20:08:00Z,-159.4985,22.207306,805,Hanalei Bay Pavilion,10,9,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-17T20:35:00Z,-155.90694,19.183556,1220,Milolii,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-17T20:44:00Z,-159.42792,22.216417,811,Kalihiwai Bay Beach Park,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-17T21:14:00Z,-159.30475,22.098557,813,Kealia Beach Park,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-17T21:58:00Z,-159.33472,22.04139,825,Lydgate Park,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-17T22:00:00Z,-155.90118,19.382618,1209,Kauhako Bay - Hookena,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-17T22:45:00Z,-155.9114,19.421453,1244,Honaunau Bay - 2 Step,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-17T23:50:00Z,-155.97662,19.606424,1235,Banyan's Surfing Area,42,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T15:46:00Z,-156.43584,20.903078,677,Kanaha Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T16:03:00Z,-156.4714,20.891136,654,Hukilau Hotel Shoreline,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T16:22:00Z,-156.40334,20.91308,700,Spreckelsville Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T16:53:00Z,-156.50307,20.7964,687,Maalaea Condos,10,3,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T17:28:00Z,-156.68916,20.910017,693,Hanakaoo,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T17:45:00Z,-157.8395,21.281519,155,"Kahanamoku Beach, Waikiki",478,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T17:46:00Z,-156.65279,20.842241,694,Launiupoko,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T18:05:00Z,-157.8279,21.276657,238,"Moana Beach, Waikiki",10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T18:20:00Z,-157.82303,21.271482,161,"Kuhio Beach, Waikiki",42,2,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T18:30:00Z,-157.82204,21.263554,228,Sans Souci,10,11,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T18:43:00Z,-156.44917,20.72474,681,Kamaole Beach #1,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T18:56:00Z,-156.44667,20.713614,683,Kamaole Beach #3,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T19:00:00Z,-157.84622,21.283056,222,Ala Moana Lagoon,20,7,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T19:13:00Z,-156.44333,20.681406,691,Wailea Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T19:15:00Z,-157.84616,21.287458,154,"Ala Moana Park, D.H.",10,5,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-21T19:25:00Z,-157.84982,21.289448,153,"Ala Moana Park, Center",42,4,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-22T18:20:00Z,-157.69655,21.271523,201,Hanauma Beach Park,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-22T18:45:00Z,-157.67279,21.285646,200,Sandy Beach Pt. No. 1,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-22T19:10:00Z,-157.66052,21.312021,216,Makapuu,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-22T19:30:00Z,-157.69342,21.33246,197,Waimanalo Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-22T20:15:00Z,-157.71492,21.39196,194,Lanikai Beach Shoreline,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-22T20:35:00Z,-157.72786,21.398495,193,Kailua Beach Park,10,1,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-23T16:43:00Z,-156.69502,20.924744,666,Sheraton Kaanapali Shoreline,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-23T16:57:00Z,-156.68611,20.904455,678,Wahikuli Beach,20,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-23T17:10:00Z,-156.66344,20.854721,727,Puamana,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-23T17:22:00Z,-156.62279,20.808914,663,Olowalu Shore Front,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-23T17:38:00Z,-156.58195,20.794453,698,Ukumehame Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-23T20:20:00Z,-155.96703,19.579323,1203,Kahaluu Beach Park,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-23T21:05:00Z,-155.99669,19.63956,1205,Kailua Pier Sta. A-1,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-23T21:25:00Z,-155.99744,19.639536,1208,Kailua Pier Sta. D,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-23T22:20:00Z,-156.0525,19.719212,1237,OTEC,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-23T23:10:00Z,-155.88766,19.914223,1236,Anaehoomalu Bay,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-23T23:45:00Z,-155.84569,19.968666,1222,Puako Middle of Lot,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T15:42:00Z,-156.43584,20.903078,677,Kanaha Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T15:59:00Z,-156.4714,20.891136,654,Hukilau Hotel Shoreline,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T16:18:00Z,-156.40334,20.91308,700,Spreckelsville Beach,20,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T16:47:00Z,-156.50307,20.7964,687,Maalaea Condos,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T17:24:00Z,-156.68916,20.910017,693,Hanakaoo,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T17:40:00Z,-156.65279,20.842241,694,Launiupoko,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T18:31:00Z,-156.44917,20.72474,681,Kamaole Beach #1,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T18:43:00Z,-156.44667,20.713614,683,Kamaole Beach #3,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T18:53:00Z,-159.4985,22.207306,805,Hanalei Bay Pavilion,42,5,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T19:01:00Z,-156.44333,20.681406,691,Wailea Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T19:53:00Z,-159.33472,22.04139,825,Lydgate Park,87,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T20:15:00Z,-155.96158,19.5619,1213,Keauhou Bay,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T20:22:00Z,-159.35062,21.960417,809,Kalapaki Beach Park,10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T21:00:00Z,-159.45406,21.87325,819,Poipu Beach Pavilion,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T21:00:00Z,-155.99481,19.639668,1204,Kailua Pier Sta. A,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T21:35:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T21:35:00Z,-156.04486,19.695583,1253,Pine Trees,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T22:15:00Z,-156.04434,19.784544,1241,Kona Coast Beach Park,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-24T22:55:00Z,-156.00667,19.810223,1252,Kua Bay,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T16:32:00Z,-156.63834,21.013058,707,Honolua Bay,1652,16,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T16:52:00Z,-156.64256,21.01111,721,Mokuleia,31,1,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T17:21:00Z,-156.65895,21.004057,722,Oneloa,75,2,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T17:50:00Z,-156.66742,20.994223,723,Napili,10,1,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T18:03:00Z,-156.67308,20.981968,692,Kaopala Bay,20,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T18:15:00Z,-156.6814,20.967083,724,Pohaku,53,1,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T18:25:00Z,-156.68648,20.955278,725,Honokowai,10,1,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T18:34:00Z,-159.4985,22.207306,805,Hanalei Bay Pavilion,99,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T18:39:00Z,-156.69244,20.941269,733,Kahekili/Airport 2,42,1,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T19:14:00Z,-156.69395,20.929588,734,Black Rock,10,2,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T19:28:00Z,-159.33472,22.04139,825,Lydgate Park,20,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T19:31:00Z,-156.69502,20.924744,666,Sheraton Kaanapali Shoreline,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T19:48:00Z,-156.68916,20.910017,693,Hanakaoo,324,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T19:56:00Z,-159.35062,21.960417,809,Kalapaki Beach Park,10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T20:46:00Z,-159.45406,21.87325,819,Poipu Beach Pavilion,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T21:20:00Z,-155.01335,19.735847,1136,Richardson Ocean Center,10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T21:35:00Z,-155.02806,19.733904,1114,Keaukaha Beach - 4 Miles,20,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T21:36:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-28T21:50:00Z,-155.03752,19.737783,1126,Onekahakaha Beach Swimming Area,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T15:40:00Z,-156.43584,20.903078,677,Kanaha Beach,20,3,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T15:56:00Z,-156.4714,20.891136,654,Hukilau Hotel Shoreline,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T16:15:00Z,-156.40334,20.91308,700,Spreckelsville Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T16:41:00Z,-156.50307,20.7964,687,Maalaea Condos,124,1,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T17:15:00Z,-156.68916,20.910017,693,Hanakaoo,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T17:34:00Z,-156.65279,20.842241,694,Launiupoko,75,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T18:20:00Z,-156.44917,20.72474,681,Kamaole Beach #1,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T18:32:00Z,-156.44667,20.713614,683,Kamaole Beach #3,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T18:49:00Z,-156.44333,20.681406,691,Wailea Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T19:34:00Z,-159.35062,21.960417,809,Kalapaki Beach Park,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T20:20:00Z,-159.45406,21.87325,819,Poipu Beach Pavilion,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T20:29:00Z,-159.45105,21.873,802,Brennecke Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T20:50:00Z,-155.86047,19.955917,1249,Holoholokai Beach Park,42,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T21:15:00Z,-155.86111,19.952723,1250,Pauoa Bay,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T21:16:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T22:02:00Z,-159.77742,22.008194,842,Pacific Missile Range Facility,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T22:10:00Z,-155.8251,20.00361,1243,Mauna Kea Beach South End,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T22:33:00Z,-159.67061,21.953472,840,Waimea Bay Landing,384,4,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T23:05:00Z,-155.8228,20.024029,1225,Spencer Beach Park,111,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-30T23:25:00Z,-155.82979,20.031464,1238,Kawaihae LST Landing,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T10:00:00Z,-156.44917,20.72474,681,Kamaole Beach #1,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T10:00:00Z,-156.44667,20.713614,683,Kamaole Beach #3,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T10:00:00Z,-156.44333,20.681406,691,Wailea Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T15:44:00Z,-156.43584,20.903078,677,Kanaha Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T16:02:00Z,-156.4714,20.891136,654,Hukilau Hotel Shoreline,10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T16:19:00Z,-156.40334,20.91308,700,Spreckelsville Beach,10,6,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T16:48:00Z,-156.50307,20.7964,687,Maalaea Condos,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T17:23:00Z,-156.68916,20.910017,693,Hanakaoo,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T17:40:00Z,-157.8395,21.281519,155,"Kahanamoku Beach, Waikiki",192,21,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T17:43:00Z,-156.65279,20.842241,694,Launiupoko,75,4,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T17:55:00Z,-157.8279,21.276657,238,"Moana Beach, Waikiki",42,1,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T18:10:00Z,-157.82303,21.271482,161,"Kuhio Beach, Waikiki",344,1,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T18:25:00Z,-157.82204,21.263554,228,Sans Souci,10,2,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T18:48:00Z,-159.58345,22.220638,835,Kee Beach,10,3,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T18:55:00Z,-157.84622,21.283056,222,Ala Moana Lagoon,10,1,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T19:01:00Z,-159.56683,22.220583,803,Haena Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T19:10:00Z,-157.84616,21.287458,154,"Ala Moana Park, D.H.",10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T19:20:00Z,-157.84982,21.289448,153,"Ala Moana Park, Center",53,5,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T19:29:00Z,-159.4985,22.207306,805,Hanalei Bay Pavilion,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T20:09:00Z,-159.42792,22.216417,811,Kalihiwai Bay Beach Park,42,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T20:43:00Z,-159.30475,22.098557,813,Kealia Beach Park,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T21:10:00Z,-159.33472,22.04139,825,Lydgate Park,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T15:50:00Z,-156.43584,20.903078,677,Kanaha Beach,10,3,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T16:10:00Z,-156.4714,20.891136,654,Hukilau Hotel Shoreline,10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T16:30:00Z,-156.40334,20.91308,700,Spreckelsville Beach,10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T17:02:00Z,-156.50307,20.7964,687,Maalaea Condos,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T17:38:00Z,-156.68916,20.910017,693,Hanakaoo,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T17:50:00Z,-157.8395,21.281519,155,"Kahanamoku Beach, Waikiki",10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T17:53:00Z,-157.69655,21.271523,201,Hanauma Beach Park,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T17:56:00Z,-156.65279,20.842241,694,Launiupoko,20,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T18:10:00Z,-157.67279,21.285646,200,Sandy Beach Pt. No. 1,10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T18:10:00Z,-157.8279,21.276657,238,"Moana Beach, Waikiki",10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T18:19:00Z,-159.4985,22.207306,805,Hanalei Bay Pavilion,20,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T18:20:00Z,-157.82303,21.271482,161,"Kuhio Beach, Waikiki",20,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T18:30:00Z,-157.66052,21.312021,216,Makapuu,20,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T18:30:00Z,-157.82204,21.263554,228,Sans Souci,10,10,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T18:47:00Z,-156.44917,20.72474,681,Kamaole Beach #1,20,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T18:52:00Z,-157.69342,21.33246,197,Waimanalo Beach,10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T18:59:00Z,-156.44667,20.713614,683,Kamaole Beach #3,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T19:00:00Z,-157.84622,21.283056,222,Ala Moana Lagoon,178,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T19:15:00Z,-157.84616,21.287458,154,"Ala Moana Park, D.H.",10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T19:15:00Z,-159.33472,22.04139,825,Lydgate Park,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T19:16:00Z,-156.44333,20.681406,691,Wailea Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T19:25:00Z,-157.84982,21.289448,153,"Ala Moana Park, Center",10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T19:25:00Z,-157.72786,21.398495,193,Kailua Beach Park,20,3,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T19:41:00Z,-159.35062,21.960417,809,Kalapaki Beach Park,10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T19:45:00Z,-157.71492,21.39196,194,Lanikai Beach Shoreline,31,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T20:19:00Z,-159.45406,21.87325,819,Poipu Beach Pavilion,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T20:57:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,31,14,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T21:00:00Z,-155.01335,19.735847,1136,Richardson Ocean Center,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T21:20:00Z,-155.02806,19.733904,1114,Keaukaha Beach - 4 Miles,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-05T21:35:00Z,-155.03752,19.737783,1126,Onekahakaha Beach Swimming Area,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T16:31:00Z,-156.63834,21.013058,707,Honolua Bay,429,9,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T16:44:00Z,-156.64256,21.01111,721,Mokuleia,10,1,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T17:07:00Z,-156.65895,21.004057,722,Oneloa,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T17:30:00Z,-156.66742,20.994223,723,Napili,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T17:41:00Z,-156.67308,20.981968,692,Kaopala Bay,10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T17:49:00Z,-156.6814,20.967083,724,Pohaku,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T17:49:00Z,-159.35062,21.960417,809,Kalapaki Beach Park,20,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T17:57:00Z,-156.68648,20.955278,725,Honokowai,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T18:26:00Z,-159.45406,21.87325,819,Poipu Beach Pavilion,10,6,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T18:51:00Z,-159.45105,21.873,802,Brennecke Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T19:27:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,5,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T20:00:00Z,-155.96703,19.579323,1203,Kahaluu Beach Park,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T20:24:00Z,-159.67061,21.953472,840,Waimea Bay Landing,238,1,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T20:25:00Z,-155.97212,19.594566,1215,Magic Sands,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T21:00:00Z,-155.99669,19.63956,1205,Kailua Pier Sta. A-1,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T21:15:00Z,-155.99744,19.639536,1208,Kailua Pier Sta. D,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T22:10:00Z,-155.88766,19.914223,1236,Anaehoomalu Bay,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-07T22:55:00Z,-155.84569,19.968666,1222,Puako Middle of Lot,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T15:41:00Z,-156.43584,20.903078,677,Kanaha Beach,10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T16:00:00Z,-156.4714,20.891136,654,Hukilau Hotel Shoreline,10,3,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T16:19:00Z,-156.40334,20.91308,700,Spreckelsville Beach,31,4,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T16:49:00Z,-156.50307,20.7964,687,Maalaea Condos,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T17:23:00Z,-156.68916,20.910017,693,Hanakaoo,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T17:40:00Z,-156.65279,20.842241,694,Launiupoko,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T18:43:00Z,-159.58345,22.220638,835,Kee Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T18:44:00Z,-156.44917,20.72474,681,Kamaole Beach #1,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T18:56:00Z,-156.44667,20.713614,683,Kamaole Beach #3,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T18:58:00Z,-159.56683,22.220583,803,Haena Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T19:13:00Z,-156.44333,20.681406,691,Wailea Beach,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T19:35:00Z,-159.4985,22.207306,805,Hanalei Bay Pavilion,10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T20:07:00Z,-159.42792,22.216417,811,Kalihiwai Bay Beach Park,10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T20:37:00Z,-159.30475,22.098557,813,Kealia Beach Park,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-08T21:00:00Z,-159.33472,22.04139,825,Lydgate Park,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-12T16:40:00Z,-156.63834,21.013058,707,Honolua Bay,306,2,1,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-12T16:55:00Z,-156.64256,21.01111,721,Mokuleia,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-12T17:25:00Z,-156.65895,21.004057,722,Oneloa,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-12T17:48:00Z,-159.4985,22.207306,805,Hanalei Bay Pavilion,10,3,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-12T17:55:00Z,-156.66742,20.994223,723,Napili,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-12T18:08:00Z,-156.67308,20.981968,692,Kaopala Bay,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-12T18:19:00Z,-156.6814,20.967083,724,Pohaku,10,1,0,NaN,NaN,NaN,NaN,NaN,NaN
