time,longitude,latitude,location_id,location_name,number_concentration_of_enterococcus_in_sea_water,number_concentration_of_clostridium_perfringens_in_sea_water,sea_water_quality_alert
2012-12-19T18:28:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2012-12-26T18:40:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-01-14T18:56:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-01-21T19:28:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,2,0
2015-01-28T10:00:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-02-04T20:26:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-02-11T20:10:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-02-18T20:10:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-03-18T20:09:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-03-24T20:04:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-04-01T20:42:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-04-08T20:31:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,3,0
2015-04-15T20:28:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-04-22T20:19:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-04-29T20:15:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-05-06T20:40:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-05-13T20:14:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-05-20T20:23:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-05-27T20:31:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-06-03T20:52:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-06-08T20:04:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-06-17T19:56:00Z,-159.74936,22.09461,820,Polihale Beach Park,20,1,0
2015-06-24T20:35:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2015-09-14T20:19:00Z,-159.74936,22.09461,820,Polihale Beach Park,10,1,0
2011-02-10T20:25:00Z,-159.72917,21.970943,843,Kekaha Beach Park,2.3,2,0
2011-03-15T20:03:00Z,-159.72917,21.970943,843,Kekaha Beach Park,2.3,3,0
2011-07-21T20:04:00Z,-159.72917,21.970943,843,Kekaha Beach Park,2.3,1,0
2011-02-10T20:34:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),2.3,1,0
2011-03-15T20:13:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),2.3,3,0
2011-07-21T20:14:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),2.3,1,0
2012-07-11T18:56:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,3,0
2012-07-18T19:08:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,4,0
2012-07-25T19:03:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-08-01T18:50:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-08-08T19:05:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,2,0
2012-08-15T19:01:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-08-22T18:59:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-08-29T18:55:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-09-05T18:57:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,5,0
2012-09-12T19:11:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-09-19T19:06:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-09-26T18:59:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-10-03T19:04:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-10-10T19:04:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-11-07T19:11:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-11-14T19:00:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-11-20T19:06:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-11-28T19:09:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-12-05T19:15:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2012-12-19T19:02:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),222,2,1
2012-12-26T19:14:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,7,0
2015-02-18T19:30:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2015-02-25T19:37:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2015-03-11T20:43:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2015-03-18T19:28:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2015-03-24T19:20:00Z,-159.70364,21.960667,814,Kekaha (Oomano Point),10,1,0
2011-02-10T20:42:00Z,-159.69363,21.959972,858,Kikiaola Beach,2.3,1,0
2011-03-15T20:25:00Z,-159.69363,21.959972,858,Kikiaola Beach,10,2,0
2011-02-10T20:57:00Z,-159.67061,21.953472,840,Waimea Bay Landing,2005,4,1
2011-03-15T20:41:00Z,-159.67061,21.953472,840,Waimea Bay Landing,192,8,1
2011-07-21T20:33:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,2,0
2012-06-20T15:20:00Z,-159.67061,21.953472,840,Waimea Bay Landing,137,8,1
2012-10-09T15:42:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,7,0
2013-01-09T19:06:00Z,-159.67061,21.953472,840,Waimea Bay Landing,150,5,1
2013-01-23T19:03:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,2,0
2013-01-30T18:48:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,1,0
2013-02-06T18:43:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,1,0
2013-02-13T19:23:00Z,-159.67061,21.953472,840,Waimea Bay Landing,75,3,0
2013-02-20T18:44:00Z,-159.67061,21.953472,840,Waimea Bay Landing,75,3,0
2013-02-27T19:23:00Z,-159.67061,21.953472,840,Waimea Bay Landing,75,6,0
2013-03-06T18:46:00Z,-159.67061,21.953472,840,Waimea Bay Landing,42,4,1
2013-03-13T18:36:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,1,1
2013-03-20T18:44:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,1,1
2013-04-02T18:44:00Z,-159.67061,21.953472,840,Waimea Bay Landing,164,1,1
2013-04-17T19:00:00Z,-159.67061,21.953472,840,Waimea Bay Landing,99,2,0
2013-04-24T18:52:00Z,-159.67061,21.953472,840,Waimea Bay Landing,192,1,1
2013-05-01T18:41:00Z,-159.67061,21.953472,840,Waimea Bay Landing,222,2,1
2013-05-15T18:46:00Z,-159.67061,21.953472,840,Waimea Bay Landing,87,4,0
2013-05-22T18:42:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,4,0
2013-06-12T18:46:00Z,-159.67061,21.953472,840,Waimea Bay Landing,64,4,0
2013-06-19T18:37:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,1,0
2014-05-01T15:42:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,1,0
2015-03-04T20:25:00Z,-159.67061,21.953472,840,Waimea Bay Landing,31,3,0
2015-03-11T21:00:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,2,0
2015-07-08T20:30:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,1,0
2015-07-13T20:19:00Z,-159.67061,21.953472,840,Waimea Bay Landing,124,3,1
2015-07-22T20:32:00Z,-159.67061,21.953472,840,Waimea Bay Landing,207,4,1
2015-07-28T20:29:00Z,-159.67061,21.953472,840,Waimea Bay Landing,53,1,0
2015-08-05T20:48:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,1,0
2015-08-27T20:45:00Z,-159.67061,21.953472,840,Waimea Bay Landing,1445,6,1
2015-09-02T20:29:00Z,-159.67061,21.953472,840,Waimea Bay Landing,87,3,0
2015-09-16T20:35:00Z,-159.67061,21.953472,840,Waimea Bay Landing,344,8,1
2015-09-30T22:33:00Z,-159.67061,21.953472,840,Waimea Bay Landing,384,4,1
2015-10-07T20:24:00Z,-159.67061,21.953472,840,Waimea Bay Landing,238,1,1
2015-10-14T20:37:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,3,0
2015-10-21T20:11:00Z,-159.67061,21.953472,840,Waimea Bay Landing,20,2,0
2015-11-04T20:21:00Z,-159.67061,21.953472,840,Waimea Bay Landing,10,2,0
2015-11-09T20:32:00Z,-159.67061,21.953472,840,Waimea Bay Landing,75,1,0
2015-11-18T20:46:00Z,-159.67061,21.953472,840,Waimea Bay Landing,87,3,0
2015-11-23T20:35:00Z,-159.67061,21.953472,840,Waimea Bay Landing,254,4,1
2015-12-02T20:50:00Z,-159.67061,21.953472,840,Waimea Bay Landing,384,1,1
2015-12-09T20:48:00Z,-159.67061,21.953472,840,Waimea Bay Landing,42,8,0
2015-12-16T20:18:00Z,-159.67061,21.953472,840,Waimea Bay Landing,20,1,0
2015-12-22T20:17:00Z,-159.67061,21.953472,840,Waimea Bay Landing,364,4,1
2015-12-29T20:38:00Z,-159.67061,21.953472,840,Waimea Bay Landing,87,1,0
2011-02-10T21:10:00Z,-159.66698,21.952168,857,Lucy Wright Beach,2005,50,1
2011-03-15T20:53:00Z,-159.66698,21.952168,857,Lucy Wright Beach,697,13,1
2012-06-20T15:42:00Z,-159.64934,21.938084,856,Pakala (Makaweli),531,3,1
2012-10-09T16:03:00Z,-159.64934,21.938084,856,Pakala (Makaweli),271,6,1
2011-01-10T18:55:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,20,9,0
2011-01-12T18:17:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,4,0
2011-01-18T18:17:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,20,22,0
2011-01-19T18:18:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,32,0
2011-01-24T17:15:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,5,0
2011-01-26T19:23:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2011-01-31T18:21:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,50,0
2011-02-14T18:29:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,5,0
2011-02-23T18:19:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,3,0
2011-02-24T18:06:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,5,0
2011-02-28T18:24:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,4,0
2011-03-02T18:28:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,2,0
2011-03-07T18:17:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,3,0
2011-03-09T18:15:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,3,0
2011-03-14T18:05:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,10,0
2011-03-16T18:05:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,10,0
2011-03-21T18:13:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,12,0
2011-03-23T18:13:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-03-28T18:22:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,11,0
2011-03-30T18:03:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,11,0
2011-04-04T18:14:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-04-06T18:24:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,3,0
2011-04-11T18:01:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-04-13T18:03:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-04-18T18:14:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-04-20T18:18:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,3,0
2011-04-25T18:05:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,2,0
2011-04-27T18:11:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-05-02T18:14:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-05-04T18:00:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2011-05-16T18:13:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,2,0
2011-05-18T17:59:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,3,0
2011-05-23T18:05:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,2,0
2011-05-25T18:10:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,2,0
2011-05-31T18:12:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,2,0
2011-06-01T18:19:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2011-06-06T17:52:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,2,0
2011-06-08T18:11:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,3,0
2011-06-14T18:13:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-06-15T18:07:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,3,0
2011-06-20T18:04:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-06-22T18:15:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-06-27T18:15:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-06-29T18:12:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-07-05T18:04:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,2,0
2011-07-06T18:05:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,12,0
2011-07-11T18:00:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,3,0
2011-07-13T18:05:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,2,0
2011-07-18T18:15:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,3,0
2011-07-20T18:13:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-07-27T18:13:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,2,0
2011-07-28T18:32:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,4,0
2011-08-01T17:48:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,7,0
2011-08-03T18:02:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,3,0
2011-08-08T17:56:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-08-10T18:05:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-08-15T18:01:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,1,0
2011-08-17T18:01:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,2,0
2011-08-22T18:06:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,6,0
2011-08-24T18:20:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,2.3,2,0
2011-09-07T18:16:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2011-09-12T18:01:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2011-09-19T18:13:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2011-09-21T17:56:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2011-09-26T18:05:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2011-09-28T18:12:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2011-10-03T18:11:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2011-10-05T18:05:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,3,0
2011-10-10T18:00:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,4,0
2011-10-11T18:32:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2011-10-17T17:54:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,3,0
2011-10-19T18:08:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,3,0
2011-10-26T17:51:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2011-11-30T18:00:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2011-12-05T18:11:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2011-12-07T17:45:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,19,0
2011-12-12T18:06:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,6,0
2011-12-19T17:56:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,3,0
2011-12-21T18:07:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,3,0
2011-12-27T18:16:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,12,0
2011-12-28T18:21:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,4,0
2012-02-01T18:03:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-02-06T18:01:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,2,0
2012-02-13T18:01:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,5,0
2012-02-15T17:51:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-02-21T18:05:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,7,0
2012-02-22T17:45:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,2,0
2012-02-27T19:14:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,2,0
2012-02-29T18:03:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,3,0
2012-03-05T17:55:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,6,0
2012-03-07T18:38:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,2,0
2012-03-12T17:53:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,3,0
2012-03-14T17:57:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-03-19T17:54:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,7,0
2012-03-21T17:54:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,2,0
2012-03-27T18:05:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-03-28T17:56:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-04-02T17:58:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,6,0
2012-04-04T17:59:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,2,0
2012-04-09T17:46:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-04-11T17:54:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,7,0
2012-04-16T17:44:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-04-18T17:49:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-04-23T17:46:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-06-06T17:53:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,6,0
2012-06-12T17:48:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-06-13T17:56:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,20,2,0
2012-06-18T17:47:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-06-20T16:04:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-06-25T17:43:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,4,0
2012-06-27T17:08:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,2,0
2012-07-02T17:52:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,3,0
2012-07-09T17:46:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,20,21,0
2012-07-11T19:17:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,5,0
2012-07-16T17:18:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,36,0
2012-07-18T19:30:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-07-23T17:53:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,2,0
2012-07-25T19:25:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,5,0
2012-07-30T17:43:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-08-01T19:14:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,3,0
2012-08-06T17:47:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,36,0
2012-08-08T19:26:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,18,0
2012-08-13T17:47:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,1,0
2012-08-15T19:23:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,11,0
2012-08-20T17:49:00Z,-159.60847,21.900307,808,Hanapepe Salt Pond,10,2,0
