species,year,rgn_id,lbs,tonnes,licenses
Opelu,2015,2,8450,3.8328524,34
Opelu,2015,3,61774,28.02019221,50
Opelu,2015,4,5768,2.616318656,26
Opelu,2016,1,103566,46.97670907,57
Opelu,2016,2,6865,3.11390908,24
Opelu,2016,3,32071,14.54714903,29
Opelu,2016,4,8801,3.992063192,20
Opelu kala,2012,1,2148,0.974315616,26
Opelu kala,2012,2,128,0.058059776,4
Opelu kala,2012,3,2974,1.348982608,22
Opelu kala,2013,1,2873,1.303169816,25
Opelu kala,2013,2,644,0.292113248,5
Opelu kala,2013,3,4668,2.117367456,17
Opelu kala,2014,1,919,0.416851048,22
Opelu kala,2014,2,110,0.04989512,4
Opelu kala,2014,3,1723,0.781539016,16
Opelu kala,2015,1,654,0.296649168,18
Opelu kala,2015,2,116,0.052616672,3
Opelu kala,2015,3,2676,1.213812192,9
Opelu kala,2016,1,341,0.154674872,15
Opelu kala,2016,2,373,0.169189816,5
Opelu kala,2016,3,2291,1.039179272,3
Opelu mama,2013,1,42,0.019050864,3
Opelu mama,2014,1,37,0.016782904,5
Pakii,2012,3,10,0.00453592,4
Pakii,2013,3,14,0.006350288,3
Pakii,2014,3,18,0.008164656,3
Pakuikui (tang),2012,1,308,0.139706336,7
Pakuikui (tang),2013,1,403,0.182797576,9
Pakuikui (tang),2013,3,21,0.009525432,3
Pakuikui (tang),2014,1,190,0.08618248,6
Pakuikui (tang),2015,1,112,0.050802304,3
Pakuikui (tang),2016,1,67,0.030390664,6
Palani,2012,1,1349,0.611895608,20
Palani,2012,2,4542,2.060214864,18
Palani,2012,3,30206,13.70119995,46
Palani,2013,1,1545,0.70079964,16
Palani,2013,2,3488,1.582128896,11
Palani,2013,3,28256,12.81669555,46
Palani,2014,1,684,0.310256928,13
Palani,2014,2,3634,1.648353328,8
Palani,2014,3,27298,12.38215442,46
Palani,2014,4,52,0.023586784,3
Palani,2015,1,650,0.2948348,14
Palani,2015,2,3454,1.566706768,13
Palani,2015,3,17107,7.759598344,44
Palani,2015,4,28,0.012700576,3
Palani,2016,1,152,0.068945984,11
Palani,2016,2,3336,1.513182912,6
Palani,2016,3,19665,8.91988668,31
Panuhunuhu,2012,1,12,0.005443104,3
Panuhunuhu,2012,3,101,0.045812792,10
Panuhunuhu,2013,1,11,0.004989512,3
Panuhunuhu,2013,3,153,0.069399576,14
Panuhunuhu,2014,1,69,0.031297848,4
Panuhunuhu,2014,3,171,0.077564232,12
Panuhunuhu,2015,3,146,0.066224432,13
Panuhunuhu,2016,3,103,0.046719976,4
Panunu,2012,3,302,0.136984784,8
Panunu,2013,3,181,0.082100152,10
Panunu,2014,3,460,0.20865232,9
Panunu,2015,1,11,0.004989512,4
Panunu,2015,3,494,0.224074448,8
Panunu,2016,3,150,0.0680388,6
Paopao ulua,2012,3,864,0.391903488,5
Paopao ulua,2013,3,941,0.426830072,6
Paopao ulua,2014,3,187,0.084821704,5
Paopao ulua,2016,3,108,0.048987936,4
Papa ulua,2012,1,32,0.014514944,8
Papa ulua,2012,2,10579,4.798549768,39
Papa ulua,2012,3,441,0.200034072,26
Papa ulua,2012,4,302,0.136984784,11
Papa ulua,2013,1,152,0.068945984,10
Papa ulua,2013,2,5537,2.511538904,45
Papa ulua,2013,3,452,0.205023584,24
Papa ulua,2013,4,207,0.093893544,4
Papa ulua,2014,1,137,0.062142104,7
Papa ulua,2014,2,6016,2.728809472,49
Papa ulua,2014,3,976,0.442705792,37
Papa ulua,2014,4,567,0.257186664,11
Papa ulua,2015,1,60,0.02721552,8
Papa ulua,2015,2,7640,3.46544288,47
Papa ulua,2015,3,493,0.223620856,26
Papa ulua,2015,4,150,0.0680388,7
Papa ulua,2016,1,222,0.100697424,8
Papa ulua,2016,2,8294,3.762092048,44
Papa ulua,2016,3,427,0.193683784,22
Papa ulua,2016,4,160,0.07257472,7
Poopaa,2012,1,30,0.01360776,12
Poopaa,2012,2,278,0.126098576,6
Poopaa,2012,3,430,0.19504456,26
Poopaa,2013,1,21,0.009525432,9
Poopaa,2013,2,97,0.043998424,3
Poopaa,2013,3,1377,0.624596184,33
Poopaa,2014,1,28,0.012700576,11
Poopaa,2014,2,86,0.039008912,4
Poopaa,2014,3,614,0.278505488,15
Poopaa,2015,1,16,0.007257472,6
Poopaa,2015,2,69,0.031297848,3
Poopaa,2015,3,68,0.030844256,13
Poopaa,2016,1,20,0.00907184,7
Poopaa,2016,2,123,0.055791816,3
Poopaa,2016,3,578,0.262176176,11
Poou,2012,1,20,0.00907184,3
Poou,2016,2,23,0.010432616,3
Pualu,2012,1,693,0.314339256,9
Pualu,2012,2,740,0.33565808,4
Pualu,2012,3,11329,5.138743768,22
Pualu,2013,1,563,0.255372296,7
Pualu,2013,2,408,0.185065536,6
Pualu,2013,3,6907,3.132959944,19
Pualu,2014,1,1573,0.713500216,7
Pualu,2014,2,880,0.39916096,5
Pualu,2014,3,4718,2.140047056,22
Pualu,2015,1,601,0.272608792,5
Pualu,2015,2,890,0.40369688,3
Pualu,2015,3,3787,1.717752904,17
Pualu,2016,1,452,0.205023584,3
Pualu,2016,2,680,0.30844256,3
Pualu,2016,3,3221,1.461019832,11
Puhi black,2012,3,1134,0.514373328,7
Puhi black,2013,3,1023,0.464024616,4
Puhi black,2014,3,520,0.23586784,3
Puhi black,2015,3,267,0.121109064,5
Puhi black,2016,3,434,0.196858928,4
Puhi eel-misc.,2012,3,160,0.07257472,6
Puhi eel-misc.,2013,1,338,0.153314096,3
Puhi eel-misc.,2013,3,291,0.131995272,4
Puhi eel-misc.,2014,3,565,0.25627948,5
Puhi eel-misc.,2015,3,235,0.10659412,4
Puhi eel-misc.,2016,3,166,0.075296272,5
Puhi white,2012,3,242,0.109769264,5
Puhi white,2013,3,293,0.132902456,3
Puhi white,2014,3,367,0.166468264,3
Puhi white,2015,3,155,0.07030676,4
Randall's snapper,2013,1,51,0.023133192,4
Randall's snapper,2015,1,72,0.032658624,3
Roi,2012,1,131,0.059420552,4
Roi,2012,2,1516,0.687645472,15
Roi,2012,3,2930,1.32902456,24
Roi,2013,2,979,0.444066568,14
Roi,2013,3,2015,0.91398788,23
Roi,2014,2,382,0.173272144,5
Roi,2014,3,782,0.354708944,16
Roi,2015,2,343,0.155582056,5
Roi,2015,3,572,0.259454624,20
Roi,2016,2,1380,0.62595696,4
Roi,2016,3,436,0.197766112,13
Sasa ulua,2012,1,58,0.026308336,3
Sasa ulua,2012,2,224,0.101604608,3
Sasa ulua,2012,3,387,0.175540104,11
Sasa ulua,2013,1,158,0.071667536,4
Sasa ulua,2013,2,64,0.029029888,3
Sasa ulua,2013,3,191,0.086636072,8
Sasa ulua,2014,3,70,0.03175144,4
Sasa ulua,2014,4,89,0.040369688,3
Sasa ulua,2015,1,268,0.121562656,3
Sasa ulua,2015,3,40,0.01814368,6
Sasa ulua,2016,2,380,0.17236496,5
Sasa ulua,2016,3,34,0.015422128,4
Shark-misc.,2012,1,304,0.137891968,13
Shark-misc.,2012,2,34,0.015422128,11
Shark-misc.,2012,3,2552,1.157566784,12
Shark-misc.,2012,4,4,0.001814368,4
Shark-misc.,2013,1,210,0.09525432,12
Shark-misc.,2013,2,53,0.024040376,21
Shark-misc.,2013,3,1369,0.620967448,8
Shark-misc.,2014,1,103,0.046719976,6
Shark-misc.,2014,2,0,0,15
Shark-misc.,2014,3,1348,0.611442016,7
Shark-misc.,2014,4,95,0.04309124,4
Shark-misc.,2015,1,0,0,6
Shark-misc.,2015,2,300,0.1360776,13
Shark-misc.,2015,3,2069,0.938481848,3
Shark-misc.,2015,4,40,0.01814368,4
Shark-misc.,2016,1,249,0.112944408,6
Shark-misc.,2016,2,880,0.39916096,11
Shark-misc.,2016,3,2115,0.95934708,6
Shark-misc.,2016,4,5,0.00226796,3
Summer mullet,2016,3,477,0.216363384,3
Tilapia,2012,3,1793,0.813290456,3
Toau,2012,1,875,0.396893,49
Toau,2012,2,1844,0.836423648,14
Toau,2012,3,3315,1.50365748,49
Toau,2012,4,99,0.044905608,14
Toau,2013,1,414,0.187787088,43
Toau,2013,2,147,0.066678024,8
Toau,2013,3,3392,1.538584064,67
Toau,2013,4,122,0.055338224,12
Toau,2014,1,233,0.105686936,34
Toau,2014,2,42,0.019050864,10
Toau,2014,3,4588,2.081080096,60
Toau,2014,4,418,0.189601456,9
Toau,2015,1,290,0.13154168,35
Toau,2015,2,1125,0.510291,9
Toau,2015,3,1601,0.726200792,51
Toau,2015,4,113,0.051255896,7
Toau,2016,1,376,0.170550592,39
Toau,2016,2,425,0.1927766,16
Toau,2016,3,1670,0.75749864,44
Toau,2016,4,126,0.057152592,9
Uhu parrot-misc.,2012,1,14003,6.351648776,38
Uhu parrot-misc.,2012,2,14556,6.602485152,25
Uhu parrot-misc.,2012,3,53864,24.43227949,56
Uhu parrot-misc.,2012,4,1506,0.683109552,4
Uhu parrot-misc.,2013,1,7611,3.452288712,24
Uhu parrot-misc.,2013,2,11126,5.046664592,10
Uhu parrot-misc.,2013,3,55115,24.99972308,58
Uhu parrot-misc.,2014,1,2812,1.275500704,25
Uhu parrot-misc.,2014,2,8341,3.783410872,13
Uhu parrot-misc.,2014,3,56044,25.42111005,49
Uhu parrot-misc.,2014,4,1820,0.82553744,4
Uhu parrot-misc.,2015,1,4119,1.868345448,16
Uhu parrot-misc.,2015,2,1762,0.799229104,7
Uhu parrot-misc.,2015,3,26341,11.94806687,42
Uhu parrot-misc.,2015,4,766,0.347451472,7
Uhu parrot-misc.,2016,1,3294,1.494132048,17
Uhu parrot-misc.,2016,2,2319,1.051879848,10
Uhu parrot-misc.,2016,3,17966,8.149233872,32
Uhu parrot-misc.,2016,4,1346,0.610534832,4
Ulua-misc.,2014,1,105,0.04762716,6
Ulua-misc.,2014,2,1229,0.557464568,27
Ulua-misc.,2014,3,682,0.309349744,24
Ulua-misc.,2014,4,348,0.157850016,12
Ulua-misc.,2015,1,237,0.107501304,9
Ulua-misc.,2015,2,1629,0.738901368,38
Ulua-misc.,2015,3,699,0.317060808,24
Ulua-misc.,2015,4,189,0.085728888,5
Ulua-misc.,2016,2,114,0.051709488,5
Ulua-misc.,2016,3,21,0.009525432,4
Umaumalei,2012,1,435,0.19731252,11
Umaumalei,2012,2,2802,1.270964784,3
Umaumalei,2012,3,675,0.3061746,18
Umaumalei,2013,1,120,0.05443104,6
Umaumalei,2013,2,2076,0.941656992,3
Umaumalei,2013,3,1968,0.892669056,19
Umaumalei,2014,2,1748,0.792878816,3
Umaumalei,2014,3,919,0.416851048,13
Umaumalei,2015,2,2401,1.089074392,3
Umaumalei,2015,3,366,0.166014672,6
Umaumalei,2016,2,2250,1.020582,3
Umaumalei,2016,3,1098,0.498044016,6
Uouoa,2012,1,200,0.0907184,6
Uouoa,2013,1,286,0.129727312,6
Uouoa,2013,3,111,0.050348712,3
Uouoa,2014,1,487,0.220899304,6
Uouoa,2015,1,184,0.083460928,5
Uouoa,2015,2,54,0.024493968,3
Wahanui,2012,1,21,0.009525432,4
Wahanui,2013,1,18,0.008164656,4
Wahanui,2014,1,31,0.014061352,6
Wahanui,2014,3,10,0.00453592,4
Wahanui,2015,1,43,0.019504456,7
Wahanui,2015,4,56,0.025401152,3
Wahanui,2016,3,4,0.001814368,3
Weke,2012,3,662,0.300277904,4
Weke a'a,2012,1,157,0.071213944,13
Weke a'a,2012,2,1140,0.51709488,8
Weke a'a,2012,3,4924,2.233487008,29
Weke a'a,2013,1,282,0.127912944,8
Weke a'a,2013,2,1198,0.543403216,7
Weke a'a,2013,3,3337,1.513636504,37
Weke a'a,2014,1,91,0.041276872,12
Weke a'a,2014,2,366,0.166014672,4
Weke a'a,2014,3,3948,1.790781216,29
Weke a'a,2015,1,118,0.053523856,6
Weke a'a,2015,2,453,0.205477176,3
Weke a'a,2015,3,3264,1.480524288,20
Weke a'a,2016,1,131,0.059420552,7
Weke a'a,2016,2,559,0.253557928,4
Weke a'a,2016,3,4789,2.172252088,20
Weke nono,2012,1,822,0.372852624,28
Weke nono,2012,2,1831,0.830526952,33
Weke nono,2012,3,2971,1.347621832,37
Weke nono,2012,4,1502,0.681295184,12
Weke nono,2013,1,644,0.292113248,35
Weke nono,2013,2,1705,0.77337436,42
Weke nono,2013,3,2981,1.352157752,37
Weke nono,2013,4,1198,0.543403216,7
Weke nono,2014,1,1041,0.472189272,29
Weke nono,2014,2,715,0.32431828,35
Weke nono,2014,3,3546,1.608437232,34
Weke nono,2014,4,1477,0.669955384,13
Weke nono,2015,1,611,0.277144712,24
Weke nono,2015,2,1174,0.532517008,34
Weke nono,2015,3,2545,1.15439164,36
Weke nono,2015,4,1540,0.69853168,10
Weke nono,2016,1,848,0.384646016,35
Weke nono,2016,2,907,0.411407944,28
Weke nono,2016,3,1615,0.73255108,24
Weke nono,2016,4,2026,0.918977392,11
Weke pueo,2013,1,31,0.014061352,4
Weke pueo,2013,2,147,0.066678024,4
Weke pueo,2013,3,203,0.092079176,5
Weke ula,2012,1,439,0.199126888,36
Weke ula,2012,2,4314,1.956795888,13
Weke ula,2012,3,17576,7.972332992,47
Weke ula,2012,4,420,0.19050864,15
Weke ula,2013,1,420,0.19050864,28
Weke ula,2013,2,1670,0.75749864,8
Weke ula,2013,3,22415,10.16726468,46
Weke ula,2013,4,429,0.194590968,11
Weke ula,2014,1,784,0.355616128,27
Weke ula,2014,2,5315,2.41084148,12
Weke ula,2014,3,40946,18.57277803,43
Weke ula,2014,4,204,0.092532768,8
Weke ula,2015,1,477,0.216363384,21
Weke ula,2015,2,7111,3.225492712,10
Weke ula,2015,3,42632,19.33753414,39
Weke ula,2015,4,63,0.028576296,6
Weke ula,2016,1,1017,0.461303064,24
Weke ula,2016,2,3124,1.417021408,10
Weke ula,2016,3,29670,13.45807464,33
Weke ula,2016,4,1038,0.470828496,8
