county_gdp,year,rgn_id
1756.0508744021251,2010,1
3300.4891027768044,2010,2
6017.27219361592,2010,3
1392.2603004517566,2010,4
1899.9589435718797,2011,1
3486.1328581392263,2011,2
6519.0334046295975,2011,3
1484.7982736592962,2011,4
2184.1975007120627,2012,1
4007.6669559937927,2012,2
7494.296925533396,2012,3
1706.9277677607492,2012,4
2220.5238493806155,2013,1
4116.413260023898,2013,2
7290.72629751116,2013,3
1771.105913084326,2013,4
2271.170342052436,2014,1
4214.4466752736125,2014,2
7259.434830487777,2014,3
1777.748573738456,2014,4
2252.5402769901134,2015,1
4174.816035288214,2015,2
7156.233249569648,2015,3
1759.474356617718,2015,4
2307.762443196194,2016,1
4346.829839310046,2016,2
7319.736967957507,2016,3
1800.3002395362523,2016,4
