year,rgn_id,island,mus,family,species,licenses,catch,stock_key
2015,4,Kauai County,BMUS,Carangidae,White ulua,18,"2,739",White ulua_BMUS
2016,1,Hawaii,BMUS,Carangidae,White ulua,17,"1,325",White ulua_BMUS
2016,2,Maui County,BMUS,Carangidae,White ulua,40,"2,764",White ulua_BMUS
2016,2,Penguin Bank,BMUS,Carangidae,White ulua,10,452,White ulua_BMUS
2016,3,Oahu,BMUS,Carangidae,White ulua,48,"1,918",White ulua_BMUS
2016,4,Kauai County,BMUS,Carangidae,White ulua,16,"1,685",White ulua_BMUS
2012,1,Hawaii,CHCR,Labridae,Aawa,59,"2,448",Aawa_CHCR
2012,2,Maui County,CHCR,Labridae,Aawa,23,141,Aawa_CHCR
2012,2,Penguin Bank,CHCR,Labridae,Aawa,6,40,Aawa_CHCR
2012,3,Oahu,CHCR,Labridae,Aawa,41,"1,701",Aawa_CHCR
2012,4,Kauai County,CHCR,Labridae,Aawa,13,435,Aawa_CHCR
2013,1,Hawaii,CHCR,Labridae,Aawa,58,"1,920",Aawa_CHCR
2013,2,Maui County,CHCR,Labridae,Aawa,12,94,Aawa_CHCR
2013,2,Penguin Bank,CHCR,Labridae,Aawa,3,15,Aawa_CHCR
2013,3,Oahu,CHCR,Labridae,Aawa,45,"1,465",Aawa_CHCR
2013,4,Kauai County,CHCR,Labridae,Aawa,12,140,Aawa_CHCR
2014,1,Hawaii,CHCR,Labridae,Aawa,44,"1,359",Aawa_CHCR
2014,2,Maui County,CHCR,Labridae,Aawa,10,172,Aawa_CHCR
2014,2,Penguin Bank,CHCR,Labridae,Aawa,4,11,Aawa_CHCR
2014,3,Oahu,CHCR,Labridae,Aawa,49,"1,594",Aawa_CHCR
2014,4,Kauai County,CHCR,Labridae,Aawa,9,409,Aawa_CHCR
2015,1,Hawaii,CHCR,Labridae,Aawa,34,"1,024",Aawa_CHCR
2015,2,Maui County,CHCR,Labridae,Aawa,10,99,Aawa_CHCR
2015,2,Penguin Bank,CHCR,Labridae,Aawa,4,24,Aawa_CHCR
2015,3,Oahu,CHCR,Labridae,Aawa,39,"1,160",Aawa_CHCR
2015,4,Kauai County,CHCR,Labridae,Aawa,5,247,Aawa_CHCR
2016,1,Hawaii,CHCR,Labridae,Aawa,45,"1,902",Aawa_CHCR
2016,2,Maui County,CHCR,Labridae,Aawa,10,98,Aawa_CHCR
2016,2,Penguin Bank,CHCR,Labridae,Aawa,5,47,Aawa_CHCR
2016,3,Oahu,CHCR,Labridae,Aawa,30,"1,260",Aawa_CHCR
2016,4,Kauai County,CHCR,Labridae,Aawa,10,44,Aawa_CHCR
2012,1,Hawaii,CHCR,Kuhliidae,Aholehole,15,591,Aholehole_CHCR
2012,2,Maui County,CHCR,Kuhliidae,Aholehole,7,287,Aholehole_CHCR
2012,3,Oahu,CHCR,Kuhliidae,Aholehole,19,728,Aholehole_CHCR
2012,4,Kauai County,CHCR,Kuhliidae,Aholehole,5,217,Aholehole_CHCR
2013,1,Hawaii,CHCR,Kuhliidae,Aholehole,17,721,Aholehole_CHCR
2013,2,Maui County,CHCR,Kuhliidae,Aholehole,6,47,Aholehole_CHCR
2013,3,Oahu,CHCR,Kuhliidae,Aholehole,19,"1,245",Aholehole_CHCR
2013,4,Kauai County,CHCR,Kuhliidae,Aholehole,3,271,Aholehole_CHCR
2014,1,Hawaii,CHCR,Kuhliidae,Aholehole,14,807,Aholehole_CHCR
2014,2,Maui County,CHCR,Kuhliidae,Aholehole,5,105,Aholehole_CHCR
2014,3,Oahu,CHCR,Kuhliidae,Aholehole,19,554,Aholehole_CHCR
2014,4,Kauai County,CHCR,Kuhliidae,Aholehole,3,229,Aholehole_CHCR
2015,1,Hawaii,CHCR,Kuhliidae,Aholehole,16,613,Aholehole_CHCR
2015,2,Maui County,CHCR,Kuhliidae,Aholehole,4,55,Aholehole_CHCR
2015,3,Oahu,CHCR,Kuhliidae,Aholehole,17,"3,748",Aholehole_CHCR
2015,4,Kauai County,CHCR,Kuhliidae,Aholehole,4,273,Aholehole_CHCR
2016,1,Hawaii,CHCR,Kuhliidae,Aholehole,13,690,Aholehole_CHCR
2016,2,Maui County,CHCR,Kuhliidae,Aholehole,6,220,Aholehole_CHCR
2016,3,Oahu,CHCR,Kuhliidae,Aholehole,15,760,Aholehole_CHCR
2012,1,Hawaii,CHCR,Carangidae,Akule,58,"18,902",Akule_CHCR
2012,2,Maui County,CHCR,Carangidae,Akule,29,"30,101",Akule_CHCR
2012,3,Oahu,CHCR,Carangidae,Akule,87,"180,677",Akule_CHCR
2012,4,Kauai County,CHCR,Carangidae,Akule,33,"40,054",Akule_CHCR
2013,1,Hawaii,CHCR,Carangidae,Akule,59,"14,982",Akule_CHCR
2013,2,Maui County,CHCR,Carangidae,Akule,27,"38,329",Akule_CHCR
2013,2,Penguin Bank,CHCR,Carangidae,Akule,4,281,Akule_CHCR
2013,3,Oahu,CHCR,Carangidae,Akule,88,"154,330",Akule_CHCR
2013,4,Kauai County,CHCR,Carangidae,Akule,34,"37,280",Akule_CHCR
2014,1,Hawaii,CHCR,Carangidae,Akule,61,"13,005",Akule_CHCR
2014,2,Maui County,CHCR,Carangidae,Akule,36,"31,804",Akule_CHCR
2014,2,Penguin Bank,CHCR,Carangidae,Akule,3,209,Akule_CHCR
2014,3,Oahu,CHCR,Carangidae,Akule,83,"171,809",Akule_CHCR
2014,4,Kauai County,CHCR,Carangidae,Akule,39,"38,603",Akule_CHCR
2015,1,Hawaii,CHCR,Carangidae,Akule,59,"17,708",Akule_CHCR
2015,2,Maui County,CHCR,Carangidae,Akule,30,"30,937",Akule_CHCR
2015,3,Oahu,CHCR,Carangidae,Akule,86,"290,588",Akule_CHCR
2015,4,Kauai County,CHCR,Carangidae,Akule,43,"52,506",Akule_CHCR
2016,1,Hawaii,CHCR,Carangidae,Akule,57,"20,069",Akule_CHCR
2016,2,Maui County,CHCR,Carangidae,Akule,26,"142,269",Akule_CHCR
2016,3,Oahu,CHCR,Carangidae,Akule,70,"206,894",Akule_CHCR
2016,4,Kauai County,CHCR,Carangidae,Akule,46,"36,583",Akule_CHCR
2012,1,Hawaii,CHCR,Holocentridae,Alaihe,18,218,Alaihe_CHCR
2012,2,Maui County,CHCR,Holocentridae,Alaihe,6,43,Alaihe_CHCR
2012,3,Oahu,CHCR,Holocentridae,Alaihe,21,390,Alaihe_CHCR
2013,1,Hawaii,CHCR,Holocentridae,Alaihe,26,375,Alaihe_CHCR
2013,3,Oahu,CHCR,Holocentridae,Alaihe,25,368,Alaihe_CHCR
2014,1,Hawaii,CHCR,Holocentridae,Alaihe,22,231,Alaihe_CHCR
2014,3,Oahu,CHCR,Holocentridae,Alaihe,17,246,Alaihe_CHCR
2015,1,Hawaii,CHCR,Holocentridae,Alaihe,19,133,Alaihe_CHCR
2015,2,Maui County,CHCR,Holocentridae,Alaihe,4,10,Alaihe_CHCR
2015,3,Oahu,CHCR,Holocentridae,Alaihe,5,74,Alaihe_CHCR
2016,1,Hawaii,CHCR,Holocentridae,Alaihe,14,88,Alaihe_CHCR
2016,3,Oahu,CHCR,Holocentridae,Alaihe,5,27,Alaihe_CHCR
2012,1,Hawaii,CHCR,Holocentridae,Alaihe mama,8,67,Alaihe mama_CHCR
2012,2,Maui County,CHCR,Holocentridae,Alaihe mama,3,10,Alaihe mama_CHCR
2013,1,Hawaii,CHCR,Holocentridae,Alaihe mama,7,45,Alaihe mama_CHCR
2014,1,Hawaii,CHCR,Holocentridae,Alaihe mama,5,9,Alaihe mama_CHCR
2015,1,Hawaii,CHCR,Holocentridae,Alaihe mama,5,47,Alaihe mama_CHCR
2016,1,Hawaii,CHCR,Holocentridae,Alaihe mama,4,10,Alaihe mama_CHCR
2012,3,Oahu,CHCR,Mugilidae,Amaama,11,"7,048",Amaama_CHCR
2012,4,Kauai County,CHCR,Mugilidae,Amaama,3,"1,380",Amaama_CHCR
2013,3,Oahu,CHCR,Mugilidae,Amaama,10,"5,708",Amaama_CHCR
2014,1,Hawaii,CHCR,Mugilidae,Amaama,4,29,Amaama_CHCR
2014,3,Oahu,CHCR,Mugilidae,Amaama,13,"3,754",Amaama_CHCR
2015,3,Oahu,CHCR,Mugilidae,Amaama,9,"3,947",Amaama_CHCR
2016,3,Oahu,CHCR,Mugilidae,Amaama,5,"2,379",Amaama_CHCR
2012,1,Hawaii,CHCR,Acanthuridae,Api,5,35,Api_CHCR
2012,3,Oahu,CHCR,Acanthuridae,Api,4,64,Api_CHCR
2013,1,Hawaii,CHCR,Acanthuridae,Api,3,21,Api_CHCR
2013,3,Oahu,CHCR,Acanthuridae,Api,4,84,Api_CHCR
2014,1,Hawaii,CHCR,Acanthuridae,Api,4,59,Api_CHCR
2015,1,Hawaii,CHCR,Acanthuridae,Api,4,41,Api_CHCR
2012,1,Hawaii,CHCR,Priacanthidae,Aweoweo,56,"1,651",Aweoweo_CHCR
2012,2,Maui County,CHCR,Priacanthidae,Aweoweo,14,168,Aweoweo_CHCR
2012,2,Penguin Bank,CHCR,Priacanthidae,Aweoweo,5,106,Aweoweo_CHCR
2012,3,Oahu,CHCR,Priacanthidae,Aweoweo,37,843,Aweoweo_CHCR
2012,4,Kauai County,CHCR,Priacanthidae,Aweoweo,15,244,Aweoweo_CHCR
2013,1,Hawaii,CHCR,Priacanthidae,Aweoweo,56,"2,654",Aweoweo_CHCR
2013,2,Maui County,CHCR,Priacanthidae,Aweoweo,14,248,Aweoweo_CHCR
2013,2,Penguin Bank,CHCR,Priacanthidae,Aweoweo,12,83,Aweoweo_CHCR
2013,3,Oahu,CHCR,Priacanthidae,Aweoweo,48,"1,764",Aweoweo_CHCR
2013,4,Kauai County,CHCR,Priacanthidae,Aweoweo,13,438,Aweoweo_CHCR
2014,1,Hawaii,CHCR,Priacanthidae,Aweoweo,57,"3,086",Aweoweo_CHCR
2014,2,Maui County,CHCR,Priacanthidae,Aweoweo,15,201,Aweoweo_CHCR
2014,2,Penguin Bank,CHCR,Priacanthidae,Aweoweo,9,79,Aweoweo_CHCR
2014,3,Oahu,CHCR,Priacanthidae,Aweoweo,50,"1,700",Aweoweo_CHCR
2014,4,Kauai County,CHCR,Priacanthidae,Aweoweo,18,999,Aweoweo_CHCR
2015,1,Hawaii,CHCR,Priacanthidae,Aweoweo,45,"3,939",Aweoweo_CHCR
2015,2,Maui County,CHCR,Priacanthidae,Aweoweo,16,493,Aweoweo_CHCR
2015,2,Penguin Bank,CHCR,Priacanthidae,Aweoweo,6,56,Aweoweo_CHCR
2015,3,Oahu,CHCR,Priacanthidae,Aweoweo,47,"2,274",Aweoweo_CHCR
2015,4,Kauai County,CHCR,Priacanthidae,Aweoweo,19,540,Aweoweo_CHCR
2016,1,Hawaii,CHCR,Priacanthidae,Aweoweo,39,"2,568",Aweoweo_CHCR
2016,2,Maui County,CHCR,Priacanthidae,Aweoweo,12,447,Aweoweo_CHCR
2016,2,Penguin Bank,CHCR,Priacanthidae,Aweoweo,6,103,Aweoweo_CHCR
2016,3,Oahu,CHCR,Priacanthidae,Aweoweo,35,"1,556",Aweoweo_CHCR
2016,4,Kauai County,CHCR,Priacanthidae,Aweoweo,17,546,Aweoweo_CHCR
2012,1,Hawaii,CHCR,Carangidae,Hahalalu,6,278,Hahalalu_CHCR
2012,3,Oahu,CHCR,Carangidae,Hahalalu,32,"9,652",Hahalalu_CHCR
2012,4,Kauai County,CHCR,Carangidae,Hahalalu,5,278,Hahalalu_CHCR
2013,3,Oahu,CHCR,Carangidae,Hahalalu,30,"20,957",Hahalalu_CHCR
2013,4,Kauai County,CHCR,Carangidae,Hahalalu,4,104,Hahalalu_CHCR
2014,1,Hawaii,CHCR,Carangidae,Hahalalu,3,55,Hahalalu_CHCR
2014,3,Oahu,CHCR,Carangidae,Hahalalu,28,"37,057",Hahalalu_CHCR
2014,4,Kauai County,CHCR,Carangidae,Hahalalu,5,192,Hahalalu_CHCR
2015,1,Hawaii,CHCR,Carangidae,Hahalalu,12,244,Hahalalu_CHCR
2015,3,Oahu,CHCR,Carangidae,Hahalalu,16,"6,474",Hahalalu_CHCR
2015,4,Kauai County,CHCR,Carangidae,Hahalalu,5,144,Hahalalu_CHCR
2016,1,Hawaii,CHCR,Carangidae,Hahalalu,10,534,Hahalalu_CHCR
2016,3,Oahu,CHCR,Carangidae,Hahalalu,17,"13,524",Hahalalu_CHCR
2012,1,Hawaii,CHCR,Balistidae,Humuhumu,10,152,Humuhumu_CHCR
2012,2,Maui County,CHCR,Balistidae,Humuhumu,8,79,Humuhumu_CHCR
2012,3,Oahu,CHCR,Balistidae,Humuhumu,11,725,Humuhumu_CHCR
2013,1,Hawaii,CHCR,Balistidae,Humuhumu,6,25,Humuhumu_CHCR
2013,2,Maui County,CHCR,Balistidae,Humuhumu,5,84,Humuhumu_CHCR
2013,3,Oahu,CHCR,Balistidae,Humuhumu,15,618,Humuhumu_CHCR
2014,1,Hawaii,CHCR,Balistidae,Humuhumu,4,12,Humuhumu_CHCR
2014,2,Maui County,CHCR,Balistidae,Humuhumu,5,31,Humuhumu_CHCR
2014,3,Oahu,CHCR,Balistidae,Humuhumu,8,460,Humuhumu_CHCR
2015,2,Maui County,CHCR,Balistidae,Humuhumu,3,49,Humuhumu_CHCR
2015,3,Oahu,CHCR,Balistidae,Humuhumu,4,416,Humuhumu_CHCR
2015,4,Kauai County,CHCR,Balistidae,Humuhumu,3,19,Humuhumu_CHCR
2016,1,Hawaii,CHCR,Balistidae,Humuhumu,4,30,Humuhumu_CHCR
2016,2,Maui County,CHCR,Balistidae,Humuhumu,6,62,Humuhumu_CHCR
2016,3,Oahu,CHCR,Balistidae,Humuhumu,5,387,Humuhumu_CHCR
2012,2,Maui County,CHCR,Carangidae,Kagami ulua,7,252,Kagami ulua_CHCR
2012,3,Oahu,CHCR,Carangidae,Kagami ulua,6,89,Kagami ulua_CHCR
2012,4,Kauai County,CHCR,Carangidae,Kagami ulua,6,174,Kagami ulua_CHCR
2013,2,Maui County,CHCR,Carangidae,Kagami ulua,5,57,Kagami ulua_CHCR
2013,3,Oahu,CHCR,Carangidae,Kagami ulua,4,18,Kagami ulua_CHCR
2014,2,Maui County,CHCR,Carangidae,Kagami ulua,5,61,Kagami ulua_CHCR
2014,3,Oahu,CHCR,Carangidae,Kagami ulua,8,74,Kagami ulua_CHCR
2015,2,Maui County,CHCR,Carangidae,Kagami ulua,3,41,Kagami ulua_CHCR
2015,3,Oahu,CHCR,Carangidae,Kagami ulua,7,98,Kagami ulua_CHCR
2016,3,Oahu,CHCR,Carangidae,Kagami ulua,6,34,Kagami ulua_CHCR
2016,4,Kauai County,CHCR,Carangidae,Kagami ulua,6,205,Kagami ulua_CHCR
2012,1,Hawaii,CHCR,Sphyraenidae,Kaku,19,303,Kaku_CHCR
2012,2,Cross Seamount,CHCR,Sphyraenidae,Kaku,3,272,Kaku_CHCR
2012,2,Maui County,CHCR,Sphyraenidae,Kaku,16,223,Kaku_CHCR
2012,2,Penguin Bank,CHCR,Sphyraenidae,Kaku,13,156,Kaku_CHCR
2012,3,Oahu,CHCR,Sphyraenidae,Kaku,45,"1,037",Kaku_CHCR
2012,4,Kauai County,CHCR,Sphyraenidae,Kaku,16,747,Kaku_CHCR
2013,1,Hawaii,CHCR,Sphyraenidae,Kaku,25,399,Kaku_CHCR
2013,2,Cross Seamount,CHCR,Sphyraenidae,Kaku,5,737,Kaku_CHCR
2013,2,Maui County,CHCR,Sphyraenidae,Kaku,14,262,Kaku_CHCR
2013,2,Penguin Bank,CHCR,Sphyraenidae,Kaku,7,72,Kaku_CHCR
2013,3,Oahu,CHCR,Sphyraenidae,Kaku,45,520,Kaku_CHCR
2013,4,Kauai County,CHCR,Sphyraenidae,Kaku,16,496,Kaku_CHCR
2014,1,Hawaii,CHCR,Sphyraenidae,Kaku,28,470,Kaku_CHCR
2014,2,Maui County,CHCR,Sphyraenidae,Kaku,14,248,Kaku_CHCR
2014,2,Penguin Bank,CHCR,Sphyraenidae,Kaku,6,103,Kaku_CHCR
2014,3,Oahu,CHCR,Sphyraenidae,Kaku,30,569,Kaku_CHCR
2014,4,Kauai County,CHCR,Sphyraenidae,Kaku,19,433,Kaku_CHCR
2015,1,Hawaii,CHCR,Sphyraenidae,Kaku,36,325,Kaku_CHCR
2015,2,Cross Seamount,CHCR,Sphyraenidae,Kaku,4,465,Kaku_CHCR
2015,2,Maui County,CHCR,Sphyraenidae,Kaku,25,262,Kaku_CHCR
2015,2,Penguin Bank,CHCR,Sphyraenidae,Kaku,10,157,Kaku_CHCR
2015,3,Oahu,CHCR,Sphyraenidae,Kaku,35,438,Kaku_CHCR
2015,4,Kauai County,CHCR,Sphyraenidae,Kaku,14,465,Kaku_CHCR
2016,1,Hawaii,CHCR,Sphyraenidae,Kaku,20,238,Kaku_CHCR
2016,2,Maui County,CHCR,Sphyraenidae,Kaku,17,196,Kaku_CHCR
2016,2,Penguin Bank,CHCR,Sphyraenidae,Kaku,15,148,Kaku_CHCR
2016,3,Oahu,CHCR,Sphyraenidae,Kaku,20,214,Kaku_CHCR
2016,4,Kauai County,CHCR,Sphyraenidae,Kaku,7,111,Kaku_CHCR
2012,1,Hawaii,CHCR,Acanthuridae,Kala,16,348,Kala_CHCR
2012,2,Maui County,CHCR,Acanthuridae,Kala,11,"6,601",Kala_CHCR
2012,3,Oahu,CHCR,Acanthuridae,Kala,40,"35,166",Kala_CHCR
2013,1,Hawaii,CHCR,Acanthuridae,Kala,12,432,Kala_CHCR
2013,2,Maui County,CHCR,Acanthuridae,Kala,12,"6,595",Kala_CHCR
2013,3,Oahu,CHCR,Acanthuridae,Kala,39,"24,982",Kala_CHCR
2014,1,Hawaii,CHCR,Acanthuridae,Kala,8,68,Kala_CHCR
2014,2,Maui County,CHCR,Acanthuridae,Kala,13,"5,284",Kala_CHCR
2014,3,Oahu,CHCR,Acanthuridae,Kala,37,"24,676",Kala_CHCR
2015,1,Hawaii,CHCR,Acanthuridae,Kala,11,191,Kala_CHCR
2015,2,Maui County,CHCR,Acanthuridae,Kala,11,"4,878",Kala_CHCR
2015,3,Oahu,CHCR,Acanthuridae,Kala,23,"16,625",Kala_CHCR
2015,4,Kauai County,CHCR,Acanthuridae,Kala,3,217,Kala_CHCR
2016,1,Hawaii,CHCR,Acanthuridae,Kala,7,394,Kala_CHCR
2016,2,Maui County,CHCR,Acanthuridae,Kala,9,"4,279",Kala_CHCR
2016,3,Oahu,CHCR,Acanthuridae,Kala,24,"12,640",Kala_CHCR
2012,1,Hawaii,CHCR,Sphyraenidae,Kawelea,36,867,Kawelea_CHCR
2012,2,Maui County,CHCR,Sphyraenidae,Kawelea,18,722,Kawelea_CHCR
2012,2,Penguin Bank,CHCR,Sphyraenidae,Kawelea,4,61,Kawelea_CHCR
2012,3,Oahu,CHCR,Sphyraenidae,Kawelea,31,"1,548",Kawelea_CHCR
2012,4,Kauai County,CHCR,Sphyraenidae,Kawelea,11,143,Kawelea_CHCR
2013,1,Hawaii,CHCR,Sphyraenidae,Kawelea,45,908,Kawelea_CHCR
2013,2,Maui County,CHCR,Sphyraenidae,Kawelea,11,344,Kawelea_CHCR
2013,2,Penguin Bank,CHCR,Sphyraenidae,Kawelea,7,227,Kawelea_CHCR
2013,3,Oahu,CHCR,Sphyraenidae,Kawelea,29,"1,126",Kawelea_CHCR
2013,4,Kauai County,CHCR,Sphyraenidae,Kawelea,3,12,Kawelea_CHCR
2014,1,Hawaii,CHCR,Sphyraenidae,Kawelea,34,919,Kawelea_CHCR
2014,2,Maui County,CHCR,Sphyraenidae,Kawelea,18,199,Kawelea_CHCR
2014,2,Penguin Bank,CHCR,Sphyraenidae,Kawelea,5,44,Kawelea_CHCR
2014,3,Oahu,CHCR,Sphyraenidae,Kawelea,29,549,Kawelea_CHCR
2014,4,Kauai County,CHCR,Sphyraenidae,Kawelea,7,93,Kawelea_CHCR
2015,1,Hawaii,CHCR,Sphyraenidae,Kawelea,30,"1,735",Kawelea_CHCR
2015,2,Maui County,CHCR,Sphyraenidae,Kawelea,16,356,Kawelea_CHCR
2015,2,Penguin Bank,CHCR,Sphyraenidae,Kawelea,5,168,Kawelea_CHCR
2015,3,Oahu,CHCR,Sphyraenidae,Kawelea,24,"1,251",Kawelea_CHCR
2015,4,Kauai County,CHCR,Sphyraenidae,Kawelea,6,77,Kawelea_CHCR
2016,1,Hawaii,CHCR,Sphyraenidae,Kawelea,32,830,Kawelea_CHCR
2016,2,Maui County,CHCR,Sphyraenidae,Kawelea,12,174,Kawelea_CHCR
2016,2,Penguin Bank,CHCR,Sphyraenidae,Kawelea,7,109,Kawelea_CHCR
2016,3,Oahu,CHCR,Sphyraenidae,Kawelea,16,512,Kawelea_CHCR
2016,4,Kauai County,CHCR,Sphyraenidae,Kawelea,3,20,Kawelea_CHCR
2012,1,Hawaii,CHCR,Acanthuridae,Kole,23,"1,619",Kole_CHCR
2012,2,Maui County,CHCR,Acanthuridae,Kole,12,"2,485",Kole_CHCR
2012,3,Oahu,CHCR,Acanthuridae,Kole,8,65,Kole_CHCR
2013,1,Hawaii,CHCR,Acanthuridae,Kole,16,"1,393",Kole_CHCR
2013,2,Maui County,CHCR,Acanthuridae,Kole,9,993,Kole_CHCR
2013,3,Oahu,CHCR,Acanthuridae,Kole,12,346,Kole_CHCR
2014,1,Hawaii,CHCR,Acanthuridae,Kole,16,"1,882",Kole_CHCR
2014,2,Maui County,CHCR,Acanthuridae,Kole,12,590,Kole_CHCR
2014,3,Oahu,CHCR,Acanthuridae,Kole,7,660,Kole_CHCR
2015,1,Hawaii,CHCR,Acanthuridae,Kole,12,347,Kole_CHCR
2015,2,Maui County,CHCR,Acanthuridae,Kole,6,776,Kole_CHCR
2015,3,Oahu,CHCR,Acanthuridae,Kole,10,291,Kole_CHCR
2016,1,Hawaii,CHCR,Acanthuridae,Kole,12,658,Kole_CHCR
2016,2,Maui County,CHCR,Acanthuridae,Kole,3,407,Kole_CHCR
2016,3,Oahu,CHCR,Acanthuridae,Kole,3,128,Kole_CHCR
2012,1,Hawaii,CHCR,Mullidae,Kumu,33,"1,859",Kumu_CHCR
2012,2,Maui County,CHCR,Mullidae,Kumu,17,450,Kumu_CHCR
2012,3,Oahu,CHCR,Mullidae,Kumu,52,"5,512",Kumu_CHCR
2012,4,Kauai County,CHCR,Mullidae,Kumu,9,618,Kumu_CHCR
2013,1,Hawaii,CHCR,Mullidae,Kumu,25,"1,553",Kumu_CHCR
2013,2,Maui County,CHCR,Mullidae,Kumu,10,153,Kumu_CHCR
2013,3,Oahu,CHCR,Mullidae,Kumu,62,"5,069",Kumu_CHCR
2013,4,Kauai County,CHCR,Mullidae,Kumu,6,311,Kumu_CHCR
2014,1,Hawaii,CHCR,Mullidae,Kumu,24,369,Kumu_CHCR
2014,2,Maui County,CHCR,Mullidae,Kumu,12,240,Kumu_CHCR
2014,3,Oahu,CHCR,Mullidae,Kumu,56,"3,351",Kumu_CHCR
2014,4,Kauai County,CHCR,Mullidae,Kumu,3,451,Kumu_CHCR
2015,1,Hawaii,CHCR,Mullidae,Kumu,13,480,Kumu_CHCR
2015,2,Maui County,CHCR,Mullidae,Kumu,7,121,Kumu_CHCR
2015,3,Oahu,CHCR,Mullidae,Kumu,46,"1,955",Kumu_CHCR
2015,4,Kauai County,CHCR,Mullidae,Kumu,5,151,Kumu_CHCR
2016,1,Hawaii,CHCR,Mullidae,Kumu,14,708,Kumu_CHCR
2016,2,Maui County,CHCR,Mullidae,Kumu,11,191,Kumu_CHCR
2016,3,Oahu,CHCR,Mullidae,Kumu,31,835,Kumu_CHCR
2016,4,Kauai County,CHCR,Mullidae,Kumu,6,218,Kumu_CHCR
2012,3,Oahu,CHCR,Labridae,Kupoupou,5,17,Kupoupou_CHCR
2013,3,Oahu,CHCR,Labridae,Kupoupou,6,12,Kupoupou_CHCR
2014,3,Oahu,CHCR,Labridae,Kupoupou,5,10,Kupoupou_CHCR
2015,3,Oahu,CHCR,Labridae,Kupoupou,3,6,Kupoupou_CHCR
2012,1,Hawaii,CHCR,Labridae,Laenihi,36,873,Laenihi_CHCR
2012,2,Maui County,CHCR,Labridae,Laenihi,29,"1,197",Laenihi_CHCR
2012,3,Oahu,CHCR,Labridae,Laenihi,22,578,Laenihi_CHCR
2012,4,Kauai County,CHCR,Labridae,Laenihi,5,35,Laenihi_CHCR
2013,1,Hawaii,CHCR,Labridae,Laenihi,37,791,Laenihi_CHCR
2013,2,Maui County,CHCR,Labridae,Laenihi,30,"1,616",Laenihi_CHCR
2013,3,Oahu,CHCR,Labridae,Laenihi,16,256,Laenihi_CHCR
2013,4,Kauai County,CHCR,Labridae,Laenihi,4,10,Laenihi_CHCR
2014,1,Hawaii,CHCR,Labridae,Laenihi,22,"1,041",Laenihi_CHCR
2014,2,Maui County,CHCR,Labridae,Laenihi,23,"1,794",Laenihi_CHCR
2014,2,Penguin Bank,CHCR,Labridae,Laenihi,4,41,Laenihi_CHCR
2014,3,Oahu,CHCR,Labridae,Laenihi,21,581,Laenihi_CHCR
2015,1,Hawaii,CHCR,Labridae,Laenihi,25,643,Laenihi_CHCR
2015,2,Maui County,CHCR,Labridae,Laenihi,25,"2,399",Laenihi_CHCR
2015,2,Penguin Bank,CHCR,Labridae,Laenihi,4,267,Laenihi_CHCR
2015,3,Oahu,CHCR,Labridae,Laenihi,20,226,Laenihi_CHCR
2016,1,Hawaii,CHCR,Labridae,Laenihi,26,832,Laenihi_CHCR
2016,2,Maui County,CHCR,Labridae,Laenihi,23,"1,814",Laenihi_CHCR
2016,2,Penguin Bank,CHCR,Labridae,Laenihi,6,307,Laenihi_CHCR
2016,3,Oahu,CHCR,Labridae,Laenihi,17,628,Laenihi_CHCR
2012,1,Hawaii,CHCR,Acanthuridae,Maiko,12,234,Maiko_CHCR
2012,3,Oahu,CHCR,Acanthuridae,Maiko,19,"2,047",Maiko_CHCR
2013,1,Hawaii,CHCR,Acanthuridae,Maiko,6,63,Maiko_CHCR
2013,3,Oahu,CHCR,Acanthuridae,Maiko,23,"3,437",Maiko_CHCR
2014,1,Hawaii,CHCR,Acanthuridae,Maiko,7,194,Maiko_CHCR
2014,3,Oahu,CHCR,Acanthuridae,Maiko,13,"1,229",Maiko_CHCR
2015,1,Hawaii,CHCR,Acanthuridae,Maiko,6,99,Maiko_CHCR
2015,3,Oahu,CHCR,Acanthuridae,Maiko,10,350,Maiko_CHCR
2016,1,Hawaii,CHCR,Acanthuridae,Maiko,4,43,Maiko_CHCR
2016,3,Oahu,CHCR,Acanthuridae,Maiko,8,909,Maiko_CHCR
2012,1,Hawaii,CHCR,Mullidae,Malu,7,28,Malu_CHCR
2012,3,Oahu,CHCR,Mullidae,Malu,23,279,Malu_CHCR
2012,4,Kauai County,CHCR,Mullidae,Malu,3,22,Malu_CHCR
2013,1,Hawaii,CHCR,Mullidae,Malu,6,8,Malu_CHCR
2013,3,Oahu,CHCR,Mullidae,Malu,26,261,Malu_CHCR
2014,3,Oahu,CHCR,Mullidae,Malu,22,208,Malu_CHCR
2015,3,Oahu,CHCR,Mullidae,Malu,17,90,Malu_CHCR
2016,3,Oahu,CHCR,Mullidae,Malu,8,18,Malu_CHCR
2012,1,Hawaii,CHCR,Acanthuridae,Manini,23,"1,882",Manini_CHCR
2012,2,Maui County,CHCR,Acanthuridae,Manini,17,"4,022",Manini_CHCR
2012,3,Oahu,CHCR,Acanthuridae,Manini,40,"8,512",Manini_CHCR
2013,1,Hawaii,CHCR,Acanthuridae,Manini,12,"2,655",Manini_CHCR
2013,2,Maui County,CHCR,Acanthuridae,Manini,8,"3,226",Manini_CHCR
2013,3,Oahu,CHCR,Acanthuridae,Manini,43,"9,192",Manini_CHCR
2014,1,Hawaii,CHCR,Acanthuridae,Manini,15,"1,693",Manini_CHCR
